transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL202500000001,ACC0001282,IND19007129,LN2019010000002,,73,2025-02-14,05:32:47,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,2.5,,Online,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000002,ACC0000071,IND19001466,LN2019010000009,,73,2025-02-28,03:02:51,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000003,ACC0001490,IND19011784,LN2019010000010,LDO20250000001,73,2025-02-23,04:14:39,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,1.06,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000004,ACC0000597,IND19000749,LN2019010000017,LDO20250000003,73,2025-02-22,02:37:17,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.97,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000005,ACC0000731,IND19012784,LN2019010000018,LDO20250000001,73,2025-02-28,02:28:37,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.03,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000006,ACC0000999,IND19000704,LN2019010000021,LDO20250000002,73,2025-02-28,04:19:39,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,0.74,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000007,ACC0000362,IND19010400,LN2019010000034,LDO20250000004,73,2025-02-20,04:35:04,1585.16,Debit,Failed,account_blocked,Loan Payment - LN2019010000034,False,,0.36,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000008,ACC0000761,IND19003341,LN2019010000037,LDO20250000005,72,2025-02-10,04:15:51,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,0.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000009,ACC0000093,IND19006568,LN2019010000071,LDO20250000007,73,2025-02-13,03:20:09,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,0.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000010,ACC0000410,IND19006375,LN2019010000101,LDO20250000005,73,2025-02-22,03:43:08,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,0.7,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000011,ACC0000187,IND19005404,LN2019010000103,LDO20250000006,73,2025-02-28,03:20:33,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,1.44,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000012,ACC0000365,IND19005374,LN2019010000112,,73,2025-02-20,03:52:29,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000013,ACC0000726,IND19012497,LN2019010000124,LDO20250000015,73,2025-02-13,04:37:30,390.59,Debit,Completed,,Loan Payment - LN2019010000124 - Late Fee,False,,1.4,,Automated,Home Loan,late_payment,False,loan_payment_generator
TXNL202500000014,ACC0000615,IND19010153,LN2019010000152,LDO20250000018,73,2025-02-20,04:20:22,3016.9,Debit,Completed,,Loan Payment - LN2019010000152,False,,0.04,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000015,ACC0000626,IND19000516,LN2019010000160,LDO20250000019,73,2025-02-27,04:10:31,2189.1,Debit,Completed,,Loan Payment - LN2019010000160,False,,1.09,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000016,ACC0001221,IND19011832,LN2019010000190,,73,2025-02-15,04:18:17,5061.94,Debit,Completed,,Loan Payment - LN2019010000190,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000017,ACC0000708,IND19015529,LN2019010000217,LDO20250000023,73,2025-02-27,02:07:46,1829.08,Debit,Completed,,Loan Payment - LN2019010000217 - Extra Principal,False,,0.66,,Automated,Home Loan,extra_payment,False,loan_payment_generator
TXNL202500000018,ACC0001510,IND19016623,LN2019010000221,,73,2025-02-19,04:53:22,4093.97,Debit,Failed,bank_timeout,Loan Payment - LN2019010000221,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000019,ACC0001291,IND19005742,LN2019010000238,,73,2025-02-17,07:08:26,1155.73,Debit,Completed,,Loan Payment - LN2019010000238,False,,2.5,,Online,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000020,ACC0000295,IND19012061,LN2019010000258,,73,2025-02-17,02:58:33,1803.51,Debit,Completed,,Loan Payment - LN2019010000258,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000021,ACC0000030,IND19010515,LN2019010000266,LDO20250000015,73,2025-02-25,02:45:48,1516.71,Debit,Completed,,Loan Payment - LN2019010000266,False,,1.74,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000022,ACC0000717,IND19015259,LN2019010000274,LDO20250000024,72,2025-02-10,03:52:55,916.67,Debit,Completed,,Loan Payment - LN2019010000274,False,,0.36,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000023,ACC0000115,IND19013155,LN2019010000284,LDO20250000016,73,2025-02-27,02:27:28,1427.41,Debit,Completed,,Loan Payment - LN2019010000284,False,,1.47,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000024,ACC0000656,IND19013092,LN2019010000312,,73,2025-02-11,02:06:30,2556.29,Debit,Completed,,Loan Payment - LN2019010000312,False,,2.5,,Mobile,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000025,ACC0000456,IND19006712,LN2019010000324,LDO20250000031,73,2025-02-28,03:42:45,577.1,Debit,Completed,,Loan Payment - LN2019010000324,False,,1.87,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000026,ACC0001167,IND19004585,LN2019010000343,,73,2025-02-28,02:32:40,2426.09,Debit,Completed,,Loan Payment - LN2019010000343,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000027,ACC0000060,IND19004334,LN2019010000350,LDO20250000033,73,2025-02-14,02:01:04,1643.06,Debit,Completed,,Loan Payment - LN2019010000350,False,,0.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000028,ACC0000457,IND19014286,LN2019010000356,,72,2025-02-04,02:55:55,1686.44,Debit,Completed,,Loan Payment - LN2019010000356,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000029,ACC0001358,IND19015137,LN2019010000368,LDO20250000019,73,2025-02-17,04:08:14,906.4,Debit,Completed,,Loan Payment - LN2019010000368,False,,0.19,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000030,ACC0000551,IND19010018,LN2019010000378,LDO20250000034,72,2025-02-04,04:08:49,4462.51,Debit,Completed,,Loan Payment - LN2019010000378,False,,0.62,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000031,ACC0000732,IND19013668,LN2019010000386,LDO20250000035,73,2025-02-16,03:09:40,5822.18,Debit,Completed,,Loan Payment - LN2019010000386,False,,0.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000032,ACC0001449,IND19011707,LN2019010000388,LDO20250000037,73,2025-02-15,03:20:19,3506.91,Debit,Completed,,Loan Payment - LN2019010000388,False,,0.3,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000033,ACC0001041,IND19014771,LN2019010000390,LDO20250000038,72,2025-02-09,02:58:13,2202.53,Debit,Completed,,Loan Payment - LN2019010000390,False,,0.04,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000034,ACC0000724,IND19005518,LN2019010000406,LDO20250000039,73,2025-02-28,02:53:43,2062.72,Debit,Completed,,Loan Payment - LN2019010000406,False,,0.67,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000035,ACC0001215,IND19009203,LN2019010000449,LDO20250000040,72,2025-02-03,02:36:49,245.6,Debit,Completed,,Loan Payment - LN2019010000449,False,,0.2,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000036,ACC0000677,IND19014762,LN2019010000450,LDO20250000041,73,2025-02-23,04:35:11,2083.6,Debit,Completed,,Loan Payment - LN2019010000450,False,,0.92,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000037,ACC0000769,IND19003379,LN2019010000462,LDO20250000043,73,2025-02-19,04:58:36,1029.76,Debit,Completed,,Loan Payment - LN2019010000462,False,,1.95,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000038,ACC0000639,IND19007802,LN2019010000464,LDO20250000021,73,2025-02-26,02:56:05,2991.38,Debit,Completed,,Loan Payment - LN2019010000464,False,,0.83,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000039,ACC0000029,IND19014833,LN2019010000478,LDO20250000022,73,2025-02-28,04:44:02,1635.7,Debit,Completed,,Loan Payment - LN2019010000478,False,,0.72,,Automated,Home Loan,standard_payment,False,loan_payment_generator
