reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,Keystone Retail Bank,198765011179986,3,2025-12-01,2026-02-28 23:59:59,13418.37,1539.78,71,66,reconciliation_analysis\2025\bank_statement_pdfs\ACC0117998_202512_202602_3M_statement.pdf,TXT,reconciliation_analysis\2025\bank_statement_source_files\txt\ACC0117998_202512_202602_3M_statement.txt
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,Keystone Retail Bank,198765021179994,3,2025-12-01,2026-02-28 23:59:59,11077.07,10914.16,6,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0117999_202512_202602_3M_statement.pdf,CSV,reconciliation_analysis\2025\bank_statement_source_files\csv\ACC0117999_202512_202602_3M_statement.csv
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,Keystone Retail Bank,195105271180003,3,2025-12-01,2026-02-28 23:59:59,2880.46,-38039.07,76,73,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118000_202512_202602_3M_statement.pdf,CSV,reconciliation_analysis\2025\bank_statement_source_files\csv\ACC0118000_202512_202602_3M_statement.csv
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,Keystone Retail Bank,018305021180013,6,2025-12-01,2026-05-31 23:59:59,3679.57,-23649.46,85,76,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118001_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118001_202512_202605_6M_statement.xml
RECON-202512-ACC0118002-6M,ACC0118002,IND25013071,Keystone Retail Bank,261050281180025,6,2025-12-01,2026-05-31 23:59:59,2101.5,-107947.03,55,46,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118002_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118002_202512_202605_6M_statement.xml
RECON-202512-ACC0118003-6M,ACC0118003,IND25004900,Keystone Retail Bank,250955281180033,6,2025-12-01,2026-05-31 23:59:59,3382.62,-4182.98,71,56,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118003_202512_202605_6M_statement.pdf,TXT,reconciliation_analysis\2025\bank_statement_source_files\txt\ACC0118003_202512_202605_6M_statement.txt
RECON-202512-ACC0118004-6M,ACC0118004,IND25010243,Keystone Retail Bank,121417271180047,6,2025-12-01,2026-05-31 23:59:59,7517.99,-23367.78,78,65,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118004_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118004_202512_202605_6M_statement.xml
RECON-202512-ACC0118005-6M,ACC0118005,IND25012804,Keystone Retail Bank,210705031180056,6,2025-12-01,2026-05-31 23:59:59,14072.65,-9391.72,81,72,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118005_202512_202605_6M_statement.pdf,TXT,reconciliation_analysis\2025\bank_statement_source_files\txt\ACC0118005_202512_202605_6M_statement.txt
RECON-202512-ACC0118006-6M,ACC0118006,IND25005400,Keystone Retail Bank,050910031180066,6,2025-12-01,2026-05-31 23:59:59,14356.13,-17893.45,77,68,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118006_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118006_202512_202605_6M_statement.xml
RECON-202512-ACC0118007-6M,ACC0118007,IND25001262,Keystone Retail Bank,632005271180079,6,2025-12-01,2026-05-31 23:59:59,1459.45,-8873.04,72,60,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118007_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118007_202512_202605_6M_statement.xml
RECON-202512-ACC0118008-3M,ACC0118008,IND25002134,Keystone Retail Bank,125505271180088,3,2025-12-01,2026-02-28 23:59:59,10125.78,9884.2,7,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118008_202512_202602_3M_statement.pdf,CSV,reconciliation_analysis\2025\bank_statement_source_files\csv\ACC0118008_202512_202602_3M_statement.csv
RECON-202512-ACC0118010-3M,ACC0118010,IND25008960,Keystone Retail Bank,270555011180107,3,2025-12-01,2026-02-28 23:59:59,11959.6,11622.35,5,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118010_202512_202602_3M_statement.pdf,TXT,reconciliation_analysis\2025\bank_statement_source_files\txt\ACC0118010_202512_202602_3M_statement.txt
RECON-202512-ACC0118011-6M,ACC0118011,IND25012258,Keystone Retail Bank,270555271180116,6,2025-12-01,2026-05-31 23:59:59,3936.41,-20636.92,89,77,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118011_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118011_202512_202605_6M_statement.xml
RECON-202512-ACC0118012-3M,ACC0118012,IND25012956,Keystone Retail Bank,150205281180121,3,2025-12-01,2026-02-28 23:59:59,3018.31,2589.98,6,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118012_202512_202602_3M_statement.pdf,TXT,reconciliation_analysis\2025\bank_statement_source_files\txt\ACC0118012_202512_202602_3M_statement.txt
RECON-202512-ACC0118013-3M,ACC0118013,IND25010148,Keystone Retail Bank,051001021180136,3,2025-12-01,2026-02-28 23:59:59,13796.27,13658.09,4,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118013_202512_202602_3M_statement.pdf,CSV,reconciliation_analysis\2025\bank_statement_source_files\csv\ACC0118013_202512_202602_3M_statement.csv
RECON-202512-ACC0118014-6M,ACC0118014,IND25003160,Keystone Retail Bank,255005021180149,6,2025-12-01,2026-05-31 23:59:59,2732.15,1714.31,13,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118014_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118014_202512_202605_6M_statement.xml
RECON-202512-ACC0118015-3M,ACC0118015,IND25010631,Keystone Retail Bank,134705281180157,3,2025-12-01,2026-02-28 23:59:59,6692.21,6564.88,4,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118015_202512_202602_3M_statement.pdf,TXT,reconciliation_analysis\2025\bank_statement_source_files\txt\ACC0118015_202512_202602_3M_statement.txt
RECON-202512-ACC0118016-6M,ACC0118016,IND25005139,Keystone Retail Bank,191605271180168,6,2025-12-01,2026-05-31 23:59:59,16324.16,15610.93,12,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118016_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118016_202512_202605_6M_statement.xml
RECON-202512-ACC0118017-6M,ACC0118017,IND25013124,Keystone Retail Bank,250955021180177,6,2025-12-01,2026-05-31 23:59:59,11080.67,-13198.98,66,54,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118017_202512_202605_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2025\bank_statement_source_files\iso20022_camt053_xml\ACC0118017_202512_202605_6M_statement.xml
RECON-202512-ACC0118018-6M,ACC0118018,IND25005956,Keystone Retail Bank,261550281180182,6,2025-12-01,2026-05-31 23:59:59,2600.6,2335.94,9,0,reconciliation_analysis\2025\bank_statement_pdfs\ACC0118018_202512_202605_6M_statement.pdf,CSV,reconciliation_analysis\2025\bank_statement_source_files\csv\ACC0118018_202512_202605_6M_statement.csv
