BANK STATEMENT|Keystone Retail Bank
ACCOUNT|250655280786429
CUSTOMER|IND23005829
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|4228.88
CLOSING_BALANCE|3604.13
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-74424|Bank Charge|-48.91|bank_charge|
2024-01-25|FEE-202401-90665|Cash Deposit Fee|-59.86|cash_deposit_fee|
2024-01-25|FEE-202401-91085|Service Fee|-69.72|service_fee|
2024-02-25|FEE-202402-93001|Interest Income|0.23|interest_income|
2024-03-25|FEE-202403-22892|Service Fee|-72.13|service_fee|
2024-03-25|FEE-202403-41032|Bank_Charge|-116.30|bank_charge|
2024-04-25|FEE-202404-34505|Service_Fee|-65.93|service_fee|
2024-04-25|FEE-202404-84325|Withholding_Tax|-37.57|withholding_tax|
2024-05-25|FEE-202405-13395|Bank Charge|-111.28|bank_charge|
2024-05-25|FEE-202405-21421|Withholding Tax|-49.41|withholding_tax|
2024-05-25|FEE-202405-99007|Interest_Income|6.13|interest_income|
