BANK STATEMENT|Keystone Retail Bank
ACCOUNT|280605280783787
CUSTOMER|IND23001648
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|6667.00
CLOSING_BALANCE|6047.48
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-42976|Interest_Income|7.03|interest_income|
2023-12-25|FEE-202312-14358|Service Fee|-47.21|service_fee|
2023-12-25|FEE-202312-82554|Withholding Tax|-50.73|withholding_tax|
2024-01-25|FEE-202401-74976|Cash Deposit Fee|-51.65|cash_deposit_fee|
2024-01-25|FEE-202401-35987|Interest Income|4.19|interest_income|
2024-02-25|FEE-202402-72250|Interest Income|3.63|interest_income|
2024-02-25|FEE-202402-86401|Service Fee|-56.80|service_fee|
2024-03-25|FEE-202403-18841|Cash Deposit Fee|-140.14|cash_deposit_fee|
2024-03-25|FEE-202403-17593|Withholding Tax|-58.52|withholding_tax|
2024-04-25|FEE-202404-87334|Interest_Income|6.97|interest_income|
2024-04-25|FEE-202404-19569|Bank_Charge|-144.04|bank_charge|
2024-05-25|FEE-202405-24295|Interest_Income|3.52|interest_income|
2024-05-25|FEE-202405-20465|Bank Charge|-12.17|bank_charge|
2024-05-25|FEE-202405-20943|Service Fee|-83.60|service_fee|
