BANK STATEMENT|Keystone Retail Bank
ACCOUNT|242205270791764
CUSTOMER|IND23012407
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|14802.88
CLOSING_BALANCE|14278.82
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-42265|Interest Income|2.27|interest_income|
2023-12-25|FEE-202312-52285|Service_Fee|-109.61|service_fee|
2024-01-25|FEE-202401-25824|Service_Fee|-73.50|service_fee|
2024-01-25|FEE-202401-53190|Bank_Charge|-110.76|bank_charge|
2024-02-25|FEE-202402-79900|Withholding_Tax|-18.12|withholding_tax|
2024-03-25|FEE-202403-78149|Interest Income|3.60|interest_income|
2024-03-25|FEE-202403-79145|Withholding_Tax|-64.15|withholding_tax|
2024-04-25|FEE-202404-99512|Interest_Income|0.46|interest_income|
2024-04-25|FEE-202404-57160|Cash Deposit Fee|-13.57|cash_deposit_fee|
2024-05-25|FEE-202405-57796|Withholding_Tax|-30.97|withholding_tax|
2024-05-25|FEE-202405-92227|Bank Charge|-112.08|bank_charge|
2024-05-25|FEE-202405-81632|Interest Income|2.37|interest_income|
