BANK STATEMENT|Keystone Retail Bank
ACCOUNT|470010280790873
CUSTOMER|IND23012642
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|9481.20
CLOSING_BALANCE|8722.40
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-10557|Withholding Tax|-24.74|withholding_tax|
2023-12-25|FEE-202312-66858|Bank Charge|-155.01|bank_charge|
2024-01-25|FEE-202401-62946|Interest Income|2.42|interest_income|
2024-01-25|FEE-202401-65745|Cash_Deposit_Fee|-63.33|cash_deposit_fee|
2024-01-25|FEE-202401-62792|Withholding Tax|-31.00|withholding_tax|
2024-02-25|FEE-202402-34824|Cash Deposit Fee|-59.08|cash_deposit_fee|
2024-02-25|FEE-202402-59995|Withholding Tax|-56.70|withholding_tax|
2024-03-25|FEE-202403-13904|Cash Deposit Fee|-30.04|cash_deposit_fee|
2024-03-25|FEE-202403-76939|Bank Charge|-79.21|bank_charge|
2024-04-25|FEE-202404-45769|Interest_Income|4.74|interest_income|
2024-04-25|FEE-202404-65620|Bank Charge|-61.12|bank_charge|
2024-04-25|FEE-202404-46366|Cash Deposit Fee|-99.52|cash_deposit_fee|
2024-05-25|FEE-202405-70041|Service Fee|-110.57|service_fee|
2024-05-25|FEE-202405-47423|Interest_Income|4.36|interest_income|
