BANK STATEMENT|Keystone Retail Bank
ACCOUNT|261550020792111
CUSTOMER|IND23013116
PERIOD|2023-12-01|2024-02-29
OPENING_BALANCE|10828.77
CLOSING_BALANCE|471.72
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-02|202312227744750|Groceries via ussd|-703.85|transactional|MTX202312000006690
2023-12-03|202312309546353|Airtime via ussd|-76.17|transactional|MTX202312000006691
2023-12-03|202312680232432|Groceries via mobile_banking_app|-241.33|transactional|MTX202312000006692
2023-12-04|202312528652810|Groceries via ussd|-314.58|transactional|MTX202312000006693
2023-12-04|202312350510472|Airtime via mobile banking app|-39.31|transactional|MTX202312000006694
2023-12-04|202312850589070|Airtime via ussd|-74.51|transactional|MTX202312000006695
2023-12-04|202312253469527|Utilities via pos|-447.49|transactional|MTX202312000006696
2023-12-04|202312796571214|Alcohol via atm|-195.72|transactional|MTX202312000006697
2023-12-05|202312273926156|Airtime via ussd|-23.71|transactional|MTX202312000006698
2023-12-06|202312693652497|Transport via ussd|-54.03|transactional|MTX202312000006700
2023-12-06|202312232126549|Alcohol via pos|-172.06|transactional|MTX202312000006701
2023-12-07|202312110609478|Airtime via mobile banking app|-73.72|transactional|MTX202312000006702
2023-12-07|202312585768034|Groceries via mobile_banking_app|-302.82|transactional|MTX202312000006699
2023-12-09|202312877146251|Airtime via ussd|-38.89|transactional|MTX202312000006703
2023-12-09|202312937745512|Alcohol via mobile banking app|-166.19|transactional|MTX202312000006704
2023-12-10|202312469659790|Airtime via mobile_banking_app|-74.79|transactional|MTX202312000006705
2023-12-10|202312776595274|Groceries via ussd|-255.27|transactional|MTX202312000006706
2023-12-11|202312196734265|Airtime via mobile_banking_app|-53.63|transactional|MTX202312000006707
2023-12-11|202312347315421|Utilities via mobile banking app|-10.00|transactional|MTX202312000006708
2023-12-11|202312283933633|Utilities via pos|-881.94|transactional|MTX202312000006709
2023-12-12|202312770959969|Groceries via mobile banking app|-309.82|transactional|MTX202312000006710
2023-12-13|202312282151772|Restaurants via mobile_banking_app|-187.22|transactional|MTX202312000006711
2023-12-14|202312932987914|Fuel via mobile_banking_app|-126.05|transactional|MTX202312000006712
2023-12-15|202312137250515|Airtime via ussd|-41.65|transactional|MTX202312000006713
2023-12-15|202312733262446|Groceries via pos|-350.89|transactional|MTX202312000006714
2023-12-15|202312146530824|Transfer via ussd|-797.74|transactional|MTX202312000006715
2023-12-16|202312626985441|Groceries via mobile banking app|-138.41|transactional|MTX202312000006716
2023-12-17|202312532441873|Airtime via mobile_banking_app|-61.19|transactional|MTX202312000006717
2023-12-17|202312114329914|Groceries via pos|-421.83|transactional|MTX202312000006718
2023-12-18|202312176412516|Groceries via pos|-446.04|transactional|MTX202312000006720
2023-12-18|202312915842232|Transport via ussd|-93.61|transactional|MTX202312000006719
2023-12-19|202312267218271|Utilities via ussd|-673.69|transactional|MTX202312000006721
2023-12-21|202312262794084|Airtime via mobile banking app|-35.73|transactional|MTX202312000006723
2023-12-21|202312336957087|Transfer via ussd|-453.78|transactional|MTX202312000006722
2023-12-21|202312210957096|Airtime via mobile banking app|-56.68|transactional|MTX202312000006724
2023-12-22|202312985603127|Alcohol via mobile banking app|-280.33|transactional|MTX202312000006725
2023-12-22|202312387071691|Airtime via ussd|-51.68|transactional|MTX202312000006726
2023-12-22|202312837125990|Airtime via ussd|-54.12|transactional|MTX202312000006727
2023-12-23|202312472912054|Groceries via mobile banking app|-495.37|transactional|MTX202312000006728
2023-12-23|202312741396394|Groceries via pos|-385.73|transactional|MTX202312000006729
2023-12-25|202312859728517|Airtime via mobile banking app|-74.99|transactional|MTX202312000006730
2023-12-25|FEE-202312-75268|Withholding Tax|-20.69|withholding_tax|
2023-12-25|FEE-202312-88181|Interest_Income|3.31|interest_income|
2023-12-26|202312825450874|Transport via ussd|-169.32|transactional|MTX202312000006731
2023-12-26|202312530608320|Alcohol via mobile banking app|-115.33|transactional|MTX202312000006732
2023-12-27|202312729853370|Transport via mobile banking app|-58.49|transactional|MTX202312000006734
2023-12-27|202312814827003|Airtime via ussd|-36.03|transactional|MTX202312000006733
2023-12-28|202312660471589|Transfer via ussd|972.28|transactional|MTX202312000006735
2023-12-28|202312604235644|Airtime via ussd|-70.80|transactional|MTX202312000006736
2023-12-29|202312424776682|Retail via mobile banking app|-532.26|transactional|MTX202312000006737
2023-12-29|202312800886720|Transfer via mobile_banking_app|-844.26|transactional|MTX202312000006738
2023-12-30|202312300837729|Airtime via mobile banking app|-37.09|transactional|MTX202312000006739
2023-12-30|202312841898459|Airtime via ussd|-28.85|transactional|MTX202312000006740
2023-12-30|202312138681569|Airtime via mobile banking app|-61.50|transactional|MTX202312000006741
2023-12-30|202312512883205|Entertainment via pos|-249.06|transactional|MTX202312000006742
2024-01-01|UNALLOC-524300|Unallocated deposit|816.35|bank_only_transaction|
2024-01-25|FEE-202401-85255|Cash Deposit Fee|-78.32|cash_deposit_fee|
2024-01-25|FEE-202401-13224|Interest Income|2.79|interest_income|
2024-02-25|FEE-202402-95403|Withholding_Tax|-4.12|withholding_tax|
2024-02-25|FEE-202402-67524|Cash Deposit Fee|-109.10|cash_deposit_fee|
