BANK STATEMENT|Keystone Retail Bank
ACCOUNT|470010010786745
CUSTOMER|IND23007045
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|12205.01
CLOSING_BALANCE|11387.13
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-24687|Service Fee|-63.97|service_fee|
2023-12-25|FEE-202312-37586|Bank Charge|-88.08|bank_charge|
2024-01-25|FEE-202401-63665|Interest Income|2.35|interest_income|
2024-01-25|FEE-202401-20486|Service Fee|-35.83|service_fee|
2024-02-25|FEE-202402-98161|Bank Charge|-47.97|bank_charge|
2024-02-25|FEE-202402-86537|Service Fee|-88.83|service_fee|
2024-03-25|FEE-202403-38067|Interest Income|1.30|interest_income|
2024-03-25|FEE-202403-42405|Cash Deposit Fee|-49.65|cash_deposit_fee|
2024-04-25|FEE-202404-19302|Bank Charge|-151.46|bank_charge|
2024-04-25|FEE-202404-13822|Service Fee|-46.95|service_fee|
2024-04-25|FEE-202404-80154|Cash Deposit Fee|-125.15|cash_deposit_fee|
2024-05-25|FEE-202405-52047|Bank Charge|-61.20|bank_charge|
2024-05-25|FEE-202405-49479|Cash_Deposit_Fee|-62.44|cash_deposit_fee|
