BANK STATEMENT|Keystone Retail Bank
ACCOUNT|255355020786548
CUSTOMER|IND23007204
PERIOD|2023-12-01|2024-02-29
OPENING_BALANCE|4902.52
CLOSING_BALANCE|-21291.57
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-01|202312136032651|Airtime via contactless|-64.65|transactional|MTX202312000004288
2023-12-01|202312495178079|Retail via ewallet|-871.42|transactional|MTX202312000004289
2023-12-02|202312261768412|Restaurants via pos|-279.25|transactional|MTX202312000004290
2023-12-03|202312338601853|Restaurants via ewallet|-276.68|transactional|MTX202312000004291
2023-12-04|202312440135552|Clothing via mobile banking app|-520.84|transactional|MTX202312000004292
2023-12-04|202312501564760|Transfer via online banking|-1140.95|transactional|MTX202312000004293
2023-12-04|202312785852489|Utilities via mobile banking app|-268.29|transactional|MTX202312000004294
2023-12-04|202312291136234|Restaurants via contactless|-428.44|transactional|MTX202312000004295
2023-12-04|202312894359500|Entertainment via online_banking|-188.51|transactional|MTX202312000004296
2023-12-05|202312384520144|Airtime via contactless|-61.74|transactional|MTX202312000004298
2023-12-05|202312269414637|Transport via mobile banking app|-95.41|transactional|MTX202312000004297
2023-12-06|202312940691488|Utilities via online banking|-1124.85|transactional|MTX202312000004300
2023-12-06|202312922536755|Transfer via mobile_banking_app|1518.33|transactional|MTX202312000004299
2023-12-06|202312102038385|Airtime via ussd|-118.68|transactional|MTX202312000004301
2023-12-06|202312244444589|Transfer via mobile_banking_app|-1125.24|transactional|MTX202312000004302
2023-12-07|202312324413560|Clothing via mobile banking app|-459.11|transactional|MTX202312000004303
2023-12-07|202312401345802|Airtime via mobile_banking_app|-51.28|transactional|MTX202312000004304
2023-12-08|202312153178123|Restaurants via mobile banking app|-178.95|transactional|MTX202312000004305
2023-12-11|202312356367887|Retail via mobile banking app|-733.54|transactional|MTX202312000004306
2023-12-11|202312556430222|Retail via pos|-752.46|transactional|MTX202312000004307
2023-12-11|202312403608738|Restaurants via online banking|-366.52|transactional|MTX202312000004308
2023-12-12|202312236941196|Transport via mobile banking app|-71.41|transactional|MTX202312000004309
2023-12-12|202312684057807|Retail via ewallet|-581.05|transactional|MTX202312000004310
2023-12-12|202312214556086|Transfer via mobile banking app|-1015.48|transactional|MTX202312000004312
2023-12-12|202312711298025|Transfer via online banking|-1203.39|transactional|MTX202312000004311
2023-12-13|202312674533659|Utilities via mobile banking app|-512.52|transactional|MTX202312000004313
2023-12-14|202312732975189|Fuel via contactless|-476.47|transactional|MTX202312000004314
2023-12-15|202312824692039|Entertainment via mobile_banking_app|-260.53|transactional|MTX202312000004315
2023-12-15|202312811359497|Groceries via contactless|-489.34|transactional|MTX202312000004316
2023-12-15|202312370306211|Transfer via online banking|-1701.34|transactional|MTX202312000004317
2023-12-16|202312164278709|Entertainment via pos|-578.12|transactional|MTX202312000004318
2023-12-17|202312700351840|Retail via contactless|-433.44|transactional|MTX202312000004319
2023-12-17|202312580348296|Restaurants via mobile banking app|-204.69|transactional|MTX202312000004320
2023-12-18|202312251729201|Groceries via mobile banking app|-239.14|transactional|MTX202312000004321
2023-12-18|202312756239858|Groceries via pos|-364.10|transactional|MTX202312000004322
2023-12-18|202312695217827|Airtime via mobile banking app|-60.66|transactional|MTX202312000004323
2023-12-18|202312983574850|Retail via pos|-851.08|transactional|MTX202312000004325
2023-12-18|202312470219044|Restaurants via atm|-241.22|transactional|MTX202312000004324
2023-12-18|202312642742108|Groceries via mobile_banking_app|-462.63|transactional|MTX202312000004326
2023-12-18|202312901329768|Utilities via mobile_banking_app|-1054.22|transactional|MTX202312000004327
2023-12-19|202312521608073|Entertainment via ewallet|-0.00|transactional|MTX202312000004328
2023-12-19|202312594404110|Utilities via mobile banking app|-496.30|transactional|MTX202312000004329
2023-12-20|202312678997504|Utilities via mobile banking app|-831.01|transactional|MTX202312000004330
2023-12-20|202312512819068|Airtime via mobile_banking_app|-88.46|transactional|MTX202312000004331
2023-12-20|202312182272213|Restaurants via mobile banking app|-390.44|transactional|MTX202312000004332
2023-12-21|202312588414027|Transport via contactless|-91.01|transactional|MTX202312000004333
2023-12-22|202312114192397|Airtime via pos|-52.59|transactional|MTX202312000004334
2023-12-23|202312148607152|Restaurants via pos|-193.76|transactional|MTX202312000004335
2023-12-24|202312567551336|Alcohol via mobile banking app|-203.55|transactional|MTX202312000004336
2023-12-25|202312853866454|Transport via mobile banking app|-158.62|transactional|MTX202312000004337
2023-12-25|FEE-202312-26313|Cash Deposit Fee|-144.84|cash_deposit_fee|
2023-12-25|FEE-202312-47683|Service Fee|-155.04|service_fee|
2023-12-25|202312683888612|Airtime via mobile_banking_app|-86.64|transactional|MTX202312000004338
2023-12-25|202312377945007|Retail via contactless|-442.90|transactional|MTX202312000004340
2023-12-25|202312400497577|Restaurants via pos|-293.66|transactional|MTX202312000004339
2023-12-25|202312665809526|Airtime via online banking|-80.53|transactional|MTX202312000004341
2023-12-26|202312749044753|Entertainment via mobile_banking_app|-261.30|transactional|MTX202312000004342
2023-12-26|202312489848236|Airtime via mobile banking app|-49.17|transactional|MTX202312000004343
2023-12-26|202312974437016|Transfer via mobile_banking_app|-1149.14|transactional|MTX202312000004344
2023-12-26|202312677274929|Airtime via mobile banking app|-106.07|transactional|MTX202312000004345
2023-12-27|202312876228007|Internal transfer - Insurance Premium|-518.74|transactional|MTX202312000000042
2023-12-27|202312750293469|Utilities via mobile banking app|-1199.97|transactional|MTX202312000004346
2023-12-27|202312658446649|Alcohol via contactless|-123.70|transactional|MTX202312000004347
2023-12-27|202312432526189|Airtime via mobile_banking_app|-74.87|transactional|MTX202312000004348
2023-12-28|202312483961872|Transfer via online banking|-1517.80|transactional|MTX202312000004349
2023-12-29|202312909129725|Utilities via online banking|-1458.23|transactional|MTX202312000004350
2023-12-31|202312969905029|Fuel via mobile banking app|-843.86|transactional|MTX202312000004352
2023-12-31|202312232958856|Entertainment via ewallet|-189.65|transactional|MTX202312000004353
2024-01-25|FEE-202401-30954|Withholding Tax|-37.26|withholding_tax|
2024-01-25|FEE-202401-75098|Service Fee|-43.93|service_fee|
2024-02-06|UNALLOC-937959|External EFT credit|3659.20|bank_only_transaction|
2024-02-25|FEE-202402-59740|Service_Fee|-118.73|service_fee|
2024-02-25|FEE-202402-80684|Interest Income|2.53|interest_income|
2024-02-25|FEE-202402-14377|Withholding Tax|-64.74|withholding_tax|
