BANK STATEMENT|Keystone Retail Bank
ACCOUNT|198775010784198
CUSTOMER|IND23003201
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|7276.84
CLOSING_BALANCE|-19562.77
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-01|202312607834243|Transport via pos|-109.24|transactional|MTX202312000017428
2023-12-01|202312606517539|Groceries via pos|-10.00|transactional|MTX202312000017429
2023-12-01|202312330821694|Groceries via pos|-94.17|transactional|MTX202312000017430
2023-12-01|202312702176907|Utilities via online banking|-1278.49|transactional|MTX202312000017431
2023-12-03|202312233288066|Alcohol via mobile banking app|-120.95|transactional|MTX202312000017432
2023-12-04|202312491482531|Transport via pos|-46.57|transactional|MTX202312000017433
2023-12-04|202312401624479|Transfer via mobile_banking_app|-533.57|transactional|MTX202312000017434
2023-12-04|202312508038142|Retail via mobile banking app|-496.50|transactional|MTX202312000017435
2023-12-04|202312552496341|Entertainment via pos|-170.44|transactional|MTX202312000017436
2023-12-04|202312952233785|Restaurants via mobile_banking_app|-315.01|transactional|MTX202312000017437
2023-12-05|202312470935241|Restaurants via contactless|-246.32|transactional|MTX202312000017438
2023-12-05|202312760500342|Restaurants via mobile banking app|-146.79|transactional|MTX202312000017439
2023-12-06|202312583134229|Airtime via mobile banking app|-35.65|transactional|MTX202312000017440
2023-12-06|202312349658497|Retail via atm|-128.36|transactional|MTX202312000017441
2023-12-07|202312681538793|Restaurants via mobile banking app|-222.75|transactional|MTX202312000017442
2023-12-07|202312997401163|Transfer via mobile banking app|-224.17|transactional|MTX202312000017443
2023-12-07|202312434133910|Groceries via atm|-485.91|transactional|MTX202312000017444
2023-12-08|202312623287156|Alcohol via mobile banking app|-170.29|transactional|MTX202312000017445
2023-12-08|202312673891349|Groceries via mobile banking app|-189.55|transactional|MTX202312000017446
2023-12-08|202312273236545|Transport via pos|-50.52|transactional|MTX202312000017447
2023-12-10|202312928811007|Groceries via atm|-90.65|transactional|MTX202312000017448
2023-12-10|202312993204180|Entertainment via ewallet|-108.34|transactional|MTX202312000017449
2023-12-11|202312884867863|Airtime via mobile banking app|-54.88|transactional|MTX202312000017450
2023-12-11|202312258040486|Airtime via online banking|-57.28|transactional|MTX202312000017451
2023-12-12|202312224392931|Retail via mobile_banking_app|-474.69|transactional|MTX202312000017452
2023-12-12|202312287496377|Airtime via pos|-59.74|transactional|MTX202312000017453
2023-12-12|202312424611608|Airtime via online banking|-77.55|transactional|MTX202312000017454
2023-12-12|202312508215252|Retail via mobile_banking_app|-473.11|transactional|MTX202312000017455
2023-12-12|202312536540248|Transfer via mobile banking app|1163.01|transactional|MTX202312000017456
2023-12-13|202312756777646|Alcohol via contactless|-201.26|transactional|MTX202312000017458
2023-12-13|202312289504083|Alcohol via pos|-127.81|transactional|MTX202312000017457
2023-12-13|202312908289917|Transfer via mobile_banking_app|-30.42|transactional|MTX202312000017459
2023-12-14|202312997634014|Transfer via mobile_banking_app|-652.27|transactional|MTX202312000017460
2023-12-14|202312174448574|Retail via mobile_banking_app|-289.61|transactional|MTX202312000017461
2023-12-15|202312632585825|Transport via mobile banking app|-92.19|transactional|MTX202312000017462
2023-12-15|202312952872575|Groceries via contactless|-273.70|transactional|MTX202312000017463
2023-12-15|202312542636101|Retail via mobile banking app|-253.88|transactional|MTX202312000017464
2023-12-17|202312341470025|Clothing via mobile banking app|-352.41|transactional|MTX202312000017465
2023-12-17|202312579379146|Retail via pos|-141.93|transactional|MTX202312000017466
2023-12-17|202312857288361|Retail via ewallet|-304.85|transactional|MTX202312000017467
2023-12-18|202312417866248|Restaurants via mobile banking app|-303.80|transactional|MTX202312000017468
2023-12-18|202312198104731|Groceries via pos|-478.66|transactional|MTX202312000017469
2023-12-18|202312696876379|Entertainment via mobile banking app|-266.76|transactional|MTX202312000017470
2023-12-20|202312806521869|Restaurants via mobile_banking_app|-252.21|transactional|MTX202312000017476
2023-12-20|202312775741705|Transport via contactless|-80.43|transactional|MTX202312000017471
2023-12-20|202312610896946|Fuel via contactless|-371.71|transactional|MTX202312000017477
2023-12-20|202312316487864|Utilities via mobile_banking_app|-990.08|transactional|MTX202312000017472
2023-12-20|202312668575867|Retail via ewallet|-30.82|transactional|MTX202312000017473
2023-12-20|202312198326448|Groceries via atm|-205.51|transactional|MTX202312000017478
2023-12-20|202312390074285|Utilities via online banking|-668.43|transactional|MTX202312000017479
2023-12-20|202312931890599|Transfer via ussd|-374.03|transactional|MTX202312000017474
