BANK STATEMENT|Keystone Retail Bank
ACCOUNT|255005280784712
CUSTOMER|IND23014065
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|7629.29
CLOSING_BALANCE|8715.48
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-18|UNALLOC-712036|External EFT credit|1656.43|bank_only_transaction|
2023-12-25|FEE-202312-35070|Service Fee|-4.41|service_fee|
2024-01-25|FEE-202401-32833|Interest Income|1.91|interest_income|
2024-01-25|FEE-202401-28997|Cash Deposit Fee|-6.50|cash_deposit_fee|
2024-02-25|FEE-202402-46039|Cash_Deposit_Fee|-82.13|cash_deposit_fee|
2024-03-25|FEE-202403-49089|Cash Deposit Fee|-125.72|cash_deposit_fee|
2024-03-25|FEE-202403-37871|Service_Fee|-67.89|service_fee|
2024-03-25|FEE-202403-36958|Bank_Charge|-63.12|bank_charge|
2024-04-25|FEE-202404-69780|Cash Deposit Fee|-85.55|cash_deposit_fee|
2024-05-25|FEE-202405-33692|Withholding_Tax|-12.30|withholding_tax|
2024-05-25|FEE-202405-61795|Bank_Charge|-124.53|bank_charge|
