BANK STATEMENT|Keystone Retail Bank
ACCOUNT|164705030784217
CUSTOMER|IND23006741
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|1444.31
CLOSING_BALANCE|918.23
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-71650|Cash Deposit Fee|-136.83|cash_deposit_fee|
2023-12-25|FEE-202312-89925|Interest Income|4.49|interest_income|
2024-01-25|FEE-202401-64972|Interest Income|4.35|interest_income|
2024-01-25|FEE-202401-38352|Cash Deposit Fee|-42.45|cash_deposit_fee|
2024-02-25|FEE-202402-82213|Bank_Charge|-51.09|bank_charge|
2024-03-25|FEE-202403-20977|Interest_Income|4.52|interest_income|
2024-03-25|FEE-202403-93625|Withholding_Tax|-34.98|withholding_tax|
2024-03-25|FEE-202403-87672|Cash_Deposit_Fee|-89.59|cash_deposit_fee|
2024-04-25|FEE-202404-94258|Interest_Income|3.07|interest_income|
2024-04-25|FEE-202404-15877|Withholding Tax|-54.97|withholding_tax|
2024-05-25|FEE-202405-98291|Withholding_Tax|-56.96|withholding_tax|
2024-05-25|FEE-202405-34617|Interest Income|0.41|interest_income|
2024-05-25|FEE-202405-64421|Cash Deposit Fee|-76.05|cash_deposit_fee|
