BANK STATEMENT|Keystone Retail Bank
ACCOUNT|270555270783511
CUSTOMER|IND23012217
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|847.11
CLOSING_BALANCE|291.20
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-32433|Withholding_Tax|-7.16|withholding_tax|
2023-12-25|FEE-202312-68127|Bank_Charge|-39.75|bank_charge|
2023-12-25|FEE-202312-54258|Service Fee|-97.33|service_fee|
2024-01-25|FEE-202401-41731|Withholding Tax|-46.94|withholding_tax|
2024-02-25|FEE-202402-64417|Cash Deposit Fee|-106.52|cash_deposit_fee|
2024-02-25|FEE-202402-38056|Withholding_Tax|-42.56|withholding_tax|
2024-02-25|FEE-202402-89143|Interest Income|0.13|interest_income|
2024-03-25|FEE-202403-55104|Bank_Charge|-75.94|bank_charge|
2024-03-25|FEE-202403-64815|Service_Fee|-55.25|service_fee|
2024-04-25|FEE-202404-27596|Withholding_Tax|-10.95|withholding_tax|
2024-05-25|FEE-202405-98525|Bank Charge|-73.64|bank_charge|
