BANK STATEMENT|Keystone Retail Bank
ACCOUNT|261550270789564
CUSTOMER|IND23006244
PERIOD|2023-12-01|2024-05-31
OPENING_BALANCE|9116.29
CLOSING_BALANCE|8309.72
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2023-12-25|FEE-202312-23935|Cash Deposit Fee|-13.94|cash_deposit_fee|
2023-12-25|FEE-202312-84795|Service Fee|-127.16|service_fee|
2024-01-25|FEE-202401-94241|Interest Income|1.56|interest_income|
2024-02-25|FEE-202402-41500|Cash Deposit Fee|-141.40|cash_deposit_fee|
2024-02-25|FEE-202402-48136|Interest Income|4.89|interest_income|
2024-02-25|FEE-202402-81105|Service Fee|-86.07|service_fee|
2024-03-25|FEE-202403-76143|Withholding_Tax|-30.51|withholding_tax|
2024-04-25|FEE-202404-63825|Cash_Deposit_Fee|-82.71|cash_deposit_fee|
2024-04-25|FEE-202404-70117|Withholding Tax|-31.80|withholding_tax|
2024-04-25|FEE-202404-34786|Service_Fee|-159.82|service_fee|
2024-05-25|FEE-202405-86050|Service_Fee|-139.61|service_fee|
