case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202208-00001,ACC0000393,IND19006420,1222.89,59,early_collections,2022-08-16,sms,,,,open,Lerato Khumalo,Former churned customer returned; new arrears flagged after failed debit order. Debit order returned NSF for third time. Recommend restructuring.
COLL-202208-00002,ACC0000393,IND19006420,893.73,33,early_collections,2022-08-03,branch_visit,369.01,2022-09-08,,resolved,Sipho Naidoo,"Former churned customer returned; new arrears flagged after failed debit order. Customer called, says employer missed payroll. Promised R369 by month-end."
COLL-202208-00003,ACC0003146,IND19000005,988.76,11,pre_delinquent,2022-08-08,letter,469.79,2022-08-26,,open,David Govender,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Settlement offer of R470 communicated; customer requested until month-end."
COLL-202208-00004,ACC0029301,IND21010075,2401.55,41,early_collections,2022-08-19,letter,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202208-00005,ACC0015291,IND19003619,1684.82,49,early_collections,2022-08-07,app_message,834.78,2022-09-03,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202208-00006,ACC0042073,IND22000729,2037.2,84,late_collections,2022-08-24,branch_visit,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202208-00007,ACC0034892,IND21017168,1089.28,47,early_collections,2022-08-24,email,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202208-00008,ACC0026539,IND21009009,477.61,84,late_collections,2022-08-01,letter,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 14 February.
COLL-202208-00009,ACC0029967,IND21003067,2221.15,2,pre_delinquent,2022-08-26,sms,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end."
COLL-202208-00010,ACC0039979,IND22014261,906.7,7,pre_delinquent,2022-08-20,phone_call,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202208-00011,ACC0009301,IND19009701,2049.21,58,early_collections,2022-08-24,email,,,,resolved,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202208-00012,ACC0000183,IND19008327,3235.02,23,pre_delinquent,2022-08-11,sms,1206.69,2022-08-11,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202208-00013,ACC0026307,IND21005606,1275.79,38,early_collections,2022-08-26,sms,,,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
