BANK STATEMENT|Keystone Retail Bank
ACCOUNT|195105270212417
CUSTOMER|IND20002573
PERIOD|2020-12-01|2021-05-31
OPENING_BALANCE|1752.50
CLOSING_BALANCE|-34625.59
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2020-12-01|202012239356500|Airtime via mobile banking app|-104.53|transactional|MTX202012000005401
2020-12-01|202012929497901|Airtime via mobile_banking_app|-48.58|transactional|MTX202012000005402
2020-12-02|202012141654354|Transfer via mobile banking app|-1287.06|transactional|MTX202012000005403
2020-12-02|202012797733189|Utilities via mobile banking app|-748.95|transactional|MTX202012000005404
2020-12-02|202012444137229|Groceries via pos|-790.21|transactional|MTX202012000005405
2020-12-02|202012279857208|Groceries via mobile banking app|-633.22|transactional|MTX202012000005406
2020-12-04|202012442388079|Restaurants via mobile_banking_app|-644.88|transactional|MTX202012000005407
2020-12-04|202012491203376|Transfer via mobile banking app|-1338.73|transactional|MTX202012000005408
2020-12-04|202012803151071|Utilities via online banking|-1368.54|transactional|MTX202012000005409
2020-12-04|202012884908118|Retail via atm|-588.14|transactional|MTX202012000005410
2020-12-07|202012995998611|Restaurants via contactless|-429.32|transactional|MTX202012000005412
2020-12-07|202012808627228|Groceries via pos|-463.98|transactional|MTX202012000005414
2020-12-07|202012150491630|Fuel via mobile_banking_app|-1459.71|transactional|MTX202012000005411
2020-12-07|202012430285120|Groceries via mobile banking app|-502.07|transactional|MTX202012000005413
2020-12-07|202012263042472|Groceries via pos|-589.41|transactional|MTX202012000005415
2020-12-07|202012399128700|Alcohol via pos|-281.73|transactional|MTX202012000005416
2020-12-08|202012489785383|Utilities via mobile banking app|-909.05|transactional|MTX202012000005417
2020-12-08|202012688736647|Utilities via mobile banking app|-2840.65|transactional|MTX202012000005418
2020-12-08|202012499272894|Utilities via online_banking|-661.81|transactional|MTX202012000005419
2020-12-09|202012431448451|Transport via mobile banking app|-111.57|transactional|MTX202012000005420
2020-12-09|202012842362312|Airtime via mobile_banking_app|-105.80|transactional|MTX202012000005421
2020-12-09|202012250230295|Airtime via mobile_banking_app|-58.32|transactional|MTX202012000005422
2020-12-09|202012110548501|Airtime via mobile_banking_app|-91.42|transactional|MTX202012000005423
2020-12-10|202012600699286|Fuel via mobile banking app|-1022.01|transactional|MTX202012000005424
2020-12-11|202012178638595|Transfer via mobile_banking_app|1013.61|transactional|MTX202012000005425
2020-12-11|202012832358331|Transfer via mobile banking app|-1031.04|transactional|MTX202012000005426
2020-12-12|202012121893975|Restaurants via ewallet|-473.49|transactional|MTX202012000005427
2020-12-14|202012840338100|Airtime via mobile banking app|-78.68|transactional|MTX202012000005428
2020-12-14|202012219936853|Transfer via mobile banking app|-1424.22|transactional|MTX202012000005429
2020-12-15|202012749252755|Transport via mobile banking app|-154.90|transactional|MTX202012000005430
2020-12-15|202012842831407|Airtime via online banking|-121.22|transactional|MTX202012000005431
2020-12-15|202012199964390|Alcohol via mobile banking app|-361.19|transactional|MTX202012000005432
2020-12-16|202012718941084|Groceries via ewallet|-567.53|transactional|MTX202012000005433
2020-12-16|202012577082890|Airtime via online banking|-90.49|transactional|MTX202012000005434
2020-12-17|202012708034284|Fuel via mobile banking app|-569.76|transactional|MTX202012000005435
2020-12-17|202012616433699|Transfer via mobile banking app|-1598.08|transactional|MTX202012000005436
2020-12-18|202012967959523|Airtime via mobile_banking_app|-139.11|transactional|MTX202012000005437
2020-12-18|202012234568746|Airtime via mobile banking app|-82.77|transactional|MTX202012000005438
2020-12-18|202012125754675|Restaurants via online_banking|-341.53|transactional|MTX202012000005440
2020-12-18|202012102778124|Retail via pos|-1457.29|transactional|MTX202012000005439
2020-12-18|202012170002328|Transfer via mobile_banking_app|1634.75|transactional|MTX202012000005441
2020-12-20|202012804873593|Entertainment via contactless|-254.33|transactional|MTX202012000005442
2020-12-21|202012556821035|Transport via contactless|-141.49|transactional|MTX202012000005444
2020-12-21|202012899662988|Retail via mobile banking app|-504.59|transactional|MTX202012000005445
2020-12-21|202012499837975|Utilities via online banking|-656.00|transactional|MTX202012000005446
2020-12-22|202012476627147|Clothing via mobile_banking_app|-691.46|transactional|MTX202012000005443
2020-12-22|202012510940106|Retail via contactless|-453.89|transactional|MTX202012000005449
2020-12-22|202012421859653|Retail via mobile_banking_app|-922.03|transactional|MTX202012000005448
2020-12-22|202012730631917|Utilities via ussd|-686.00|transactional|MTX202012000005450
2020-12-23|202012589014508|Groceries via mobile banking app|-547.00|transactional|MTX202012000005447
2020-12-24|202012265020301|Entertainment via mobile_banking_app|-441.90|transactional|MTX202012000005451
2020-12-24|202012596289382|Restaurants via contactless|-401.29|transactional|MTX202012000005452
2020-12-24|202012710641751|Entertainment via contactless|-262.99|transactional|MTX202012000005453
2020-12-25|202012717856003|Transport via contactless|-144.06|transactional|MTX202012000005454
2020-12-25|FEE-202012-19488|Service Fee|-83.46|service_fee|
2020-12-25|202012691037893|Restaurants via pos|-985.86|transactional|MTX202012000005456
2020-12-25|202012416614210|Restaurants via mobile banking app|-522.22|transactional|MTX202012000005455
2020-12-26|202012818796223|Retail via atm|-748.87|transactional|MTX202012000005457
2020-12-26|202012934457079|Retail via mobile_banking_app|-490.87|transactional|MTX202012000005458
2020-12-27|202012380504686|Groceries via pos|-542.84|transactional|MTX202012000005459
2020-12-30|202012810083811|Utilities via online banking|-1040.15|transactional|MTX202012000005460
2020-12-30|202012462591319|Alcohol via contactless|-200.05|transactional|MTX202012000005461
2020-12-30|202012186731390|Utilities via mobile banking app|-685.04|transactional|MTX202012000005462
2020-12-31|202012820355860|Clothing via mobile banking app|-758.93|transactional|MTX202012000005463
2020-12-31|202012450085467|Restaurants via mobile_banking_app|-415.48|transactional|MTX202012000005464
2020-12-31|202012920341772|Entertainment via pos|-326.66|transactional|MTX202012000005465
2021-01-25|FEE-202101-14863|Bank Charge|-130.00|bank_charge|
2021-02-25|FEE-202102-55972|Service_Fee|-153.06|service_fee|
2021-02-25|FEE-202102-46314|Cash Deposit Fee|-62.20|cash_deposit_fee|
2021-02-25|FEE-202102-43471|Interest Income|7.68|interest_income|
2021-03-25|FEE-202103-72542|Interest_Income|6.85|interest_income|
2021-04-25|FEE-202104-25023|Bank Charge|-143.62|bank_charge|
2021-05-25|FEE-202105-37230|Withholding_Tax|-46.83|withholding_tax|
2021-05-25|FEE-202105-15878|Service Fee|-26.82|service_fee|
