BANK STATEMENT|Keystone Retail Bank
ACCOUNT|050210270213683
CUSTOMER|IND20003041
PERIOD|2020-12-01|2021-05-31
OPENING_BALANCE|8038.49
CLOSING_BALANCE|-20974.75
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2020-12-01|202012369573933|Entertainment via mobile_banking_app|-160.08|transactional|MTX202012000013127
2020-12-01|202012958968822|Airtime via mobile_banking_app|-44.98|transactional|MTX202012000013128
2020-12-01|202012237931607|Groceries via pos|-525.30|transactional|MTX202012000013129
2020-12-01|202012428202685|Groceries via mobile_banking_app|-331.33|transactional|MTX202012000013130
2020-12-02|202012300172730|Utilities via mobile_banking_app|-771.39|transactional|MTX202012000013131
2020-12-02|202012651575347|Retail via atm|-11.66|transactional|MTX202012000013132
2020-12-03|202012990827485|Fuel via pos|-432.21|transactional|MTX202012000013133
2020-12-03|202012499234888|Groceries via ewallet|-598.98|transactional|MTX202012000013134
2020-12-03|202012762721075|Alcohol via online_banking|-114.20|transactional|MTX202012000013136
2020-12-03|202012304978438|Utilities via online banking|-958.91|transactional|MTX202012000013137
2020-12-05|202012397783628|Restaurants via atm|-303.88|transactional|MTX202012000013138
2020-12-05|202012264714249|Entertainment via atm|-145.94|transactional|MTX202012000013135
2020-12-05|202012814113731|Restaurants via contactless|-391.50|transactional|MTX202012000013139
2020-12-06|202012134082797|Fuel via pos|-191.40|transactional|MTX202012000013140
2020-12-06|202012616734083|Alcohol via mobile banking app|-66.15|transactional|MTX202012000013141
2020-12-06|202012105967337|Entertainment via pos|-284.03|transactional|MTX202012000013142
2020-12-07|202012240754996|Groceries via pos|-561.33|transactional|MTX202012000013144
2020-12-07|202012328573262|Entertainment via online banking|-100.78|transactional|MTX202012000013143
2020-12-08|202012289640827|Airtime via mobile_banking_app|-71.74|transactional|MTX202012000013145
2020-12-08|202012799182343|Utilities via mobile_banking_app|-616.48|transactional|MTX202012000013146
2020-12-09|202012579255620|Alcohol via mobile banking app|-184.31|transactional|MTX202012000013147
2020-12-09|202012252850482|Airtime via mobile banking app|-131.78|transactional|MTX202012000013148
2020-12-09|202012386214948|Airtime via mobile banking app|-105.66|transactional|MTX202012000013149
2020-12-09|202012844890734|Restaurants via mobile banking app|-286.19|transactional|MTX202012000013150
2020-12-09|202012595602199|Restaurants via contactless|-12.02|transactional|MTX202012000013151
2020-12-09|202012681535124|Transfer via ussd|-324.56|transactional|MTX202012000013153
2020-12-09|202012123422650|Transfer via mobile banking app|-158.24|transactional|MTX202012000013152
2020-12-11|UNALLOC-209344|Manual correction|976.54|bank_only_transaction|
2020-12-11|202012911632436|Groceries via mobile_banking_app|-270.65|transactional|MTX202012000013154
2020-12-11|202012643174254|Restaurants via pos|-394.23|transactional|MTX202012000013155
2020-12-11|202012977886708|Restaurants via mobile_banking_app|-326.64|transactional|MTX202012000013156
2020-12-13|202012760679999|Groceries via mobile_banking_app|-639.11|transactional|MTX202012000013157
2020-12-14|202012300936096|Transport via mobile banking app|-143.45|transactional|MTX202012000013158
2020-12-14|202012177941332|Fuel via contactless|-452.89|transactional|MTX202012000013159
2020-12-14|202012835655486|Airtime via mobile banking app|-92.47|transactional|MTX202012000013160
2020-12-14|202012273293987|Entertainment via atm|-368.16|transactional|MTX202012000013162
2020-12-14|202012192951736|Restaurants via pos|-354.59|transactional|MTX202012000013161
2020-12-15|202012806121139|Transfer via mobile_banking_app|-179.16|transactional|MTX202012000013163
2020-12-15|202012420206671|Alcohol via contactless|-153.72|transactional|MTX202012000013164
2020-12-16|202012488575009|Transport via mobile_banking_app|-11.66|transactional|MTX202012000013165
2020-12-16|202012565301513|Groceries via pos|-552.71|transactional|MTX202012000013166
2020-12-17|202012464794168|Entertainment via pos|-513.16|transactional|MTX202012000013168
2020-12-17|202012120749422|Retail via ewallet|-422.84|transactional|MTX202012000013167
2020-12-18|202012314736559|Fuel via mobile_banking_app|-826.26|transactional|MTX202012000013169
2020-12-18|202012827136587|Groceries via mobile banking app|-355.18|transactional|MTX202012000013170
2020-12-19|202012857175944|Groceries via mobile banking app|-523.28|transactional|MTX202012000013171
2020-12-19|202012340430560|Restaurants via contactless|-106.87|transactional|MTX202012000013172
2020-12-20|202012241776590|Restaurants via pos|-288.48|transactional|MTX202012000013173
2020-12-22|202012672956564|Groceries via pos|-614.10|transactional|MTX202012000013174
2020-12-22|202012278928795|Groceries via mobile_banking_app|-1164.65|transactional|MTX202012000013176
2020-12-22|202012578082083|Airtime via pos|-21.98|transactional|MTX202012000013175
2020-12-22|202012333711850|Airtime via mobile banking app|-76.46|transactional|MTX202012000013177
2020-12-22|202012136258092|Restaurants via mobile banking app|-116.85|transactional|MTX202012000013178
2020-12-23|202012335803540|Fuel via mobile banking app|-862.94|transactional|MTX202012000013179
2020-12-24|202012866465101|Transfer via mobile banking app|-1411.12|transactional|MTX202012000013180
2020-12-24|202012612157928|Fuel via mobile banking app|-604.38|transactional|MTX202012000013181
2020-12-24|202012358274996|Utilities via mobile banking app|-1760.76|transactional|MTX202012000013182
2020-12-24|202012480399102|Retail via pos|-609.83|transactional|MTX202012000013183
2020-12-25|FEE-202012-82059|Bank Charge|-145.75|bank_charge|
2020-12-25|202012179506476|Alcohol via contactless|-51.80|transactional|MTX202012000013184
2020-12-25|202012466171947|Transfer via ussd|-1133.11|transactional|MTX202012000013185
2020-12-25|202012150697081|Utilities via mobile_banking_app|-1279.42|transactional|MTX202012000013186
2020-12-26|202012792146017|Retail via atm|-684.94|transactional|MTX202012000013187
2020-12-27|202012570676678|Entertainment via contactless|-289.25|transactional|MTX202012000013192
2020-12-27|202012564054926|Restaurants via mobile banking app|-199.50|transactional|MTX202012000013189
2020-12-27|202012829300925|Entertainment via ewallet|-439.58|transactional|MTX202012000013191
2020-12-27|202012676927869|Restaurants via atm|-141.84|transactional|MTX202012000013188
2020-12-27|202012268596580|Entertainment via pos|-308.02|transactional|MTX202012000013193
2020-12-28|202012277460862|Fuel via mobile banking app|-180.30|transactional|MTX202012000013194
2020-12-28|202012492147464|Transfer via mobile_banking_app|-505.19|transactional|MTX202012000013195
2020-12-29|202012271807157|Airtime via mobile_banking_app|-85.36|transactional|MTX202012000013196
2020-12-29|202012585381841|Alcohol via online banking|-285.99|transactional|MTX202012000013197
2020-12-29|202012821907388|Groceries via pos|-230.18|transactional|MTX202012000013198
2020-12-30|202012503981851|Retail via pos|-361.85|transactional|MTX202012000013199
2020-12-30|202012632218162|Transfer via mobile_banking_app|-651.06|transactional|MTX202012000013200
2020-12-31|202012174556826|Alcohol via mobile_banking_app|-355.07|transactional|MTX202012000013201
2020-12-31|202012629017385|Utilities via mobile banking app|-244.85|transactional|MTX202012000013202
2021-01-25|FEE-202101-27803|Interest_Income|3.15|interest_income|
2021-01-25|FEE-202101-84675|Service Fee|-126.51|service_fee|
2021-02-25|FEE-202102-39262|Bank Charge|-45.91|bank_charge|
2021-03-25|FEE-202103-14336|Withholding Tax|-16.38|withholding_tax|
2021-03-25|FEE-202103-91148|Cash Deposit Fee|-26.52|cash_deposit_fee|
2021-04-25|FEE-202104-48627|Interest Income|0.95|interest_income|
2021-04-25|FEE-202104-66950|Withholding Tax|-54.05|withholding_tax|
