statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0021265-000001,ACC0021265,2020-12-01 10:58:12,2020-12-01,Groceries via atm,202012458657531,-279.87,transactional,False,,0,,MTX202012000006806
BST-ACC0021265-000002,ACC0021265,2020-12-01 14:37:47,2020-12-01,Alcohol via mobile banking app,202012517676741,-210.52,transactional,False,,0,,MTX202012000006807
BST-ACC0021265-000003,ACC0021265,2020-12-01 20:38:01,2020-12-01,Airtime via ussd,202012460843410,-104.94,transactional,False,,0,,MTX202012000006808
BST-ACC0021265-000004,ACC0021265,2020-12-02 05:31:18,2020-12-02,Clothing via mobile banking app,202012941567070,-576.9,transactional,False,,0,,MTX202012000006809
BST-ACC0021265-000005,ACC0021265,2020-12-02 10:38:50,2020-12-02,Utilities via mobile_banking_app,202012426031038,-406.61,transactional,False,,0,,MTX202012000006810
BST-ACC0021265-000006,ACC0021265,2020-12-03 08:03:28,2020-12-03,Airtime via ussd,202012900877627,-72.32,transactional,False,,0,,MTX202012000006811
BST-ACC0021265-000010,ACC0021265,2020-12-05 09:12:59,2020-12-05,Airtime via mobile banking app,202012425420703,-127.62,transactional,False,,0,,MTX202012000006815
BST-ACC0021265-000011,ACC0021265,2020-12-05 12:05:30,2020-12-05,Airtime via mobile banking app,202012575904294,-124.82,transactional,False,,0,,MTX202012000006816
BST-ACC0021265-000012,ACC0021265,2020-12-05 18:13:09,2020-12-05,Groceries via pos,202012348046538,-415.69,transactional,False,,0,,MTX202012000006817
BST-ACC0021265-000013,ACC0021265,2020-12-06 00:30:41,2020-12-06,Groceries via ussd,202012461654399,-62.16,transactional,False,,0,,MTX202012000006818
BST-ACC0021265-000007,ACC0021265,2020-12-06 08:10:57,2020-12-06,Airtime via ussd,202012415092775,-97.87,transactional,True,source_system_lag,2,2020-12-06,MTX202012000006812
BST-ACC0021265-000008,ACC0021265,2020-12-06 09:44:20,2020-12-06,Airtime via mobile banking app,202012262521668,-103.38,transactional,True,source_system_lag,2,2020-12-06,MTX202012000006813
BST-ACC0021265-000014,ACC0021265,2020-12-06 12:34:10,2020-12-06,Groceries via ussd,202012307937418,-638.64,transactional,False,,0,,MTX202012000006819
BST-ACC0021265-000015,ACC0021265,2020-12-06 12:48:47,2020-12-06,Airtime via pos,202012813294022,-130.77,transactional,False,,0,,MTX202012000006820
BST-ACC0021265-000009,ACC0021265,2020-12-06 17:09:31,2020-12-06,Airtime via mobile banking app,202012692247845,-72.3,transactional,True,source_system_lag,2,2020-12-06,MTX202012000006814
BST-ACC0021265-000016,ACC0021265,2020-12-06 21:33:35,2020-12-06,Entertainment via mobile banking app,202012346641318,-208.41,transactional,False,,0,,MTX202012000006821
BST-ACC0021265-000017,ACC0021265,2020-12-07 06:25:26,2020-12-07,Transfer via ussd,202012284958577,-1082.27,transactional,False,,0,,MTX202012000006822
BST-ACC0021265-000018,ACC0021265,2020-12-07 09:58:14,2020-12-07,Airtime via ussd,202012102680321,-52.82,transactional,False,,0,,MTX202012000006823
BST-ACC0021265-000019,ACC0021265,2020-12-08 13:27:25,2020-12-08,Utilities via mobile banking app,202012273760331,-178.02,transactional,False,,0,,MTX202012000006824
BST-ACC0021265-000020,ACC0021265,2020-12-09 02:25:27,2020-12-09,Entertainment via ussd,202012737915621,-217.16,transactional,False,,0,,MTX202012000006825
BST-ACC0021265-000021,ACC0021265,2020-12-09 12:33:20,2020-12-09,Transport via ussd,202012522742152,-164.02,transactional,False,,0,,MTX202012000006826
BST-ACC0021265-000022,ACC0021265,2020-12-10 19:06:10,2020-12-10,Groceries via ussd,202012613173062,-645.73,transactional,False,,0,,MTX202012000006827
BST-ACC0021265-000023,ACC0021265,2020-12-11 08:48:33,2020-12-11,Airtime via ussd,202012249851695,-123.14,transactional,False,,0,,MTX202012000006828
BST-ACC0021265-000024,ACC0021265,2020-12-11 10:18:27,2020-12-11,Groceries via mobile_banking_app,202012763000930,-288.03,transactional,False,,0,,MTX202012000006829
BST-ACC0021265-000025,ACC0021265,2020-12-12 04:32:14,2020-12-12,Utilities via ussd,202012948184923,-311.41,transactional,False,,0,,MTX202012000006830
BST-ACC0021265-000026,ACC0021265,2020-12-12 17:53:46,2020-12-12,Groceries via pos,202012971333860,-476.35,transactional,False,,0,,MTX202012000006832
BST-ACC0021265-000027,ACC0021265,2020-12-12 19:06:09,2020-12-12,Airtime via ussd,202012836457308,-79.34,transactional,False,,0,,MTX202012000006831
BST-ACC0021265-000028,ACC0021265,2020-12-12 19:09:09,2020-12-12,Airtime via ussd,202012836457308,-79.34,transactional,False,,0,,MTX202012000006831-DUP
BST-ACC0021265-000029,ACC0021265,2020-12-13 08:59:16,2020-12-13,Airtime via mobile banking app,202012534476120,-104.15,transactional,False,,0,,MTX202012000006833
BST-ACC0021265-000030,ACC0021265,2020-12-13 17:23:25,2020-12-13,Airtime via atm,202012649639602,-58.04,transactional,False,,0,,MTX202012000006834
BST-ACC0021265-000031,ACC0021265,2020-12-14 01:27:22,2020-12-14,Transfer via mobile banking app,202012701664415,-11.65,transactional,False,,0,,MTX202012000006836
BST-ACC0021265-000032,ACC0021265,2020-12-14 06:47:50,2020-12-14,Fuel via ussd,202012592012215,-1263.58,transactional,False,,0,,MTX202012000006835
BST-ACC0021265-000033,ACC0021265,2020-12-15 22:50:00,2020-12-15,Alcohol via mobile banking app,202012252232975,-107.58,transactional,False,,0,,MTX202012000006837
BST-ACC0021265-000034,ACC0021265,2020-12-16 21:53:23,2020-12-16,Transfer via ussd,202012446283697,296.59,transactional,False,,0,,MTX202012000006839
BST-ACC0021265-000035,ACC0021265,2020-12-17 03:36:26,2020-12-17,Groceries via ussd,202012449409538,-520.7,transactional,False,,0,,MTX202012000006840
BST-ACC0021265-000036,ACC0021265,2020-12-17 13:35:28,2020-12-17,Utilities via pos,202012561933756,-1129.58,transactional,False,,0,,MTX202012000006842
BST-ACC0021265-000037,ACC0021265,2020-12-17 21:17:03,2020-12-17,Fuel via mobile_banking_app,202012228844431,-795.07,transactional,False,,0,,MTX202012000006843
BST-ACC0021265-000038,ACC0021265,2020-12-18 12:33:49,2020-12-18,Airtime via mobile_banking_app,202012696242401,-46.03,transactional,False,,0,,MTX202012000006844
BST-ACC0021265-000039,ACC0021265,2020-12-19 09:34:28,2020-12-19,Airtime via ussd,202012962206245,-107.19,transactional,False,,0,,MTX202012000006845
BST-ACC0021265-000040,ACC0021265,2020-12-20 07:59:30,2020-12-20,Clothing via ussd,202012677816988,-68.57,transactional,False,,0,,MTX202012000006846
BST-ACC0021265-000041,ACC0021265,2020-12-20 16:14:30,2020-12-20,Airtime via atm,202012750247183,-40.7,transactional,False,,0,,MTX202012000006847
BST-ACC0021265-000042,ACC0021265,2020-12-20 22:21:24,2020-12-20,Clothing via mobile banking app,202012844426645,-780.95,transactional,False,,0,,MTX202012000006848
BST-ACC0021265-000043,ACC0021265,2020-12-21 07:13:40,2020-12-21,Groceries via mobile banking app,202012271689526,-423.2,transactional,False,,0,,MTX202012000006849
BST-ACC0021265-000044,ACC0021265,2020-12-21 10:26:50,2020-12-21,Utilities via atm,202012144504784,-189.52,transactional,False,,0,,MTX202012000006850
BST-ACC0021265-000045,ACC0021265,2020-12-21 17:10:50,2020-12-21,Entertainment via pos,202012110658168,-120.26,transactional,False,,0,,MTX202012000006851
BST-ACC0021265-000046,ACC0021265,2020-12-22 09:55:26,2020-12-22,Airtime via mobile banking app,202012170629453,-160.34,transactional,False,,0,,MTX202012000006852
BST-ACC0021265-000047,ACC0021265,2020-12-22 23:57:51,2020-12-22,Clothing via mobile_banking_app,202012509892218,-307.8,transactional,False,,0,,MTX202012000006853
BST-ACC0021265-000048,ACC0021265,2020-12-23 20:08:54,2020-12-23,Clothing via ussd,202012972133532,-458.68,transactional,False,,0,,MTX202012000006854
BST-ACC0021265-000049,ACC0021265,2020-12-25 04:00:15,2020-12-25,Utilities via ussd,202012171588218,-394.79,transactional,False,,0,,MTX202012000006855
BST-ACC0021265-000065,ACC0021265,2020-12-25 16:28:00,2020-12-25,Service_Fee,FEE-202012-32604,-80.75,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0021265-000050,ACC0021265,2020-12-25 20:54:26,2020-12-25,Entertainment via mobile_banking_app,202012772670671,-71.13,transactional,False,,0,,MTX202012000006856
BST-ACC0021265-000051,ACC0021265,2020-12-26 04:04:58,2020-12-26,Groceries via mobile_banking_app,202012838857585,-299.8,transactional,False,,0,,MTX202012000006857
BST-ACC0021265-000052,ACC0021265,2020-12-26 17:12:52,2020-12-26,Airtime via ussd,202012284767263,-64.0,transactional,False,,0,,MTX202012000006858
BST-ACC0021265-000053,ACC0021265,2020-12-27 08:46:09,2020-12-27,Airtime via ussd,202012333359800,-79.27,transactional,False,,0,,MTX202012000006859
BST-ACC0021265-000054,ACC0021265,2020-12-27 10:37:10,2020-12-27,Airtime via atm,202012950485907,-20.65,transactional,False,,0,,MTX202012000006862
BST-ACC0021265-000055,ACC0021265,2020-12-27 12:43:40,2020-12-27,Airtime via mobile banking app,202012359610342,-72.1,transactional,False,,0,,MTX202012000006861
BST-ACC0021265-000056,ACC0021265,2020-12-28 08:55:42,2020-12-28,Airtime via mobile banking app,202012842217938,-73.93,transactional,False,,0,,MTX202012000006863
BST-ACC0021265-000057,ACC0021265,2020-12-28 11:21:45,2020-12-28,Airtime via mobile_banking_app,202012169557344,-106.27,transactional,False,,0,,MTX202012000006864
BST-ACC0021265-000058,ACC0021265,2020-12-28 13:53:36,2020-12-28,Transport via atm,202012960847845,-322.18,transactional,False,,0,,MTX202012000006865
BST-ACC0021265-000059,ACC0021265,2020-12-28 15:19:27,2020-12-28,Airtime via ussd,202012564783957,-125.02,transactional,False,,0,,MTX202012000006866
BST-ACC0021265-000060,ACC0021265,2020-12-29 09:14:06,2020-12-29,Airtime via mobile banking app,202012103658870,-75.62,transactional,False,,0,,MTX202012000006867
BST-ACC0021265-000061,ACC0021265,2020-12-29 13:11:42,2020-12-29,Airtime via mobile banking app,202012186943257,-110.43,transactional,False,,0,,MTX202012000006868
BST-ACC0021265-000062,ACC0021265,2020-12-31 09:01:20,2020-12-31,Airtime via ussd,202012171216409,-44.13,transactional,False,,0,,MTX202012000006869
BST-ACC0021265-000063,ACC0021265,2020-12-31 13:35:08,2020-12-31,Utilities via ussd,202012295375741,-230.33,transactional,False,,0,,MTX202012000006870
BST-ACC0021265-000064,ACC0021265,2020-12-31 19:17:09,2020-12-31,Groceries via ussd,202012943929570,-189.33,transactional,False,,0,,MTX202012000006871
BST-ACC0021265-000066,ACC0021265,2021-01-25 15:36:00,2021-01-25,Service Fee,FEE-202101-74721,-111.96,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0021265-000067,ACC0021265,2021-01-25 15:36:00,2021-01-25,Cash Deposit Fee,FEE-202101-84173,-19.08,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0021265-000068,ACC0021265,2021-01-25 15:36:00,2021-01-25,Withholding_Tax,FEE-202101-85745,-22.43,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0021265-000071,ACC0021265,2021-02-12 00:00:00,2021-02-12,Manual correction,UNALLOC-629943,2188.64,bank_only_transaction,True,missing_in_ledger,0,,
BST-ACC0021265-000069,ACC0021265,2021-02-25 10:19:00,2021-02-25,Service Fee,FEE-202102-36172,-158.69,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0021265-000070,ACC0021265,2021-02-25 10:19:00,2021-02-25,Bank_Charge,FEE-202102-60158,-86.17,bank_charge,True,bank_generated_non_transactional_entry,0,,
