statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0021287-000001,ACC0021287,2020-12-01 09:09:42,2020-12-01,Airtime via ussd,202012359773788,-95.33,transactional,False,,0,,MTX202012000008153
BST-ACC0021287-000002,ACC0021287,2020-12-02 19:44:29,2020-12-02,Alcohol via ussd,202012335404778,-138.48,transactional,False,,0,,MTX202012000008154
BST-ACC0021287-000003,ACC0021287,2020-12-03 08:42:09,2020-12-03,Airtime via mobile_banking_app,202012766837911,-109.48,transactional,False,,0,,MTX202012000008156
BST-ACC0021287-000004,ACC0021287,2020-12-03 09:21:49,2020-12-03,Airtime via ussd,202012651082777,-117.77,transactional,False,,0,,MTX202012000008155
BST-ACC0021287-000005,ACC0021287,2020-12-03 23:22:17,2020-12-03,Airtime via mobile_banking_app,202012562591115,-72.42,transactional,False,,0,,MTX202012000008157
BST-ACC0021287-000006,ACC0021287,2020-12-04 10:06:33,2020-12-04,Utilities via pos,202012216549714,-10.49,transactional,False,,0,,MTX202012000008158
BST-ACC0021287-000007,ACC0021287,2020-12-04 11:22:37,2020-12-04,Airtime via ussd,202012492439531,-10.49,transactional,False,,0,,MTX202012000008160
BST-ACC0021287-000008,ACC0021287,2020-12-04 12:45:16,2020-12-04,Groceries via mobile banking app,202012393296628,-707.65,transactional,False,,0,,MTX202012000008159
BST-ACC0021287-000009,ACC0021287,2020-12-06 01:56:58,2020-12-06,Fuel via ussd,202012157427339,-422.84,transactional,False,,0,,MTX202012000008161
BST-ACC0021287-000010,ACC0021287,2020-12-06 09:07:47,2020-12-06,Airtime via ussd,202012739730513,-28.78,transactional,False,,0,,MTX202012000008162
BST-ACC0021287-000011,ACC0021287,2020-12-06 12:06:14,2020-12-06,Groceries via pos,202012645562712,-518.39,transactional,False,,0,,MTX202012000008163
BST-ACC0021287-000012,ACC0021287,2020-12-08 11:02:25,2020-12-08,Transport via atm,202012900843988,-146.99,transactional,False,,0,,MTX202012000008164
BST-ACC0021287-000013,ACC0021287,2020-12-10 12:32:49,2020-12-10,Transport via ussd,202012586903815,-87.66,transactional,False,,0,,MTX202012000008165
BST-ACC0021287-000014,ACC0021287,2020-12-12 11:33:43,2020-12-12,Groceries via ussd,202012578278324,-279.79,transactional,False,,0,,MTX202012000008166
BST-ACC0021287-000015,ACC0021287,2020-12-12 14:52:20,2020-12-12,Groceries via pos,202012416050607,-403.72,transactional,False,,0,,MTX202012000008167
BST-ACC0021287-000016,ACC0021287,2020-12-12 16:56:11,2020-12-12,Alcohol via ussd,202012529236828,-215.32,transactional,False,,0,,MTX202012000008168
BST-ACC0021287-000017,ACC0021287,2020-12-12 21:38:09,2020-12-12,Utilities via ussd,202012488223654,-20.4,transactional,False,,0,,MTX202012000008169
BST-ACC0021287-000018,ACC0021287,2020-12-13 09:18:07,2020-12-13,Airtime via mobile banking app,202012231278557,-67.11,transactional,False,,0,,MTX202012000008170
