reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-202412-ACC0098983-3M,ACC0098983,IND24007911,Keystone Retail Bank,012345010989835,3,2024-12-01,2025-02-28 23:59:59,4115.28,-19232.17,73,66,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098983_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098983_202412_202502_3M_statement.csv
RECON-202412-ACC0098984-3M,ACC0098984,IND24004121,Keystone Retail Bank,198765020989843,3,2024-12-01,2025-02-28 23:59:59,1218.46,900.46,7,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098984_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098984_202412_202502_3M_statement.csv
RECON-202412-ACC0098985-6M,ACC0098985,IND24000150,Keystone Retail Bank,140505030989856,6,2024-12-01,2025-05-31 23:59:59,4617.31,-24333.17,76,66,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098985_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0098985_202412_202505_6M_statement.xml
RECON-202412-ACC0098986-6M,ACC0098986,IND24003203,Keystone Retail Bank,050210010989864,6,2024-12-01,2025-05-31 23:59:59,9015.77,-23046.71,102,91,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098986_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098986_202412_202505_6M_statement.csv
RECON-202412-ACC0098987-6M,ACC0098987,IND24012714,Keystone Retail Bank,207305270989876,6,2024-12-01,2025-05-31 23:59:59,1521.55,1028.59,9,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098987_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098987_202412_202505_6M_statement.csv
RECON-202412-ACC0098988-3M,ACC0098988,IND24009171,Keystone Retail Bank,204109010989889,3,2024-12-01,2025-02-28 23:59:59,17990.16,17561.71,7,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098988_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098988_202412_202502_3M_statement.csv
RECON-202412-ACC0098989-3M,ACC0098989,IND24007962,Keystone Retail Bank,632005020989895,3,2024-12-01,2025-02-28 23:59:59,1357.0,1157.18,6,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098989_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0098989_202412_202502_3M_statement.xml
RECON-202412-ACC0098990-6M,ACC0098990,IND24007204,Keystone Retail Bank,221526020989903,6,2024-12-01,2025-05-31 23:59:59,10780.27,-1555.08,79,71,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098990_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098990_202412_202505_6M_statement.csv
RECON-202412-ACC0098991-6M,ACC0098991,IND24008747,Keystone Retail Bank,172005280989917,6,2024-12-01,2025-05-31 23:59:59,9805.33,-37597.0,79,69,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098991_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0098991_202412_202505_6M_statement.xml
RECON-202412-ACC0098992-3M,ACC0098992,IND24009138,Keystone Retail Bank,134605280989920,3,2024-12-01,2025-02-28 23:59:59,6745.04,-26060.77,84,79,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098992_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0098992_202412_202502_3M_statement.xml
RECON-202412-ACC0098993-6M,ACC0098993,IND24005020,Keystone Retail Bank,510255280989935,6,2024-12-01,2025-05-31 23:59:59,5146.57,4502.52,11,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098993_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098993_202412_202505_6M_statement.csv
RECON-202412-ACC0098994-6M,ACC0098994,IND24002744,Keystone Retail Bank,018305270989948,6,2024-12-01,2025-05-31 23:59:59,11329.68,-16256.16,85,73,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098994_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098994_202412_202505_6M_statement.csv
RECON-202412-ACC0098995-6M,ACC0098995,IND24009451,Keystone Retail Bank,160205010989957,6,2024-12-01,2025-05-31 23:59:59,9678.07,-10013.95,91,80,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098995_202412_202505_6M_statement.pdf,TXT,reconciliation_analysis\2024\bank_statement_source_files\txt\ACC0098995_202412_202505_6M_statement.txt
RECON-202412-ACC0098998-3M,ACC0098998,IND24005234,Keystone Retail Bank,050310280989988,3,2024-12-01,2025-02-28 23:59:59,1101.0,1667.78,8,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098998_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098998_202412_202502_3M_statement.csv
RECON-202412-ACC0098999-3M,ACC0098999,IND24009143,Keystone Retail Bank,250955270989995,3,2024-12-01,2025-02-28 23:59:59,7541.3,7211.14,7,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0098999_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0098999_202412_202502_3M_statement.csv
RECON-202412-ACC0099000-6M,ACC0099000,IND24000304,Keystone Retail Bank,150105020990008,6,2024-12-01,2025-05-31 23:59:59,2313.91,2003.37,13,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099000_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0099000_202412_202505_6M_statement.csv
RECON-202412-ACC0099001-6M,ACC0099001,IND24012961,Keystone Retail Bank,012345010990010,6,2024-12-01,2025-05-31 23:59:59,17831.47,16797.33,15,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099001_202412_202505_6M_statement.pdf,TXT,reconciliation_analysis\2024\bank_statement_source_files\txt\ACC0099001_202412_202505_6M_statement.txt
RECON-202412-ACC0099002-3M,ACC0099002,IND24009828,Keystone Retail Bank,632005280990025,3,2024-12-01,2025-02-28 23:59:59,4751.77,4435.14,7,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099002_202412_202502_3M_statement.pdf,TXT,reconciliation_analysis\2024\bank_statement_source_files\txt\ACC0099002_202412_202502_3M_statement.txt
RECON-202412-ACC0099004-6M,ACC0099004,IND24011655,Keystone Retail Bank,250955270990045,6,2024-12-01,2025-05-31 23:59:59,11745.23,10886.82,13,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099004_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099004_202412_202505_6M_statement.xml
RECON-202412-ACC0099005-3M,ACC0099005,IND24010715,Keystone Retail Bank,012345020990055,3,2024-12-01,2025-02-28 23:59:59,4076.71,7250.81,6,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099005_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099005_202412_202502_3M_statement.xml
RECON-202412-ACC0099007-6M,ACC0099007,IND24005484,Keystone Retail Bank,250655270990075,6,2024-12-01,2025-05-31 23:59:59,9469.23,1735.41,51,40,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099007_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099007_202412_202505_6M_statement.xml
RECON-202412-ACC0099008-6M,ACC0099008,IND24004747,Keystone Retail Bank,250955270990081,6,2024-12-01,2025-05-31 23:59:59,12472.58,-16028.68,85,75,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099008_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099008_202412_202505_6M_statement.xml
RECON-202412-ACC0099009-3M,ACC0099009,IND24005652,Keystone Retail Bank,463105030990095,3,2024-12-01,2025-02-28 23:59:59,12707.91,-40196.5,77,72,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099009_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099009_202412_202502_3M_statement.xml
RECON-202412-ACC0099010-6M,ACC0099010,IND24013519,Keystone Retail Bank,231805010990108,6,2024-12-01,2025-05-31 23:59:59,11755.23,11289.86,14,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099010_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099010_202412_202505_6M_statement.xml
RECON-202412-ACC0099011-3M,ACC0099011,IND24007754,Keystone Retail Bank,195105020990111,3,2024-12-01,2025-02-28 23:59:59,6457.49,6391.61,6,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099011_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099011_202412_202502_3M_statement.xml
RECON-202412-ACC0099012-3M,ACC0099012,IND24013321,Keystone Retail Bank,150105030990123,3,2024-12-01,2025-02-28 23:59:59,6121.85,-25920.25,82,76,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099012_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099012_202412_202502_3M_statement.xml
RECON-202412-ACC0099013-6M,ACC0099013,IND24002930,Keystone Retail Bank,255005020990132,6,2024-12-01,2025-05-31 23:59:59,13681.51,921.63,71,58,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099013_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099013_202412_202505_6M_statement.xml
RECON-202412-ACC0099014-6M,ACC0099014,IND24012052,Keystone Retail Bank,050310030990144,6,2024-12-01,2025-05-31 23:59:59,10542.38,-1330.35,56,47,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099014_202412_202505_6M_statement.pdf,TXT,reconciliation_analysis\2024\bank_statement_source_files\txt\ACC0099014_202412_202505_6M_statement.txt
RECON-202412-ACC0099015-6M,ACC0099015,IND24007397,Keystone Retail Bank,018505270990158,6,2024-12-01,2025-05-31 23:59:59,17330.64,16532.58,13,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099015_202412_202505_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099015_202412_202505_6M_statement.xml
RECON-202412-ACC0099017-3M,ACC0099017,IND24003298,Keystone Retail Bank,250955030990178,3,2024-12-01,2025-02-28 23:59:59,9247.74,8911.96,4,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099017_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0099017_202412_202502_3M_statement.csv
RECON-202412-ACC0099018-3M,ACC0099018,IND24012792,Keystone Retail Bank,191705030990185,3,2024-12-01,2025-02-28 23:59:59,6721.82,6605.57,5,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099018_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099018_202412_202502_3M_statement.xml
RECON-202412-ACC0099019-6M,ACC0099019,IND24002557,Keystone Retail Bank,195105010990194,6,2024-12-01,2025-05-31 23:59:59,13843.86,13255.16,10,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099019_202412_202505_6M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0099019_202412_202505_6M_statement.csv
RECON-202412-ACC0099020-3M,ACC0099020,IND24007802,Keystone Retail Bank,050210030990207,3,2024-12-01,2025-02-28 23:59:59,9212.69,-4657.44,70,64,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099020_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099020_202412_202502_3M_statement.xml
RECON-202412-ACC0099021-3M,ACC0099021,IND24008330,Keystone Retail Bank,195105020990219,3,2024-12-01,2025-02-28 23:59:59,6830.37,-15756.6,76,73,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099021_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099021_202412_202502_3M_statement.xml
RECON-202412-ACC0099022-3M,ACC0099022,IND24001684,Keystone Retail Bank,261050030990222,3,2024-12-01,2025-02-28 23:59:59,10178.79,10007.39,6,0,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099022_202412_202502_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2024\bank_statement_source_files\iso20022_camt053_xml\ACC0099022_202412_202502_3M_statement.xml
RECON-202412-ACC0099023-3M,ACC0099023,IND24007683,Keystone Retail Bank,207205280990239,3,2024-12-01,2025-02-28 23:59:59,9554.03,-13532.91,61,59,reconciliation_analysis\2024\bank_statement_pdfs\ACC0099023_202412_202502_3M_statement.pdf,CSV,reconciliation_analysis\2024\bank_statement_source_files\csv\ACC0099023_202412_202502_3M_statement.csv
