BANK STATEMENT|Keystone Retail Bank
ACCOUNT|198765020564551
CUSTOMER|IND22002194
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|13475.32
CLOSING_BALANCE|-14701.68
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-01|202212112919833|Alcohol via mobile banking app|-140.28|transactional|MTX202212000024844
2022-12-01|202212640852222|Utilities via mobile_banking_app|-775.67|transactional|MTX202212000024845
2022-12-01|202212658972970|Utilities via mobile_banking_app|-1171.83|transactional|MTX202212000024846
2022-12-02|202212672028327|Restaurants via pos|-272.49|transactional|MTX202212000024847
2022-12-02|202212140144694|Alcohol via atm|-176.06|transactional|MTX202212000024848
2022-12-02|202212140144694|Alcohol via atm|-176.06|transactional|MTX202212000024848-DUP
2022-12-03|202212616771716|Fuel via pos|-194.49|transactional|MTX202212000024849
2022-12-05|202212275335473|Airtime via mobile_banking_app|-36.32|transactional|MTX202212000024851
2022-12-05|202212764182781|Retail via ewallet|-472.63|transactional|MTX202212000024852
2022-12-05|202212936330822|Transfer via mobile banking app|1058.17|transactional|MTX202212000024854
2022-12-07|202212642103357|Alcohol via mobile_banking_app|-117.05|transactional|MTX202212000024858
2022-12-07|202212818401080|Airtime via mobile banking app|-65.30|transactional|MTX202212000024859
2022-12-07|202212172925938|Retail via pos|-218.28|transactional|MTX202212000024860
2022-12-07|202212198369196|Entertainment via mobile banking app|-116.90|transactional|MTX202212000024861
2022-12-07|202212887208957|Retail via online_banking|-549.03|transactional|MTX202212000024862
2022-12-08|202212143705372|Transport via contactless|-61.43|transactional|MTX202212000024863
2022-12-08|202212194179918|Airtime via mobile_banking_app|-26.82|transactional|MTX202212000024864
2022-12-09|202212492128132|Retail via mobile banking app|-1290.40|transactional|MTX202212000024865
2022-12-09|202212623561341|Groceries via mobile banking app|-1631.39|transactional|MTX202212000024866
2022-12-09|202212424519332|Airtime via ussd|-50.57|transactional|MTX202212000024867
2022-12-10|202212152659575|Clothing via mobile_banking_app|-536.92|transactional|MTX202212000024855
2022-12-10|202212566380526|Fuel via mobile banking app|-378.74|transactional|MTX202212000024856
2022-12-10|202212159248442|Utilities via mobile banking app|-786.68|transactional|MTX202212000024857
