BANK STATEMENT|Keystone Retail Bank
ACCOUNT|280505270569314
CUSTOMER|IND22001908
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|2631.48
CLOSING_BALANCE|2054.03
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-25|FEE-202212-36035|Cash Deposit Fee|-90.12|cash_deposit_fee|
2022-12-25|FEE-202212-97472|Withholding_Tax|-34.37|withholding_tax|
2022-12-25|FEE-202212-50643|Interest Income|3.30|interest_income|
2023-01-25|FEE-202301-12388|Service Fee|-30.50|service_fee|
2023-01-25|FEE-202301-26622|Withholding Tax|-53.04|withholding_tax|
2023-02-25|FEE-202302-29320|Interest_Income|3.73|interest_income|
2023-02-25|FEE-202302-31396|Bank_Charge|-85.34|bank_charge|
2023-03-25|FEE-202303-20443|Interest Income|5.05|interest_income|
2023-03-25|FEE-202303-80184|Withholding_Tax|-33.21|withholding_tax|
2023-04-25|FEE-202304-73247|Cash_Deposit_Fee|-24.78|cash_deposit_fee|
2023-05-25|FEE-202305-11073|Withholding Tax|-33.23|withholding_tax|
2023-05-25|FEE-202305-72806|Bank_Charge|-157.08|bank_charge|
2023-05-25|FEE-202305-60965|Cash Deposit Fee|-47.86|cash_deposit_fee|
