BANK STATEMENT|Keystone Retail Bank
ACCOUNT|012345030570847
CUSTOMER|IND22008619
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|14275.20
CLOSING_BALANCE|13893.49
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-25|FEE-202212-92399|Interest Income|6.56|interest_income|
2022-12-25|FEE-202212-98826|Service_Fee|-16.00|service_fee|
2023-01-25|FEE-202301-15297|Interest_Income|5.21|interest_income|
2023-01-25|FEE-202301-68709|Service Fee|-67.69|service_fee|
2023-02-25|FEE-202302-95647|Withholding Tax|-39.66|withholding_tax|
2023-02-25|FEE-202302-44988|Bank_Charge|-49.16|bank_charge|
2023-03-25|FEE-202303-53736|Interest Income|7.94|interest_income|
2023-03-25|FEE-202303-91301|Withholding_Tax|-46.71|withholding_tax|
2023-04-25|FEE-202304-10803|Interest Income|7.69|interest_income|
2023-04-25|FEE-202304-17229|Service_Fee|-104.00|service_fee|
2023-05-25|FEE-202305-13930|Service Fee|-85.89|service_fee|
