BANK STATEMENT|Keystone Retail Bank
ACCOUNT|200205280568628
CUSTOMER|IND22005546
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|8022.31
CLOSING_BALANCE|-27822.76
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-01|202212219550551|Restaurants via pos|-192.21|transactional|MTX202212000024966
2022-12-02|202212950087327|Groceries via pos|-444.80|transactional|MTX202212000024967
2022-12-02|202212577238904|Groceries via mobile_banking_app|-90.61|transactional|MTX202212000024968
2022-12-03|202212518340447|Clothing via mobile banking app|-332.67|transactional|MTX202212000024969
2022-12-03|202212550409443|Restaurants via pos|-271.14|transactional|MTX202212000024970
2022-12-05|202212682697379|Restaurants via pos|-297.62|transactional|MTX202212000024971
2022-12-06|202212863182943|Airtime via pos|-121.47|transactional|MTX202212000024972
2022-12-06|202212294917167|Restaurants via pos|-36.40|transactional|MTX202212000024973
2022-12-07|202212279952292|Groceries via mobile banking app|-480.99|transactional|MTX202212000024976
2022-12-07|202212545760552|Groceries via pos|-146.05|transactional|MTX202212000024974
2022-12-07|202212402630466|Airtime via pos|-57.57|transactional|MTX202212000024975
2022-12-07|202212379441884|Entertainment via pos|-99.21|transactional|MTX202212000024977
2022-12-07|202212342994324|Retail via pos|-124.74|transactional|MTX202212000024978
2022-12-08|202212961857571|Groceries via mobile banking app|-262.99|transactional|MTX202212000024979
2022-12-08|202212673720734|Transport via mobile banking app|-138.53|transactional|MTX202212000024980
2022-12-11|202212967804895|Entertainment via pos|-76.82|transactional|MTX202212000024981
2022-12-11|202212447966173|Transport via mobile_banking_app|-82.92|transactional|MTX202212000024982
2022-12-12|202212816897792|Airtime via contactless|-68.88|transactional|MTX202212000024983
2022-12-12|202212987925511|Restaurants via ewallet|-175.80|transactional|MTX202212000024984
2022-12-12|202212329675875|Retail via mobile_banking_app|-328.15|transactional|MTX202212000024985
2022-12-14|202212299013680|Groceries via pos|-198.81|transactional|MTX202212000024986
2022-12-14|202212775228450|Alcohol via pos|-25375.00|transactional|MTX202212000024988
2022-12-14|202212530026400|Retail via online banking|-267.97|transactional|MTX202212000024987
2022-12-16|202212443481953|Groceries via pos|-416.84|transactional|MTX202212000024989
2022-12-16|202212832396625|Entertainment via pos|-411.86|transactional|MTX202212000024990
2022-12-19|202212163219209|Groceries via pos|-315.77|transactional|MTX202212000024992
2022-12-19|202212879155110|Airtime via mobile_banking_app|-78.61|transactional|MTX202212000024991
2022-12-20|202212827912918|Restaurants via mobile banking app|-295.20|transactional|MTX202212000024993
2022-12-20|202212709868486|Restaurants via ewallet|-212.49|transactional|MTX202212000024994
2022-12-21|202212274346487|Utilities via mobile_banking_app|-207.01|transactional|MTX202212000024995
2022-12-21|202212591631690|Transport via mobile_banking_app|-48.49|transactional|MTX202212000024996
2022-12-22|202212976426302|Restaurants via mobile banking app|-367.54|transactional|MTX202212000024997
2022-12-23|202212569469731|Retail via online_banking|-638.51|transactional|MTX202212000024998
2022-12-25|FEE-202212-55325|Interest_Income|0.92|interest_income|
2022-12-25|FEE-202212-81788|Withholding_Tax|-33.45|withholding_tax|
2022-12-27|202212216401310|Airtime via pos|-119.96|transactional|MTX202212000025001
2022-12-27|202212459647251|Restaurants via mobile banking app|-383.43|transactional|MTX202212000025002
2022-12-29|202212877762467|Restaurants via mobile banking app|-98.43|transactional|MTX202212000025003
2022-12-29|202212589207523|Airtime via contactless|-76.59|transactional|MTX202212000025004
2022-12-29|202212710267377|Transport via pos|-305.89|transactional|MTX202212000024999
2022-12-29|202212411788837|Airtime via mobile banking app|-154.50|transactional|MTX202212000025006
2022-12-29|202212706076458|Transport via pos|-104.14|transactional|MTX202212000025005
2022-12-29|202212469009483|Airtime via mobile banking app|-10.34|transactional|MTX202212000025007
2022-12-29|202212790268618|Airtime via mobile banking app|-137.29|transactional|MTX202212000025000
2022-12-30|202212699435243|Entertainment via mobile banking app|-111.14|transactional|MTX202212000025009
2022-12-30|202212379963843|Restaurants via pos|-211.15|transactional|MTX202212000025008
2022-12-31|202212271018586|Entertainment via mobile banking app|-484.71|transactional|MTX202212000025011
2022-12-31|202212649705253|Alcohol via contactless|-261.59|transactional|MTX202212000025010
2023-01-25|FEE-202301-16631|Withholding Tax|-35.88|withholding_tax|
2023-01-25|FEE-202301-42330|Interest_Income|4.58|interest_income|
2023-01-25|FEE-202301-13790|Service_Fee|-95.51|service_fee|
2023-02-25|FEE-202302-86349|Bank Charge|-139.96|bank_charge|
2023-02-25|FEE-202302-58030|Withholding_Tax|-7.36|withholding_tax|
2023-02-25|FEE-202302-36962|Service Fee|-133.90|service_fee|
2023-03-25|FEE-202303-58406|Service Fee|-113.71|service_fee|
2023-03-25|FEE-202303-72758|Withholding_Tax|-53.28|withholding_tax|
2023-04-25|FEE-202304-80477|Cash_Deposit_Fee|-76.74|cash_deposit_fee|
2023-04-25|FEE-202304-72419|Withholding Tax|-42.03|withholding_tax|
2023-05-25|FEE-202305-70053|Interest Income|4.08|interest_income|
