BANK STATEMENT|Keystone Retail Bank
ACCOUNT|140505280571084
CUSTOMER|IND22010875
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|8555.54
CLOSING_BALANCE|8746.74
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-25|FEE-202212-43047|Interest Income|6.73|interest_income|
2022-12-25|FEE-202212-57347|Bank Charge|-128.88|bank_charge|
2023-01-25|FEE-202301-76747|Bank Charge|-81.57|bank_charge|
2023-02-01|UNALLOC-296216|Manual correction|734.81|bank_only_transaction|
2023-02-25|FEE-202302-42110|Interest Income|0.26|interest_income|
2023-02-25|FEE-202302-10838|Service Fee|-114.60|service_fee|
2023-03-25|FEE-202303-88993|Withholding Tax|-14.74|withholding_tax|
2023-04-25|FEE-202304-59724|Cash Deposit Fee|-11.79|cash_deposit_fee|
2023-04-25|FEE-202304-56916|Service_Fee|-71.28|service_fee|
2023-04-25|FEE-202304-12658|Withholding Tax|-52.18|withholding_tax|
2023-05-25|FEE-202305-53964|Withholding_Tax|-10.61|withholding_tax|
2023-05-25|FEE-202305-16052|Cash_Deposit_Fee|-64.95|cash_deposit_fee|
