BANK STATEMENT|Keystone Retail Bank
ACCOUNT|207305020567544
CUSTOMER|IND22001880
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|3417.02
CLOSING_BALANCE|3012.17
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-25|FEE-202212-67654|Cash Deposit Fee|-48.99|cash_deposit_fee|
2023-01-25|FEE-202301-97214|Bank Charge|-34.39|bank_charge|
2023-01-25|FEE-202301-65091|Cash Deposit Fee|-103.16|cash_deposit_fee|
2023-01-25|FEE-202301-41210|Interest Income|2.66|interest_income|
2023-02-25|FEE-202302-65746|Service Fee|-7.74|service_fee|
2023-02-25|FEE-202302-95356|Bank Charge|-147.29|bank_charge|
2023-03-25|FEE-202303-39599|Interest_Income|1.08|interest_income|
2023-03-25|FEE-202303-90078|Cash_Deposit_Fee|-35.62|cash_deposit_fee|
2023-04-25|FEE-202304-61102|Interest_Income|2.17|interest_income|
2023-04-25|FEE-202304-36328|Bank Charge|-9.66|bank_charge|
2023-04-25|FEE-202304-73229|Withholding_Tax|-17.04|withholding_tax|
2023-05-25|FEE-202305-68293|Bank Charge|-6.87|bank_charge|
