BANK STATEMENT|Keystone Retail Bank
ACCOUNT|150205010572326
CUSTOMER|IND22008588
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|5937.22
CLOSING_BALANCE|4992.58
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-25|FEE-202212-71634|Service Fee|-145.56|service_fee|
2023-01-25|FEE-202301-80399|Cash_Deposit_Fee|-34.09|cash_deposit_fee|
2023-01-25|FEE-202301-18429|Bank Charge|-101.14|bank_charge|
2023-01-25|FEE-202301-22736|Service Fee|-8.25|service_fee|
2023-02-25|FEE-202302-93383|Interest_Income|4.41|interest_income|
2023-02-25|FEE-202302-89740|Cash Deposit Fee|-148.23|cash_deposit_fee|
2023-02-25|FEE-202302-28940|Service_Fee|-120.15|service_fee|
2023-03-25|FEE-202303-91479|Service Fee|-27.29|service_fee|
2023-04-25|FEE-202304-39060|Cash Deposit Fee|-135.74|cash_deposit_fee|
2023-04-25|FEE-202304-31878|Withholding Tax|-17.99|withholding_tax|
2023-05-25|FEE-202305-89626|Cash Deposit Fee|-89.80|cash_deposit_fee|
2023-05-25|FEE-202305-44896|Service Fee|-120.81|service_fee|
