BANK STATEMENT|Keystone Retail Bank
ACCOUNT|255005020573128
CUSTOMER|IND22004279
PERIOD|2022-12-01|2023-02-28
OPENING_BALANCE|12269.46
CLOSING_BALANCE|-12451.98
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-01|202212111728456|Utilities via online banking|-523.67|transactional|MTX202212000000131
2022-12-02|202212742123595|Groceries via mobile_banking_app|-597.87|transactional|MTX202212000000132
2022-12-03|202212553940512|Retail via mobile banking app|-577.99|transactional|MTX202212000000133
2022-12-05|202212195669877|Transfer via mobile banking app|-1169.35|transactional|MTX202212000000134
2022-12-05|202212141757330|Transfer via mobile banking app|-217.21|transactional|MTX202212000000135
2022-12-05|202212866187553|Transfer via mobile banking app|-379.47|transactional|MTX202212000000136
2022-12-06|202212263866147|Entertainment via mobile_banking_app|-67.46|transactional|MTX202212000000137
2022-12-06|202212919484416|Retail via ewallet|-404.12|transactional|MTX202212000000138
2022-12-06|202212377365600|Utilities via mobile banking app|-867.18|transactional|MTX202212000000139
2022-12-06|202212632067085|Airtime via mobile banking app|-35.01|transactional|MTX202212000000141
2022-12-06|202212926971328|Utilities via ussd|-795.58|transactional|MTX202212000000140
2022-12-08|202212389710404|Groceries via mobile banking app|-96.25|transactional|MTX202212000000143
2022-12-08|202212202187003|Groceries via pos|-125.53|transactional|MTX202212000000142
2022-12-08|202212422418496|Alcohol via ewallet|-154.38|transactional|MTX202212000000144
2022-12-09|202212181311550|Transport via contactless|-97.42|transactional|MTX202212000000145
2022-12-09|202212472142136|Entertainment via contactless|-251.69|transactional|MTX202212000000146
2022-12-09|202212818593715|Entertainment via contactless|-205.06|transactional|MTX202212000000147
2022-12-09|202212269748657|Airtime via ussd|-114.38|transactional|MTX202212000000148
2022-12-09|202212370101918|Utilities via mobile banking app|-585.23|transactional|MTX202212000000149
2022-12-12|202212572093604|Fuel via mobile banking app|-308.12|transactional|MTX202212000000150
2022-12-12|202212399786027|Transport via contactless|-10.00|transactional|MTX202212000000151
2022-12-13|202212980170830|Retail via ewallet|-1134.61|transactional|MTX202212000000153
2022-12-13|202212961727332|Groceries via mobile banking app|-478.65|transactional|MTX202212000000152
2022-12-14|202212921446644|Airtime via pos|-53.29|transactional|MTX202212000000154
2022-12-14|202212503432432|Airtime via mobile banking app|-38.05|transactional|MTX202212000000155
2022-12-14|202212412260979|Utilities via ussd|-751.93|transactional|MTX202212000000156
2022-12-14|202212578208057|Airtime via mobile banking app|-37.30|transactional|MTX202212000000157
2022-12-16|202212142641286|Alcohol via mobile banking app|-86.66|transactional|MTX202212000000158
2022-12-16|202212292373425|Utilities via mobile banking app|-575.20|transactional|MTX202212000000159
2022-12-17|202212359352902|Clothing via pos|-497.88|transactional|MTX202212000000160
2022-12-17|202212435880670|Retail via mobile_banking_app|-420.12|transactional|MTX202212000000162
2022-12-18|202212191783787|Retail via mobile banking app|-687.50|transactional|MTX202212000000163
2022-12-19|202212960825898|Airtime via mobile_banking_app|-36.03|transactional|MTX202212000000164
2022-12-19|202212823129540|Retail via ewallet|-474.33|transactional|MTX202212000000165
2022-12-19|202212841976148|Alcohol via contactless|-36.54|transactional|MTX202212000000166
2022-12-19|202212386834987|Airtime via mobile banking app|-10.00|transactional|MTX202212000000167
