BANK STATEMENT|Keystone Retail Bank
ACCOUNT|018305280568366
CUSTOMER|IND22013155
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|14715.75
CLOSING_BALANCE|-18202.48
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-01|202212776991383|Restaurants via atm|-420.33|transactional|MTX202212000028792
2022-12-02|202212601514968|Groceries via mobile banking app|-483.83|transactional|MTX202212000028793
2022-12-02|202212146681848|Utilities via online banking|-591.89|transactional|MTX202212000028794
2022-12-02|202212396785107|Retail via atm|-528.54|transactional|MTX202212000028795
2022-12-02|202212238590722|Retail via pos|-401.21|transactional|MTX202212000028796
2022-12-03|202212397982505|Groceries via contactless|-370.13|transactional|MTX202212000028797
2022-12-03|202212738747601|Clothing via contactless|-363.48|transactional|MTX202212000028798
2022-12-03|202212113261558|Alcohol via mobile banking app|-91.08|transactional|MTX202212000028799
2022-12-04|202212569493299|Restaurants via pos|-314.55|transactional|MTX202212000028800
2022-12-05|202212753400089|Fuel via pos|-751.80|transactional|MTX202212000028801
2022-12-05|202212263611265|Entertainment via online_banking|-524.03|transactional|MTX202212000028802
2022-12-06|202212758429473|Utilities via mobile banking app|-1015.05|transactional|MTX202212000028803
2022-12-06|202212542231950|Airtime via mobile banking app|-64.88|transactional|MTX202212000028804
2022-12-06|202212471258819|Restaurants via contactless|-469.70|transactional|MTX202212000028805
2022-12-06|202212942235693|Restaurants via online banking|-319.59|transactional|MTX202212000028806
2022-12-06|202212522700350|Transfer via mobile_banking_app|1745.86|transactional|MTX202212000028807
2022-12-07|202212179734317|Airtime via mobile_banking_app|-96.35|transactional|MTX202212000028808
2022-12-07|202212812151013|Transfer via online banking|-1153.73|transactional|MTX202212000028810
2022-12-07|202212163719469|Airtime via mobile banking app|-111.36|transactional|MTX202212000028809
2022-12-08|202212337085079|Entertainment via mobile banking app|-524.64|transactional|MTX202212000028811
2022-12-08|202212723061635|Airtime via mobile banking app|-109.47|transactional|MTX202212000028812
2022-12-08|202212656497149|Airtime via mobile banking app|-89.70|transactional|MTX202212000028813
2022-12-08|202212925903053|Transfer via mobile banking app|-1539.53|transactional|MTX202212000028814
2022-12-09|202212621726183|Groceries via contactless|-175.32|transactional|MTX202212000028815
2022-12-09|202212244574915|Retail via pos|-524.03|transactional|MTX202212000028816
2022-12-10|202212632653565|Airtime via mobile_banking_app|-116.09|transactional|MTX202212000028817
2022-12-11|202212926937463|Clothing via mobile_banking_app|-925.62|transactional|MTX202212000028818
2022-12-12|202212928473830|Groceries via pos|-694.24|transactional|MTX202212000028819
2022-12-12|202212380934746|Utilities via mobile banking app|-866.86|transactional|MTX202212000028820
2022-12-12|202212590162876|Airtime via online banking|-90.34|transactional|MTX202212000028821
2022-12-13|202212490878742|Groceries via mobile_banking_app|-382.78|transactional|MTX202212000028822
2022-12-13|202212470176213|Groceries via contactless|-115.93|transactional|MTX202212000028823
2022-12-13|202212897619333|Entertainment via online banking|-252.39|transactional|MTX202212000028824
2022-12-14|202212342576499|Transport via mobile banking app|-88.27|transactional|MTX202212000028825
2022-12-14|202212879721232|Groceries via pos|-346.62|transactional|MTX202212000028826
2022-12-14|202212506608427|Retail via pos|-694.50|transactional|MTX202212000028827
2022-12-15|202212555560537|Transfer via online banking|1334.70|transactional|MTX202212000028828
2022-12-15|202212729623716|Airtime via online_banking|-84.40|transactional|MTX202212000028829
2022-12-16|202212943189513|Groceries via mobile_banking_app|-285.98|transactional|MTX202212000028831
2022-12-16|202212563272936|Retail via mobile_banking_app|-946.21|transactional|MTX202212000028830
2022-12-18|202212610620739|Groceries via contactless|-439.43|transactional|MTX202212000028832
2022-12-19|202212394315282|Fuel via contactless|-423.22|transactional|MTX202212000028833
2022-12-19|202212542388364|Groceries via mobile banking app|-705.43|transactional|MTX202212000028834
2022-12-19|202212408321551|Groceries via online banking|-687.04|transactional|MTX202212000028835
2022-12-19|202212831991682|Transfer via mobile_banking_app|-1146.96|transactional|MTX202212000028836
2022-12-20|202212166772091|Airtime via mobile_banking_app|-18.40|transactional|MTX202212000028837
2022-12-20|202212208928342|Transport via mobile banking app|-135.61|transactional|MTX202212000028838
2022-12-21|202212572137379|Transfer via mobile_banking_app|-1052.49|transactional|MTX202212000028839
2022-12-21|202212321585408|Restaurants via online banking|-513.90|transactional|MTX202212000028841
2022-12-21|202212760670028|Airtime via online banking|-103.70|transactional|MTX202212000028843
2022-12-21|202212649642748|Transfer via mobile_banking_app|1102.10|transactional|MTX202212000028842
2022-12-22|202212835656946|Transfer via mobile banking app|-1724.69|transactional|MTX202212000028844
2022-12-22|202212361286854|Restaurants via mobile_banking_app|-428.49|transactional|MTX202212000028845
2022-12-22|202212270708616|Groceries via mobile banking app|-474.48|transactional|MTX202212000028846
2022-12-22|202212479849554|Transfer via mobile banking app|-50.81|transactional|MTX202212000028847
2022-12-23|202212870921614|Transport via mobile banking app|-68.03|transactional|MTX202212000028848
2022-12-23|202212611105695|Groceries via mobile banking app|-486.46|transactional|MTX202212000028849
2022-12-23|202212340173265|Airtime via mobile_banking_app|-148.10|transactional|MTX202212000028850
2022-12-23|202212304950009|Airtime via mobile banking app|-79.89|transactional|MTX202212000028851
2022-12-24|202212390471782|Retail via mobile banking app|-896.83|transactional|MTX202212000028852
2022-12-25|202212706072787|Groceries via pos|-770.77|transactional|MTX202212000028853
2022-12-25|FEE-202212-46917|Bank Charge|-36.93|bank_charge|
2022-12-26|202212839032214|Groceries via pos|-351.37|transactional|MTX202212000028854
2022-12-27|202212244727791|Utilities via mobile banking app|-861.73|transactional|MTX202212000028855
2022-12-27|202212948382416|Fuel via mobile banking app|-2041.68|transactional|MTX202212000028856
2022-12-27|202212651965042|Retail via mobile banking app|-579.45|transactional|MTX202212000028857
2022-12-27|202212267985227|Restaurants via contactless|-69.58|transactional|MTX202212000028858
2022-12-28|202212634236339|Restaurants via contactless|-189.81|transactional|MTX202212000028860
2022-12-28|202212718443047|Alcohol via online banking|-728.49|transactional|MTX202212000028862
2022-12-28|202212686447004|Entertainment via pos|-357.15|transactional|MTX202212000028861
2022-12-29|202212241099137|Airtime via online banking|-85.20|transactional|MTX202212000028863
2022-12-29|202212745263872|Retail via mobile banking app|-822.49|transactional|MTX202212000028864
2022-12-30|202212813731835|Retail via mobile banking app|-649.64|transactional|MTX202212000028865
2022-12-30|202212569986702|Fuel via contactless|-478.35|transactional|MTX202212000028866
2022-12-30|202212112633131|Transport via contactless|-139.24|transactional|MTX202212000028867
2022-12-30|202212854889679|Transfer via mobile banking app|-1321.85|transactional|MTX202212000028868
2022-12-31|202212866874569|Entertainment via mobile banking app|-156.31|transactional|MTX202212000028869
2022-12-31|202212883353447|Restaurants via mobile_banking_app|-506.12|transactional|MTX202212000028870
2023-01-25|FEE-202301-85686|Bank Charge|-121.10|bank_charge|
2023-01-25|FEE-202301-38669|Withholding Tax|-50.99|withholding_tax|
2023-01-25|FEE-202301-45795|Interest_Income|2.70|interest_income|
2023-02-25|FEE-202302-33122|Service Fee|-17.35|service_fee|
2023-02-25|FEE-202302-84051|Withholding_Tax|-43.91|withholding_tax|
2023-03-25|FEE-202303-60735|Interest Income|4.01|interest_income|
2023-03-25|FEE-202303-41249|Withholding Tax|-20.97|withholding_tax|
2023-04-25|FEE-202304-76625|Interest_Income|4.03|interest_income|
2023-04-25|FEE-202304-22891|Bank_Charge|-72.93|bank_charge|
2023-05-25|FEE-202305-44782|Withholding Tax|-4.88|withholding_tax|
2023-05-25|FEE-202305-20314|Bank Charge|-124.93|bank_charge|
