BANK STATEMENT|Keystone Retail Bank
ACCOUNT|261550010571413
CUSTOMER|IND22001252
PERIOD|2022-12-01|2023-05-31
OPENING_BALANCE|17067.85
CLOSING_BALANCE|16327.82
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-25|FEE-202212-65910|Bank_Charge|-43.53|bank_charge|
2022-12-25|FEE-202212-12927|Cash_Deposit_Fee|-122.20|cash_deposit_fee|
2023-01-25|FEE-202301-42250|Service Fee|-119.69|service_fee|
2023-02-25|FEE-202302-55318|Bank Charge|-85.06|bank_charge|
2023-02-25|FEE-202302-22500|Withholding Tax|-11.02|withholding_tax|
2023-03-25|FEE-202303-67330|Withholding Tax|-28.69|withholding_tax|
2023-03-25|FEE-202303-85437|Bank_Charge|-49.60|bank_charge|
2023-04-25|FEE-202304-81663|Interest Income|3.82|interest_income|
2023-04-25|FEE-202304-20474|Cash_Deposit_Fee|-94.54|cash_deposit_fee|
2023-05-25|FEE-202305-20222|Bank_Charge|-97.20|bank_charge|
2023-05-25|FEE-202305-46643|Cash_Deposit_Fee|-92.32|cash_deposit_fee|
