BANK STATEMENT|Keystone Retail Bank
ACCOUNT|231705030569448
CUSTOMER|IND22002391
PERIOD|2022-12-01|2023-02-28
OPENING_BALANCE|4965.92
CLOSING_BALANCE|-18467.78
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2022-12-01|202212338804809|Airtime via mobile banking app|-136.57|transactional|MTX202212000006604
2022-12-02|202212423592828|Airtime via mobile_banking_app|-10.00|transactional|MTX202212000006605
2022-12-02|202212600165390|Restaurants via pos|-31.49|transactional|MTX202212000006606
2022-12-02|202212583445493|Airtime via mobile banking app|-59.63|transactional|MTX202212000006607
2022-12-03|202212898927907|Restaurants via atm|-332.55|transactional|MTX202212000006608
2022-12-04|202212341590452|Fuel via contactless|-457.10|transactional|MTX202212000006609
2022-12-04|202212404051261|Restaurants via pos|-237.28|transactional|MTX202212000006610
2022-12-06|202212447349554|Utilities via mobile banking app|-568.67|transactional|MTX202212000006611
2022-12-07|202212563891866|Airtime via mobile banking app|-33.39|transactional|MTX202212000006612
2022-12-08|202212573500291|Transport via pos|-14.44|transactional|MTX202212000006614
2022-12-08|202212484653273|Transport via mobile banking app|-51.49|transactional|MTX202212000006613
2022-12-08|202212172193476|Fuel via mobile banking app|-816.76|transactional|MTX202212000006615
2022-12-08|202212966188161|Groceries via pos|-325.61|transactional|MTX202212000006616
2022-12-08|202212858594355|Retail via pos|-489.99|transactional|MTX202212000006617
2022-12-09|202212280602946|Groceries via mobile_banking_app|-279.82|transactional|MTX202212000006619
2022-12-09|202212435749996|Fuel via contactless|-432.13|transactional|MTX202212000006618
2022-12-09|202212365997867|Retail via contactless|-381.99|transactional|MTX202212000006620
2022-12-09|202212546154621|Entertainment via pos|-278.59|transactional|MTX202212000006621
2022-12-09|202212161728251|Utilities via mobile banking app|-582.28|transactional|MTX202212000006622
2022-12-11|202212385667449|Groceries via contactless|-343.12|transactional|MTX202212000006624
2022-12-11|202212639033410|Restaurants via pos|-112.92|transactional|MTX202212000006623
2022-12-12|202212474317395|Alcohol via mobile banking app|-195.60|transactional|MTX202212000006625
2022-12-13|202212954087412|Fuel via mobile_banking_app|-211.41|transactional|MTX202212000006627
2022-12-13|202212562074026|Groceries via pos|-1000.00|transactional|MTX202212000006626
2022-12-13|202212486693008|Restaurants via pos|-237.89|transactional|MTX202212000006628
2022-12-14|202212547124047|Retail via mobile banking app|-236.92|transactional|MTX202212000006629
2022-12-14|202212706005966|Transport via mobile_banking_app|-50.24|transactional|MTX202212000006630
2022-12-14|202212453890306|Groceries via ewallet|-178.31|transactional|MTX202212000006631
2022-12-14|202212499466187|Retail via mobile banking app|-243.16|transactional|MTX202212000006632
2022-12-14|202212130389450|Groceries via pos|-196.08|transactional|MTX202212000006633
2022-12-14|202212125839055|Retail via mobile_banking_app|-630.91|transactional|MTX202212000006635
2022-12-14|202212142493636|Restaurants via contactless|-481.95|transactional|MTX202212000006634
2022-12-15|202212377973248|Airtime via mobile banking app|-46.11|transactional|MTX202212000006636
