transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL202300000001,ACC0001282,IND19007129,LN2019010000002,LDO20230000001,55,2023-08-14,04:07:01,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,0.69,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000002,ACC0000071,IND19001466,LN2019010000009,LDO20230000001,55,2023-08-31,04:12:10,1690.4,Debit,Completed,,Loan Payment - LN2019010000009 - Partial,False,,0.56,,Automated,Home Loan,partial_payment,False,loan_payment_generator
TXNL202300000003,ACC0001490,IND19011784,LN2019010000010,LDO20230000001,55,2023-08-23,04:06:27,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,1.97,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000004,ACC0000278,IND19005139,LN2019010000015,LDO20230000002,55,2023-08-29,04:41:54,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,0.86,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000005,ACC0000597,IND19000749,LN2019010000017,LDO20230000001,55,2023-08-22,02:31:57,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.23,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000006,ACC0000731,IND19012784,LN2019010000018,LDO20230000003,55,2023-08-30,03:56:15,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.13,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000007,ACC0000761,IND19003341,LN2019010000037,LDO20230000006,54,2023-08-10,04:02:18,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,1.41,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000008,ACC0000305,IND19009608,LN2019010000064,LDO20230000007,55,2023-08-15,03:44:16,2594.15,Debit,Completed,,Loan Payment - LN2019010000064,False,,1.18,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202300000009,ACC0000093,IND19006568,LN2019010000071,LDO20230000008,55,2023-08-13,04:48:32,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,1.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000010,ACC0000412,IND19013952,LN2019010000075,LDO20230000003,55,2023-08-31,02:23:18,3629.72,Debit,Completed,,Loan Payment - LN2019010000075,False,,0.44,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000011,ACC0000227,IND19010979,LN2019010000078,LDO20230000009,55,2023-08-13,02:54:08,686.25,Debit,Completed,,Loan Payment - LN2019010000078,False,,0.17,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000012,ACC0001439,IND19009694,LN2019010000095,LDO20230000005,55,2023-08-18,04:38:08,1221.56,Debit,Completed,,Loan Payment - LN2019010000095,False,,0.46,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000013,ACC0000263,IND19010479,LN2019010000097,LDO20230000006,55,2023-08-14,03:44:30,5630.01,Debit,Completed,,Loan Payment - LN2019010000097,False,,0.85,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000014,ACC0000410,IND19006375,LN2019010000101,LDO20230000012,55,2023-08-22,03:10:42,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,0.08,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000015,ACC0000187,IND19005404,LN2019010000103,LDO20230000002,55,2023-08-29,03:08:27,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,1.57,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000016,ACC0000901,IND19009242,LN2019010000104,LDO20230000001,55,2023-08-28,04:15:39,2070.51,Debit,Completed,,Loan Payment - LN2019010000104,False,,1.37,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202300000017,ACC0000365,IND19005374,LN2019010000112,LDO20230000013,55,2023-08-20,03:05:25,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,1.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000018,ACC0000066,IND19000708,LN2019010000114,LDO20230000014,55,2023-08-24,02:06:29,3062.01,Debit,Completed,,Loan Payment - LN2019010000114,False,,0.36,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000019,ACC0000146,IND19003418,LN2019010000122,LDO20230000007,54,2023-08-04,03:27:33,1173.8,Debit,Completed,,Loan Payment - LN2019010000122,False,,0.71,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202300000020,ACC0000812,IND19000596,LN2019010000123,LDO20230000016,54,2023-08-08,03:36:31,3065.36,Debit,Completed,,Loan Payment - LN2019010000123,False,,0.42,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000021,ACC0000726,IND19012497,LN2019010000124,LDO20230000008,55,2023-08-13,02:36:59,371.99,Debit,Completed,,Loan Payment - LN2019010000124,False,,0.53,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000022,ACC0000959,IND19007081,LN2019010000129,LDO20230000003,55,2023-08-14,04:51:15,1082.28,Debit,Completed,,Loan Payment - LN2019010000129,False,,1.53,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000023,ACC0001601,IND19014936,LN2019010000149,LDO20230000011,55,2023-08-13,02:33:41,1342.76,Debit,Completed,,Loan Payment - LN2019010000149,False,,1.52,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000024,ACC0000615,IND19010153,LN2019010000152,LDO20230000004,55,2023-08-20,02:18:55,3016.9,Debit,Completed,,Loan Payment - LN2019010000152,False,,1.62,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000025,ACC0001092,IND19002621,LN2019010000162,LDO20230000018,55,2023-08-27,04:20:34,1579.38,Debit,Completed,,Loan Payment - LN2019010000162,False,,1.17,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000026,ACC0001221,IND19011832,LN2019010000190,LDO20230000020,55,2023-08-15,04:18:05,5061.94,Debit,Completed,,Loan Payment - LN2019010000190,False,,0.68,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000027,ACC0000224,IND19008065,LN2019010000206,LDO20230000002,55,2023-08-14,02:24:35,1575.25,Debit,Completed,,Loan Payment - LN2019010000206,False,,0.01,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000028,ACC0000708,IND19015529,LN2019010000217,LDO20230000013,55,2023-08-27,02:57:04,1520.07,Debit,Completed,,Loan Payment - LN2019010000217,False,,0.18,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000029,ACC0001510,IND19016623,LN2019010000221,LDO20230000014,55,2023-08-19,04:35:37,4093.97,Debit,Completed,,Loan Payment - LN2019010000221,False,,1.72,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000030,ACC0001340,IND19008807,LN2019010000234,LDO20230000022,55,2023-08-31,03:29:13,1707.41,Debit,Completed,,Loan Payment - LN2019010000234,False,,0.9,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
