transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL202300000001,ACC0001282,IND19007129,LN2019010000002,LDO20230000001,58,2023-11-14,04:34:45,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,0.61,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000002,ACC0000071,IND19001466,LN2019010000009,LDO20230000001,58,2023-11-30,02:40:01,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,1.83,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000003,ACC0001490,IND19011784,LN2019010000010,LDO20230000001,58,2023-11-23,02:12:09,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,0.25,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000004,ACC0000278,IND19005139,LN2019010000015,LDO20230000002,58,2023-11-29,04:04:04,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,1.06,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000005,ACC0000597,IND19000749,LN2019010000017,LDO20230000001,58,2023-11-22,02:36:15,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.06,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000006,ACC0000731,IND19012784,LN2019010000018,LDO20230000003,58,2023-11-30,04:04:04,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.69,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000007,ACC0000999,IND19000704,LN2019010000021,LDO20230000004,58,2023-11-30,04:40:11,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,1.29,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000008,ACC0000362,IND19010400,LN2019010000034,LDO20230000005,58,2023-11-20,04:45:07,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,1.74,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000009,ACC0000761,IND19003341,LN2019010000037,LDO20230000006,57,2023-11-10,03:05:32,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,0.95,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000010,ACC0000305,IND19009608,LN2019010000064,LDO20230000007,58,2023-11-15,02:10:53,2594.15,Debit,Completed,,Loan Payment - LN2019010000064,False,,0.64,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202300000011,ACC0000093,IND19006568,LN2019010000071,LDO20230000008,58,2023-11-13,02:09:32,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,0.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000012,ACC0000412,IND19013952,LN2019010000075,LDO20230000003,58,2023-11-30,02:52:00,3629.72,Debit,Completed,,Loan Payment - LN2019010000075,False,,0.04,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000013,ACC0000227,IND19010979,LN2019010000078,LDO20230000009,58,2023-11-13,03:27:32,686.25,Debit,Completed,,Loan Payment - LN2019010000078,False,,0.34,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000014,ACC0001439,IND19009694,LN2019010000095,LDO20230000005,58,2023-11-18,04:54:54,1221.56,Debit,Completed,,Loan Payment - LN2019010000095,False,,1.46,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000015,ACC0000263,IND19010479,LN2019010000097,LDO20230000006,58,2023-11-14,03:57:30,5630.01,Debit,Completed,,Loan Payment - LN2019010000097,False,,1.93,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000016,ACC0000410,IND19006375,LN2019010000101,LDO20230000012,58,2023-11-22,02:27:55,637.42,Debit,Completed,,Loan Payment - LN2019010000101 - Partial,False,,1.76,,Automated,Home Loan,partial_payment,False,loan_payment_generator
TXNL202300000017,ACC0000187,IND19005404,LN2019010000103,LDO20230000002,58,2023-11-29,02:12:06,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,0.7,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000018,ACC0000901,IND19009242,LN2019010000104,LDO20230000001,58,2023-11-28,02:17:13,2070.51,Debit,Completed,,Loan Payment - LN2019010000104,False,,0.54,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202300000019,ACC0000365,IND19005374,LN2019010000112,LDO20230000013,58,2023-11-20,03:57:23,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,0.59,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000020,ACC0000066,IND19000708,LN2019010000114,LDO20230000014,58,2023-11-24,03:44:16,3062.01,Debit,Completed,,Loan Payment - LN2019010000114,False,,1.18,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202300000021,ACC0000146,IND19003418,LN2019010000122,LDO20230000007,57,2023-11-04,04:07:17,1173.8,Debit,Completed,,Loan Payment - LN2019010000122,False,,1.17,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202300000022,ACC0000812,IND19000596,LN2019010000123,LDO20230000016,57,2023-11-08,03:09:10,3065.36,Debit,Completed,,Loan Payment - LN2019010000123,False,,0.42,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000023,ACC0000726,IND19012497,LN2019010000124,LDO20230000008,58,2023-11-13,02:38:14,371.99,Debit,Completed,,Loan Payment - LN2019010000124,False,,1.58,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202300000024,ACC0000959,IND19007081,LN2019010000129,LDO20230000003,58,2023-11-14,03:37:14,1082.28,Debit,Completed,,Loan Payment - LN2019010000129,False,,0.25,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
