reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,Keystone Retail Bank,198765270358712,3,2021-12-01,2022-02-28 23:59:59,5314.72,-18923.09,83,78,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035871_202112_202202_3M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035871_202112_202202_3M_statement.txt
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,Keystone Retail Bank,175605020358721,6,2021-12-01,2022-05-31 23:59:59,8860.91,-1045.22,83,68,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035872_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035872_202112_202205_6M_statement.txt
RECON-202112-ACC0035873-3M,ACC0035873,IND21008713,Keystone Retail Bank,214305280358739,3,2021-12-01,2022-02-28 23:59:59,16064.05,15445.15,8,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035873_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035873_202112_202202_3M_statement.xml
RECON-202112-ACC0035874-6M,ACC0035874,IND21014414,Keystone Retail Bank,150205030358744,6,2021-12-01,2022-05-31 23:59:59,2575.95,2138.81,11,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035874_202112_202205_6M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035874_202112_202205_6M_statement.csv
RECON-202112-ACC0035875-6M,ACC0035875,IND21011541,Keystone Retail Bank,051001270358751,6,2021-12-01,2022-05-31 23:59:59,10725.13,10125.54,15,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035875_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035875_202112_202205_6M_statement.txt
RECON-202112-ACC0035876-3M,ACC0035876,IND21005579,Keystone Retail Bank,168305020358765,3,2021-12-01,2022-02-28 23:59:59,9354.54,-5063.8,70,65,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035876_202112_202202_3M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035876_202112_202202_3M_statement.csv
RECON-202112-ACC0035877-6M,ACC0035877,IND21009167,Keystone Retail Bank,164605030358778,6,2021-12-01,2022-05-31 23:59:59,7751.73,6941.81,8,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035877_202112_202205_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035877_202112_202205_6M_statement.xml
RECON-202112-ACC0035878-6M,ACC0035878,IND21005174,Keystone Retail Bank,198765280358784,6,2021-12-01,2022-05-31 23:59:59,2062.29,1395.73,13,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035878_202112_202205_6M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035878_202112_202205_6M_statement.csv
RECON-202112-ACC0035879-6M,ACC0035879,IND21006194,Keystone Retail Bank,168305010358793,6,2021-12-01,2022-05-31 23:59:59,3042.99,2321.95,14,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035879_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035879_202112_202205_6M_statement.txt
RECON-202112-ACC0035880-6M,ACC0035880,IND21003620,Keystone Retail Bank,207305020358805,6,2021-12-01,2022-05-31 23:59:59,14123.3,-13865.04,83,68,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035880_202112_202205_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035880_202112_202205_6M_statement.xml
RECON-202112-ACC0035881-6M,ACC0035881,IND21003620,Keystone Retail Bank,207305030358813,6,2021-12-01,2022-05-31 23:59:59,5050.48,4459.24,9,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035881_202112_202205_6M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035881_202112_202205_6M_statement.csv
RECON-202112-ACC0035882-6M,ACC0035882,IND21004053,Keystone Retail Bank,463105010358824,6,2021-12-01,2022-05-31 23:59:59,10536.61,-11340.04,88,75,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035882_202112_202205_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035882_202112_202205_6M_statement.xml
RECON-202112-ACC0035883-3M,ACC0035883,IND21014186,Keystone Retail Bank,261550030358830,3,2021-12-01,2022-02-28 23:59:59,16191.61,15931.29,4,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035883_202112_202202_3M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035883_202112_202202_3M_statement.txt
RECON-202112-ACC0035884-3M,ACC0035884,IND21012186,Keystone Retail Bank,242305030358846,3,2021-12-01,2022-02-28 23:59:59,12131.08,-16436.74,92,86,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035884_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035884_202112_202202_3M_statement.xml
RECON-202112-ACC0035885-3M,ACC0035885,IND21008818,Keystone Retail Bank,250955270358854,3,2021-12-01,2022-02-28 23:59:59,7894.15,-17548.91,73,69,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035885_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035885_202112_202202_3M_statement.xml
RECON-202112-ACC0035887-6M,ACC0035887,IND21011503,Keystone Retail Bank,470010270358878,6,2021-12-01,2022-05-31 23:59:59,17459.21,16508.32,12,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035887_202112_202205_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035887_202112_202205_6M_statement.xml
RECON-202112-ACC0035888-3M,ACC0035888,IND21005000,Keystone Retail Bank,164605030358885,3,2021-12-01,2022-02-28 23:59:59,13900.35,13322.45,8,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035888_202112_202202_3M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035888_202112_202202_3M_statement.csv
RECON-202112-ACC0035889-3M,ACC0035889,IND21007116,Keystone Retail Bank,242305270358893,3,2021-12-01,2022-02-28 23:59:59,7265.49,-5958.77,56,49,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035889_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035889_202112_202202_3M_statement.xml
RECON-202112-ACC0035891-6M,ACC0035891,IND21004578,Keystone Retail Bank,050310280358918,6,2021-12-01,2022-05-31 23:59:59,12991.17,12280.96,12,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035891_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035891_202112_202205_6M_statement.txt
RECON-202112-ACC0035892-6M,ACC0035892,IND21011209,Keystone Retail Bank,018505030358929,6,2021-12-01,2022-05-31 23:59:59,8404.23,-1617.98,70,56,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035892_202112_202205_6M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035892_202112_202205_6M_statement.csv
RECON-202112-ACC0035893-6M,ACC0035893,IND21013191,Keystone Retail Bank,018305280358931,6,2021-12-01,2022-05-31 23:59:59,7754.0,7292.12,12,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035893_202112_202205_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035893_202112_202205_6M_statement.xml
RECON-202112-ACC0035894-6M,ACC0035894,IND21003327,Keystone Retail Bank,018305010358941,6,2021-12-01,2022-05-31 23:59:59,7653.15,7268.97,10,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035894_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035894_202112_202205_6M_statement.txt
RECON-202112-ACC0035895-3M,ACC0035895,IND21015354,Keystone Retail Bank,231805270358953,3,2021-12-01,2022-02-28 23:59:59,17061.01,16673.98,6,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035895_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035895_202112_202202_3M_statement.xml
RECON-202112-ACC0035896-3M,ACC0035896,IND21011711,Keystone Retail Bank,210705030358965,3,2021-12-01,2022-02-28 23:59:59,11598.04,-17494.04,87,82,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035896_202112_202202_3M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035896_202112_202202_3M_statement.csv
RECON-202112-ACC0035897-6M,ACC0035897,IND21000290,Keystone Retail Bank,463005020358977,6,2021-12-01,2022-05-31 23:59:59,14444.78,-14397.68,75,64,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035897_202112_202205_6M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035897_202112_202205_6M_statement.csv
RECON-202112-ACC0035898-3M,ACC0035898,IND21013004,Keystone Retail Bank,203705020358989,3,2021-12-01,2022-02-28 23:59:59,15964.47,15552.19,8,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035898_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035898_202112_202202_3M_statement.xml
RECON-202112-ACC0035899-6M,ACC0035899,IND21013004,Keystone Retail Bank,203705030358997,6,2021-12-01,2022-05-31 23:59:59,7209.71,6400.77,14,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035899_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035899_202112_202205_6M_statement.txt
RECON-202112-ACC0035900-3M,ACC0035900,IND21015023,Keystone Retail Bank,125505030359001,3,2021-12-01,2022-02-28 23:59:59,3559.98,-21546.01,56,49,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035900_202112_202202_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035900_202112_202202_3M_statement.xml
RECON-202112-ACC0035901-6M,ACC0035901,IND21010727,Keystone Retail Bank,430010270359013,6,2021-12-01,2022-05-31 23:59:59,6273.71,5475.25,13,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035901_202112_202205_6M_statement.pdf,CSV,reconciliation_analysis\2021\bank_statement_source_files\csv\ACC0035901_202112_202205_6M_statement.csv
RECON-202112-ACC0035902-6M,ACC0035902,IND21010727,Keystone Retail Bank,430110030359029,6,2021-12-01,2022-05-31 23:59:59,4892.38,4548.82,8,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035902_202112_202205_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2021\bank_statement_source_files\iso20022_camt053_xml\ACC0035902_202112_202205_6M_statement.xml
RECON-202112-ACC0035903-3M,ACC0035903,IND21011925,Keystone Retail Bank,280605270359031,3,2021-12-01,2022-02-28 23:59:59,770.96,-8065.03,53,47,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035903_202112_202202_3M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035903_202112_202202_3M_statement.txt
RECON-202112-ACC0035904-6M,ACC0035904,IND21005788,Keystone Retail Bank,250655280359042,6,2021-12-01,2022-05-31 23:59:59,8576.88,8094.59,12,0,reconciliation_analysis\2021\bank_statement_pdfs\ACC0035904_202112_202205_6M_statement.pdf,TXT,reconciliation_analysis\2021\bank_statement_source_files\txt\ACC0035904_202112_202205_6M_statement.txt
