BANK STATEMENT|Keystone Retail Bank
ACCOUNT|200305021189375
CUSTOMER|IND19000069
PERIOD|2019-12-01|2020-05-31
OPENING_BALANCE|9434.79
CLOSING_BALANCE|8971.75
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2019-12-25|FEE-201912-62536|Withholding_Tax|-44.97|withholding_tax|
2019-12-25|FEE-201912-98969|Bank_Charge|-43.32|bank_charge|
2020-01-25|FEE-202001-99566|Interest Income|0.63|interest_income|
2020-01-25|FEE-202001-78569|Cash_Deposit_Fee|-65.15|cash_deposit_fee|
2020-01-25|FEE-202001-23391|Withholding_Tax|-61.72|withholding_tax|
2020-02-25|FEE-202002-60630|Bank Charge|-130.79|bank_charge|
2020-03-25|FEE-202003-56866|Service Fee|-32.02|service_fee|
2020-03-25|FEE-202003-21578|Interest Income|4.39|interest_income|
2020-04-25|FEE-202004-36120|Interest Income|2.18|interest_income|
2020-04-25|FEE-202004-10004|Bank Charge|-11.76|bank_charge|
2020-05-25|FEE-202005-81558|Withholding_Tax|-59.86|withholding_tax|
2020-05-25|FEE-202005-66412|Bank Charge|-20.65|bank_charge|
