case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202508-00001,ACC0026307,IND21005606,675.17,7,pre_delinquent,2025-08-17,app_message,,,,open,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order. Legal letter sent via registered post. Awaiting response before summons.
COLL-202508-00002,ACC0014745,IND19000578,1053.59,12,pre_delinquent,2025-08-23,email,,,,open,Fatima Patel,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Promise to pay recorded after outbound call. Follow-up scheduled."
COLL-202508-00003,ACC0048183,IND22000606,1739.13,88,late_collections,2025-08-21,letter,590.99,2025-08-19,payment_holiday,closed,Johan Botha,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: payment holiday."
COLL-202508-00004,ACC0012218,IND19008337,1670.98,75,late_collections,2025-08-13,phone_call,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202508-00005,ACC0000588,IND19011813,1532.84,35,early_collections,2025-08-15,letter,,,,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end."
COLL-202508-00006,ACC0093015,IND24007279,2801.04,98,legal,2025-08-24,app_message,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.
COLL-202508-00007,ACC0023127,IND21010339,5060.25,82,late_collections,2025-08-14,email,,,payment_holiday,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R750 communicated; customer requested until month-end. Arrangement: payment holiday.
COLL-202508-00008,ACC0071245,IND23017720,926.82,112,legal,2025-08-21,branch_visit,,,,open,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R500 by month-end. Escalating to legal."
COLL-202508-00009,ACC0055059,IND22012792,5757.9,73,late_collections,2025-08-03,branch_visit,,,extended_term,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 14 July. Arrangement: extended term.
COLL-202508-00010,ACC0033201,IND21007293,763.41,103,legal,2025-08-20,phone_call,283.29,2025-08-25,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required. Escalating to legal."
COLL-202508-00011,ACC0068314,IND23012288,8542.5,34,early_collections,2025-08-20,email,,,,open,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R500 by month-end."
COLL-202508-00012,ACC0102647,IND25006133,1154.45,73,late_collections,2025-08-01,branch_visit,,,,closed,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202508-00013,ACC0092567,IND24014166,752.1,27,pre_delinquent,2025-08-07,email,,,,closed,David Govender,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202508-00014,ACC0065098,IND23002669,1454.7,42,early_collections,2025-08-29,branch_visit,291.02,2025-08-29,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202508-00015,ACC0104863,IND25010953,3733.07,212,write_off,2025-08-18,phone_call,,,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 19 March.
COLL-202508-00016,ACC0112407,COM25000261,3678.73,8,pre_delinquent,2025-08-24,sms,,,,closed,Fatima Patel,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202508-00017,ACC0056056,IND22024929,4601.19,68,late_collections,2025-08-08,letter,1898.91,2025-08-05,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202508-00018,ACC0055530,IND22023088,2168.17,12,pre_delinquent,2025-08-03,phone_call,834.64,2025-08-21,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202508-00019,ACC0067781,IND23013872,821.62,27,pre_delinquent,2025-08-29,branch_visit,,,,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
