response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202107-0000001,CAMP-2021-004,IND21007015,,2021-07-11,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000002,CAMP-2021-004,IND21004444,ACC0031098,2021-07-12,complained,,app_push,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202107-0000003,CAMP-2021-004,IND21004740,ACC0030766,2021-07-08,opened,,email,Customer opened or viewed the campaign message.
RESP-202107-0000004,CAMP-2021-004,IND21014204,,2021-07-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000005,CAMP-2021-004,IND21003070,,2021-07-10,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000006,CAMP-2021-004,IND21007728,ACC0030914,2021-07-08,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000007,CAMP-2021-004,IND21008644,ACC0030761,2021-07-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000008,CAMP-2021-004,IND21005825,ACC0030491,2021-07-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000009,CAMP-2021-004,IND21006217,,2021-07-16,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202107-0000010,CAMP-2021-004,IND21006626,ACC0030924,2021-07-08,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000011,CAMP-2021-004,IND21009787,ACC0031126,2021-07-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000012,CAMP-2021-004,IND21007360,ACC0030858,2021-07-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000013,CAMP-2021-004,IND21010382,ACC0030271,2021-07-01,opened,,email,Customer opened or viewed the campaign message.
RESP-202107-0000014,CAMP-2021-004,IND21003324,,2021-07-09,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000015,CAMP-2021-004,IND21006032,ACC0030748,2021-07-10,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000016,CAMP-2021-004,IND21006620,ACC0030692,2021-07-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000017,CAMP-2021-004,IND21009175,ACC0031234,2021-07-02,opened,,email,Customer opened or viewed the campaign message.
RESP-202107-0000018,CAMP-2021-004,IND21008230,ACC0031246,2021-07-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000019,CAMP-2021-004,IND21005862,ACC0030368,2021-07-01,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000020,CAMP-2021-004,IND21008242,ACC0030308,2021-07-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000021,CAMP-2021-004,IND21008128,ACC0030422,2021-07-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000022,CAMP-2021-004,IND21009392,ACC0030978,2021-07-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000023,CAMP-2021-004,IND21011801,ACC0030532,2021-07-05,opened,,email,Customer opened or viewed the campaign message.
RESP-202107-0000024,CAMP-2021-004,IND21002309,ACC0030549,2021-07-16,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000025,CAMP-2021-004,IND21002825,ACC0030390,2021-07-14,converted,330.0,email,Customer accepted offer for digital_wallet through email.
RESP-202107-0000026,CAMP-2021-004,IND21001865,ACC0030176,2021-07-10,opened,,email,Customer opened or viewed the campaign message.
RESP-202107-0000027,CAMP-2021-004,IND21011435,ACC0030659,2021-07-09,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202107-0000028,CAMP-2021-004,IND21007574,ACC0030360,2021-07-07,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000029,CAMP-2021-004,IND21011259,ACC0030497,2021-07-15,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000030,CAMP-2021-004,IND21011927,ACC0031044,2021-07-07,opened,,email,Customer opened or viewed the campaign message.
RESP-202107-0000031,CAMP-2021-004,IND21008711,ACC0030375,2021-07-05,ignored,,email,No direct action recorded after campaign exposure.
RESP-202107-0000032,CAMP-2021-004,IND21014572,ACC0031259,2021-07-13,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202107-0000033,CAMP-2021-004,IND21011245,ACC0031048,2021-07-05,ignored,,email,No direct action recorded after campaign exposure.
