statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0099202-000001,ACC0099202,2024-12-01 11:34:03,2024-12-01,Restaurants via mobile_banking_app,202412209674046,-655.95,transactional,False,,0,,MTX202412000023779
BST-ACC0099202-000002,ACC0099202,2024-12-01 12:11:02,2024-12-01,Clothing via atm,202412703076449,-687.84,transactional,False,,0,,MTX202412000023780
BST-ACC0099202-000003,ACC0099202,2024-12-02 18:55:26,2024-12-02,Groceries via contactless,202412336160132,-439.2,transactional,False,,0,,MTX202412000023781
BST-ACC0099202-000004,ACC0099202,2024-12-03 06:37:27,2024-12-03,Fuel via pos,202412352752028,-874.09,transactional,False,,0,,MTX202412000023782
BST-ACC0099202-000005,ACC0099202,2024-12-03 11:45:39,2024-12-03,Airtime via online banking,202412838210661,-78.87,transactional,False,,0,,MTX202412000023783
BST-ACC0099202-000006,ACC0099202,2024-12-03 12:58:09,2024-12-03,Groceries via pos,202412346105258,-158.95,transactional,False,,0,,MTX202412000023784
BST-ACC0099202-000007,ACC0099202,2024-12-03 22:33:30,2024-12-03,Utilities via mobile_banking_app,202412152981292,-1295.4,transactional,False,,0,,MTX202412000023785
BST-ACC0099202-000008,ACC0099202,2024-12-03 22:34:44,2024-12-03,Utilities via online_banking,202412962524657,-1441.02,transactional,False,,0,,MTX202412000023786
BST-ACC0099202-000009,ACC0099202,2024-12-04 13:16:24,2024-12-04,Restaurants via contactless,202412269292363,-382.28,transactional,False,,0,,MTX202412000023787
BST-ACC0099202-000010,ACC0099202,2024-12-04 13:29:49,2024-12-04,Groceries via atm,202412525804278,-344.42,transactional,False,,0,,MTX202412000023788
BST-ACC0099202-000011,ACC0099202,2024-12-04 20:08:10,2024-12-04,Restaurants via pos,202412633495510,-485.67,transactional,False,,0,,MTX202412000023789
BST-ACC0099202-000012,ACC0099202,2024-12-04 20:12:00,2024-12-04,Restaurants via pos,202412633495510,-485.67,transactional,False,,0,,MTX202412000023789-DUP
BST-ACC0099202-000013,ACC0099202,2024-12-04 21:02:41,2024-12-04,Airtime via ussd,202412217322071,-67.26,transactional,False,,0,,MTX202412000023790
BST-ACC0099202-000014,ACC0099202,2024-12-04 21:43:40,2024-12-04,Utilities via mobile banking app,202412989489167,-753.88,transactional,False,,0,,MTX202412000023791
BST-ACC0099202-000015,ACC0099202,2024-12-05 07:19:10,2024-12-05,Groceries via pos,202412240021127,-507.48,transactional,False,,0,,MTX202412000023793
BST-ACC0099202-000016,ACC0099202,2024-12-05 07:54:37,2024-12-05,Fuel via contactless,202412876526944,-211.25,transactional,False,,0,,MTX202412000023792
BST-ACC0099202-000017,ACC0099202,2024-12-06 05:48:23,2024-12-06,Clothing via mobile_banking_app,202412744027962,-180.32,transactional,False,,0,,MTX202412000023794
BST-ACC0099202-000018,ACC0099202,2024-12-06 07:13:20,2024-12-06,Fuel via pos,202412472344558,-738.23,transactional,False,,0,,MTX202412000023795
BST-ACC0099202-000019,ACC0099202,2024-12-06 07:26:54,2024-12-06,Airtime via mobile banking app,202412379152259,-50.52,transactional,False,,0,,MTX202412000023796
BST-ACC0099202-000020,ACC0099202,2024-12-06 22:39:53,2024-12-06,Transfer via mobile_banking_app,202412566269732,-1361.68,transactional,False,,0,,MTX202412000023797
BST-ACC0099202-000021,ACC0099202,2024-12-07 16:42:22,2024-12-07,Alcohol via mobile banking app,202412520192038,-219.31,transactional,False,,0,,MTX202412000023799
BST-ACC0099202-000022,ACC0099202,2024-12-07 18:48:03,2024-12-07,Retail via ewallet,202412701601272,-694.72,transactional,False,,0,,MTX202412000023798
BST-ACC0099202-000023,ACC0099202,2024-12-08 10:57:12,2024-12-08,Restaurants via pos,202412197814413,-262.14,transactional,False,,0,,MTX202412000023801
BST-ACC0099202-000024,ACC0099202,2024-12-08 15:40:02,2024-12-08,Alcohol via contactless,202412443571886,-10.83,transactional,False,,0,,MTX202412000023802
BST-ACC0099202-000025,ACC0099202,2024-12-09 13:17:48,2024-12-09,Groceries via mobile_banking_app,202412985971507,-325.59,transactional,False,,0,,MTX202412000023803
BST-ACC0099202-000026,ACC0099202,2024-12-09 21:56:54,2024-12-09,Airtime via ussd,202412599598644,-57.41,transactional,False,,0,,MTX202412000023804
BST-ACC0099202-000027,ACC0099202,2024-12-10 08:12:00,2024-12-10,Utilities via mobile banking app,202412987093602,-735.91,transactional,False,,0,,MTX202412000023805
BST-ACC0099202-000028,ACC0099202,2024-12-10 10:49:00,2024-12-10,Airtime via mobile banking app,202412637890790,-42.42,transactional,False,,0,,MTX202412000023806
BST-ACC0099202-000029,ACC0099202,2024-12-10 19:32:48,2024-12-10,Alcohol via mobile banking app,202412455250238,-291.26,transactional,False,,0,,MTX202412000023807
