statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0099315-000001,ACC0099315,2024-12-02 06:19:16,2024-12-02,Utilities via mobile_banking_app,202412353139324,-416.37,transactional,False,,0,,MTX202412000026169
BST-ACC0099315-000002,ACC0099315,2024-12-02 21:02:40,2024-12-02,Airtime via mobile banking app,202412777851378,-20.35,transactional,False,,0,,MTX202412000026170
BST-ACC0099315-000003,ACC0099315,2024-12-03 05:42:33,2024-12-03,Utilities via mobile banking app,202412133578449,-275.04,transactional,False,,0,,MTX202412000026171
BST-ACC0099315-000004,ACC0099315,2024-12-03 06:57:57,2024-12-03,Airtime via mobile_banking_app,202412713672807,-34.31,transactional,False,,0,,MTX202412000026172
BST-ACC0099315-000005,ACC0099315,2024-12-03 08:06:21,2024-12-03,Airtime via mobile banking app,202412757295241,-20.52,transactional,False,,0,,MTX202412000026173
BST-ACC0099315-000006,ACC0099315,2024-12-03 20:06:39,2024-12-03,Entertainment via pos,202412629250992,-174.58,transactional,False,,0,,MTX202412000026174
BST-ACC0099315-000007,ACC0099315,2024-12-03 20:46:20,2024-12-03,Groceries via online banking,202412217858987,-472.85,transactional,False,,0,,MTX202412000026175
BST-ACC0099315-000008,ACC0099315,2024-12-04 07:11:28,2024-12-04,Transport via mobile banking app,202412595279865,-70.63,transactional,False,,0,,MTX202412000026176
BST-ACC0099315-000009,ACC0099315,2024-12-04 12:37:45,2024-12-04,Restaurants via pos,202412448149848,-374.06,transactional,False,,0,,MTX202412000026177
BST-ACC0099315-000010,ACC0099315,2024-12-04 19:29:54,2024-12-04,Restaurants via mobile banking app,202412915150395,-416.48,transactional,False,,0,,MTX202412000026178
BST-ACC0099315-000011,ACC0099315,2024-12-04 21:36:41,2024-12-04,Airtime via mobile_banking_app,202412958940002,-27.69,transactional,False,,0,,MTX202412000026179
BST-ACC0099315-000012,ACC0099315,2024-12-04 22:36:22,2024-12-04,Transfer via mobile_banking_app,202412661014335,-862.81,transactional,False,,0,,MTX202412000026180
BST-ACC0099315-000013,ACC0099315,2024-12-05 12:27:24,2024-12-05,Retail via pos,202412484071023,-321.1,transactional,False,,0,,MTX202412000026181
BST-ACC0099315-000014,ACC0099315,2024-12-05 19:11:50,2024-12-05,Alcohol via pos,202412863465831,-204.6,transactional,False,,0,,MTX202412000026182
