statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0099893-000001,ACC0099893,2024-12-02 05:40:35,2024-12-02,Entertainment via mobile_banking_app,202412334289363,-260.95,transactional,False,,0,,MTX202412000029048
BST-ACC0099893-000002,ACC0099893,2024-12-02 11:57:10,2024-12-02,Transfer via mobile_banking_app,202412207330680,-80.56,transactional,False,,0,,MTX202412000029049
BST-ACC0099893-000003,ACC0099893,2024-12-02 20:01:50,2024-12-02,Restaurants via mobile banking app,202412625978257,-209.14,transactional,False,,0,,MTX202412000029050
BST-ACC0099893-000004,ACC0099893,2024-12-03 20:37:30,2024-12-03,Groceries via atm,202412269259973,-370.44,transactional,False,,0,,MTX202412000029052
BST-ACC0099893-000005,ACC0099893,2024-12-03 20:48:38,2024-12-03,Restaurants via contactless,202412592919236,-41.6,transactional,False,,0,,MTX202412000029051
BST-ACC0099893-000006,ACC0099893,2024-12-03 22:13:32,2024-12-03,Transfer via mobile banking app,202412139801220,-1038.34,transactional,False,,0,,MTX202412000029053
BST-ACC0099893-000007,ACC0099893,2024-12-04 06:58:23,2024-12-04,Fuel via contactless,202412233663044,-419.25,transactional,False,,0,,MTX202412000029054
BST-ACC0099893-000008,ACC0099893,2024-12-05 05:21:01,2024-12-05,Retail via mobile banking app,202412132836505,-14.88,transactional,False,,0,,MTX202412000029055
BST-ACC0099893-000009,ACC0099893,2024-12-05 20:10:34,2024-12-05,Groceries via mobile banking app,202412401652174,-222.07,transactional,False,,0,,MTX202412000029056
BST-ACC0099893-000010,ACC0099893,2024-12-06 19:24:36,2024-12-06,Groceries via mobile banking app,202412748612424,-14.49,transactional,False,,0,,MTX202412000029057
BST-ACC0099893-000011,ACC0099893,2024-12-06 21:41:54,2024-12-06,Utilities via mobile_banking_app,202412653097877,-1011.13,transactional,False,,0,,MTX202412000029058
BST-ACC0099893-000012,ACC0099893,2024-12-07 16:28:38,2024-12-07,Restaurants via atm,202412552015585,-187.61,transactional,False,,0,,MTX202412000029059
BST-ACC0099893-000013,ACC0099893,2024-12-07 18:17:30,2024-12-07,Retail via pos,202412308516033,-758.41,transactional,False,,0,,MTX202412000029060
BST-ACC0099893-000014,ACC0099893,2024-12-08 17:47:20,2024-12-08,Alcohol via pos,202412192797574,-86.97,transactional,False,,0,,MTX202412000029061
BST-ACC0099893-000015,ACC0099893,2024-12-09 07:56:18,2024-12-09,Fuel via contactless,202412813610636,-330.28,transactional,False,,0,,MTX202412000029062
BST-ACC0099893-000016,ACC0099893,2024-12-10 10:02:34,2024-12-10,Utilities via mobile banking app,202412105918946,-2090.25,transactional,False,,0,,MTX202412000029063
BST-ACC0099893-000017,ACC0099893,2024-12-10 18:51:07,2024-12-10,Groceries via contactless,202412307350463,-298.99,transactional,False,,0,,MTX202412000029064
BST-ACC0099893-000018,ACC0099893,2024-12-11 06:11:00,2024-12-11,Fuel via mobile banking app,202412310421743,-435.79,transactional,False,,0,,MTX202412000029065
BST-ACC0099893-000019,ACC0099893,2024-12-11 07:57:16,2024-12-11,Transport via mobile banking app,202412577779718,-280.5,transactional,False,,0,,MTX202412000029066
BST-ACC0099893-000020,ACC0099893,2024-12-11 09:11:49,2024-12-11,Airtime via mobile banking app,202412864052204,-41.49,transactional,False,,0,,MTX202412000029067
BST-ACC0099893-000021,ACC0099893,2024-12-11 19:40:36,2024-12-11,Restaurants via mobile banking app,202412906502162,-483.49,transactional,False,,0,,MTX202412000029068
BST-ACC0099893-000022,ACC0099893,2024-12-11 21:45:38,2024-12-11,Utilities via mobile banking app,202412528954200,-765.8,transactional,False,,0,,MTX202412000029069
BST-ACC0099893-000023,ACC0099893,2024-12-12 00:20:24,2024-12-12,Transfer via mobile banking app,202412641511665,-314.01,transactional,False,,0,,MTX202412000029070
BST-ACC0099893-000024,ACC0099893,2024-12-12 06:59:17,2024-12-12,Airtime via pos,202412329224765,-73.68,transactional,False,,0,,MTX202412000029071
BST-ACC0099893-000025,ACC0099893,2024-12-12 08:46:00,2024-12-12,Transfer via mobile banking app,202412255099422,288.1,transactional,False,,0,,MTX202412000029072
BST-ACC0099893-000026,ACC0099893,2024-12-12 19:53:10,2024-12-12,Alcohol via mobile banking app,202412442141053,-123.41,transactional,False,,0,,MTX202412000029073
BST-ACC0099893-000027,ACC0099893,2024-12-13 07:45:41,2024-12-13,Airtime via contactless,202412800622255,-76.07,transactional,False,,0,,MTX202412000029074
BST-ACC0099893-000028,ACC0099893,2024-12-13 12:23:37,2024-12-13,Groceries via pos,202412221602252,-357.08,transactional,False,,0,,MTX202412000029075
BST-ACC0099893-000029,ACC0099893,2024-12-13 19:03:22,2024-12-13,Entertainment via mobile banking app,202412727071302,-24.37,transactional,False,,0,,MTX202412000029076
BST-ACC0099893-000030,ACC0099893,2024-12-14 10:52:15,2024-12-14,Retail via mobile banking app,202412605645369,-35.62,transactional,False,,0,,MTX202412000029077
BST-ACC0099893-000031,ACC0099893,2024-12-14 16:41:28,2024-12-14,Restaurants via mobile_banking_app,202412308764181,-513.19,transactional,False,,0,,MTX202412000029078
BST-ACC0099893-000033,ACC0099893,2024-12-16 05:16:15,2024-12-16,Transport via mobile banking app,202412832030664,-126.51,transactional,False,,0,,MTX202412000029080
BST-ACC0099893-000034,ACC0099893,2024-12-16 07:07:16,2024-12-16,Groceries via contactless,202412393027949,-84.24,transactional,False,,0,,MTX202412000029082
BST-ACC0099893-000035,ACC0099893,2024-12-16 07:22:38,2024-12-16,Fuel via mobile_banking_app,202412953783608,-132.3,transactional,False,,0,,MTX202412000029081
BST-ACC0099893-000036,ACC0099893,2024-12-16 07:47:56,2024-12-16,Groceries via contactless,202412269884172,-436.58,transactional,False,,0,,MTX202412000029084
BST-ACC0099893-000037,ACC0099893,2024-12-16 07:52:17,2024-12-16,Groceries via pos,202412625523638,-713.31,transactional,False,,0,,MTX202412000029083
BST-ACC0099893-000038,ACC0099893,2024-12-16 13:21:53,2024-12-16,Retail via mobile banking app,202412804434095,-452.76,transactional,False,,0,,MTX202412000029086
BST-ACC0099893-000039,ACC0099893,2024-12-16 13:28:43,2024-12-16,Retail via atm,202412898593534,-478.04,transactional,False,,0,,MTX202412000029085
BST-ACC0099893-000040,ACC0099893,2024-12-16 18:44:27,2024-12-16,Retail via atm,202412502860779,-360.69,transactional,False,,0,,MTX202412000029087
BST-ACC0099893-000041,ACC0099893,2024-12-17 06:55:21,2024-12-17,Airtime via mobile_banking_app,202412990342522,-125.75,transactional,False,,0,,MTX202412000029088
BST-ACC0099893-000042,ACC0099893,2024-12-17 07:57:25,2024-12-17,Groceries via mobile_banking_app,202412708242073,-668.9,transactional,False,,0,,MTX202412000029089
BST-ACC0099893-000032,ACC0099893,2024-12-17 10:40:32,2024-12-17,Clothing via mobile_banking_app,202412406601628,-92.3,transactional,True,source_system_lag,2,2024-12-17,MTX202412000029079
BST-ACC0099893-000043,ACC0099893,2024-12-18 06:28:47,2024-12-18,Alcohol via mobile banking app,202412250464427,-10.23,transactional,False,,0,,MTX202412000029090
BST-ACC0099893-000044,ACC0099893,2024-12-18 11:29:08,2024-12-18,Transfer via mobile banking app,202412683348194,-779.62,transactional,False,,0,,MTX202412000029091
BST-ACC0099893-000045,ACC0099893,2024-12-18 13:19:58,2024-12-18,Retail via contactless,202412779879167,-321.47,transactional,False,,0,,MTX202412000029092
BST-ACC0099893-000046,ACC0099893,2024-12-18 18:41:01,2024-12-18,Groceries via mobile_banking_app,202412433284917,-402.64,transactional,False,,0,,MTX202412000029093
BST-ACC0099893-000047,ACC0099893,2024-12-18 19:25:23,2024-12-18,Retail via atm,202412485421224,-215.92,transactional,False,,0,,MTX202412000029094
BST-ACC0099893-000048,ACC0099893,2024-12-18 20:02:54,2024-12-18,Restaurants via mobile banking app,202412624095283,-178.25,transactional,False,,0,,MTX202412000029095
BST-ACC0099893-000049,ACC0099893,2024-12-18 22:56:45,2024-12-18,Transfer via mobile banking app,202412721716690,-1254.51,transactional,False,,0,,MTX202412000029096
BST-ACC0099893-000050,ACC0099893,2024-12-19 06:11:09,2024-12-19,Utilities via mobile banking app,202412444623576,-758.05,transactional,False,,0,,MTX202412000029097
BST-ACC0099893-000051,ACC0099893,2024-12-19 07:37:34,2024-12-19,Transport via contactless,202412477581817,-17.3,transactional,False,,0,,MTX202412000029098
BST-ACC0099893-000052,ACC0099893,2024-12-20 06:42:37,2024-12-20,Transport via contactless,202412582816110,-127.47,transactional,False,,0,,MTX202412000029099
BST-ACC0099893-000053,ACC0099893,2024-12-20 10:50:26,2024-12-20,Airtime via mobile_banking_app,202412381355232,-66.48,transactional,False,,0,,MTX202412000029100
BST-ACC0099893-000054,ACC0099893,2024-12-20 18:23:10,2024-12-20,Groceries via pos,202412497600404,-424.68,transactional,False,,0,,MTX202412000029103
BST-ACC0099893-000055,ACC0099893,2024-12-20 18:28:20,2024-12-20,Alcohol via atm,202412306659451,-264.97,transactional,False,,0,,MTX202412000029102
BST-ACC0099893-000056,ACC0099893,2024-12-20 20:45:44,2024-12-20,Retail via mobile banking app,202412518070207,-365.54,transactional,False,,0,,MTX202412000029101
BST-ACC0099893-000057,ACC0099893,2024-12-21 17:51:05,2024-12-21,Entertainment via atm,202412273593123,-141.36,transactional,False,,0,,MTX202412000029105
BST-ACC0099893-000058,ACC0099893,2024-12-21 18:19:54,2024-12-21,Retail via mobile banking app,202412825298499,-93.33,transactional,False,,0,,MTX202412000029104
BST-ACC0099893-000059,ACC0099893,2024-12-22 17:59:18,2024-12-22,Alcohol via mobile banking app,202412182576603,-204.25,transactional,False,,0,,MTX202412000029106
BST-ACC0099893-000060,ACC0099893,2024-12-23 05:32:55,2024-12-23,Restaurants via mobile_banking_app,202412574289925,-10.23,transactional,False,,0,,MTX202412000029107
BST-ACC0099893-000061,ACC0099893,2024-12-23 09:29:25,2024-12-23,Transfer via mobile banking app,202412960481427,-1122.64,transactional,False,,0,,MTX202412000029108
BST-ACC0099893-000062,ACC0099893,2024-12-23 12:28:02,2024-12-23,Restaurants via ewallet,202412329396534,-308.88,transactional,False,,0,,MTX202412000029109
BST-ACC0099893-000063,ACC0099893,2024-12-24 05:00:43,2024-12-24,Retail via mobile banking app,202412563665648,-801.46,transactional,False,,0,,MTX202412000029110
BST-ACC0099893-000064,ACC0099893,2024-12-24 05:13:30,2024-12-24,Alcohol via mobile_banking_app,202412636296073,-310.8,transactional,False,,0,,MTX202412000029111
BST-ACC0099893-000065,ACC0099893,2024-12-24 06:02:52,2024-12-24,Alcohol via mobile banking app,202412531456223,-266.88,transactional,False,,0,,MTX202412000029112
BST-ACC0099893-000066,ACC0099893,2024-12-24 07:00:52,2024-12-24,Transport via mobile_banking_app,202412824218008,-59.88,transactional,False,,0,,MTX202412000029113
BST-ACC0099893-000067,ACC0099893,2024-12-24 07:25:21,2024-12-24,Airtime via contactless,202412751371878,-65.94,transactional,False,,0,,MTX202412000029114
BST-ACC0099893-000068,ACC0099893,2024-12-24 19:42:14,2024-12-24,Alcohol via contactless,202412657251209,-37.03,transactional,False,,0,,MTX202412000029115
BST-ACC0099893-000069,ACC0099893,2024-12-24 22:50:38,2024-12-24,Airtime via online banking,202412341200764,-55.23,transactional,False,,0,,MTX202412000029116
BST-ACC0099893-000070,ACC0099893,2024-12-25 05:54:59,2024-12-25,Transport via mobile_banking_app,202412687966115,-72.16,transactional,False,,0,,MTX202412000029117
BST-ACC0099893-000089,ACC0099893,2024-12-25 07:09:00,2024-12-25,Interest_Income,FEE-202412-62800,3.34,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099893-000071,ACC0099893,2024-12-25 18:31:39,2024-12-25,Entertainment via contactless,202412512897406,-325.12,transactional,False,,0,,MTX202412000029118
BST-ACC0099893-000072,ACC0099893,2024-12-26 05:47:38,2024-12-26,Utilities via mobile_banking_app,202412186725691,-830.41,transactional,False,,0,,MTX202412000029119
BST-ACC0099893-000073,ACC0099893,2024-12-26 06:33:06,2024-12-26,Transport via mobile banking app,202412833700702,-82.4,transactional,False,,0,,MTX202412000029120
BST-ACC0099893-000074,ACC0099893,2024-12-26 11:03:30,2024-12-26,Transfer via mobile_banking_app,202412316456932,-922.95,transactional,False,,0,,MTX202412000029121
BST-ACC0099893-000075,ACC0099893,2024-12-26 11:39:42,2024-12-26,Transfer via mobile banking app,202412913110888,-981.92,transactional,False,,0,,MTX202412000029122
BST-ACC0099893-000076,ACC0099893,2024-12-26 12:50:58,2024-12-26,Groceries via contactless,202412805088153,-91.6,transactional,False,,0,,MTX202412000029123
BST-ACC0099893-000077,ACC0099893,2024-12-26 20:34:14,2024-12-26,Groceries via mobile banking app,202412584988066,-84.04,transactional,False,,0,,MTX202412000029124
BST-ACC0099893-000078,ACC0099893,2024-12-26 21:13:10,2024-12-26,Airtime via mobile_banking_app,202412130871210,-10.23,transactional,False,,0,,MTX202412000029125
BST-ACC0099893-000079,ACC0099893,2024-12-27 10:59:59,2024-12-27,Transfer via mobile_banking_app,202412220125320,-1405.85,transactional,False,,0,,MTX202412000029126
BST-ACC0099893-000080,ACC0099893,2024-12-27 20:13:48,2024-12-27,Entertainment via pos,202412816734690,-400.44,transactional,False,,0,,MTX202412000029127
BST-ACC0099893-000081,ACC0099893,2024-12-28 12:34:40,2024-12-28,Restaurants via mobile banking app,202412698510917,-10.23,transactional,False,,0,,MTX202412000029128
BST-ACC0099893-000082,ACC0099893,2024-12-28 17:38:09,2024-12-28,Restaurants via mobile_banking_app,202412501967161,-292.25,transactional,False,,0,,MTX202412000029129
BST-ACC0099893-000083,ACC0099893,2024-12-30 05:02:51,2024-12-30,Fuel via mobile banking app,202412478706022,-742.65,transactional,False,,0,,MTX202412000029130
BST-ACC0099893-000084,ACC0099893,2024-12-30 05:47:17,2024-12-30,Airtime via mobile banking app,202412369779485,-72.75,transactional,False,,0,,MTX202412000029131
BST-ACC0099893-000085,ACC0099893,2024-12-30 19:48:18,2024-12-30,Alcohol via pos,202412778348371,-210.0,transactional,False,,0,,MTX202412000029132
BST-ACC0099893-000086,ACC0099893,2024-12-30 20:07:50,2024-12-30,Restaurants via pos,202412485717450,-95.46,transactional,False,,0,,MTX202412000029133
BST-ACC0099893-000087,ACC0099893,2024-12-31 05:08:34,2024-12-31,Entertainment via mobile_banking_app,202412904294879,-417.73,transactional,False,,0,,MTX202412000029134
