statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0099845-000001,ACC0099845,2024-12-25 11:23:00,2024-12-25,Interest_Income,FEE-202412-30484,3.65,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000002,ACC0099845,2024-12-25 11:23:00,2024-12-25,Bank_Charge,FEE-202412-14271,-119.13,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000003,ACC0099845,2024-12-25 11:23:00,2024-12-25,Cash_Deposit_Fee,FEE-202412-53593,-135.11,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000004,ACC0099845,2025-01-25 12:09:00,2025-01-25,Withholding Tax,FEE-202501-23785,-12.21,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000005,ACC0099845,2025-01-25 12:09:00,2025-01-25,Interest_Income,FEE-202501-16452,1.53,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000006,ACC0099845,2025-02-25 15:11:00,2025-02-25,Interest Income,FEE-202502-45940,0.32,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000007,ACC0099845,2025-03-25 17:45:00,2025-03-25,Cash Deposit Fee,FEE-202503-19108,-59.0,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000008,ACC0099845,2025-03-25 17:45:00,2025-03-25,Bank Charge,FEE-202503-53852,-43.04,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000009,ACC0099845,2025-04-25 16:56:00,2025-04-25,Withholding Tax,FEE-202504-65502,-23.48,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000010,ACC0099845,2025-04-25 16:56:00,2025-04-25,Cash_Deposit_Fee,FEE-202504-85076,-5.6,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000011,ACC0099845,2025-04-25 16:56:00,2025-04-25,Bank Charge,FEE-202504-41658,-48.63,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0099845-000012,ACC0099845,2025-05-25 08:29:00,2025-05-25,Service_Fee,FEE-202505-54745,-48.65,service_fee,True,bank_generated_non_transactional_entry,0,,
