statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0099363-000001,ACC0099363,2024-12-01 09:50:19,2024-12-01,Airtime via mobile_banking_app,202412498337497,-69.7,transactional,False,,0,,MTX202412000003405
BST-ACC0099363-000002,ACC0099363,2024-12-02 02:49:12,2024-12-02,Alcohol via mobile banking app,202412342782905,-150.74,transactional,False,,0,,MTX202412000003406
BST-ACC0099363-000003,ACC0099363,2024-12-02 05:38:06,2024-12-02,Restaurants via ussd,202412404005760,-266.05,transactional,False,,0,,MTX202412000003407
BST-ACC0099363-000004,ACC0099363,2024-12-02 08:28:56,2024-12-02,Airtime via ussd,202412853596746,-64.18,transactional,False,,0,,MTX202412000003408
BST-ACC0099363-000005,ACC0099363,2024-12-02 09:20:52,2024-12-02,Airtime via mobile_banking_app,202412278694159,-44.14,transactional,False,,0,,MTX202412000003409
BST-ACC0099363-000006,ACC0099363,2024-12-04 08:15:30,2024-12-04,Airtime via ussd,202412224085419,-32.89,transactional,False,,0,,MTX202412000003410
BST-ACC0099363-000007,ACC0099363,2024-12-05 20:51:02,2024-12-05,Airtime via ussd,202412394288138,-92.95,transactional,False,,0,,MTX202412000003411
BST-ACC0099363-000008,ACC0099363,2024-12-06 03:06:25,2024-12-06,Transport via ussd,202412698412716,-198.47,transactional,False,,0,,MTX202412000003412
BST-ACC0099363-000009,ACC0099363,2024-12-06 11:43:13,2024-12-06,Airtime via ussd,202412704922211,-50.82,transactional,False,,0,,MTX202412000003413
BST-ACC0099363-000010,ACC0099363,2024-12-06 16:58:34,2024-12-06,Entertainment via atm,202412798389427,-269.49,transactional,False,,0,,MTX202412000003414
BST-ACC0099363-000011,ACC0099363,2024-12-06 20:40:42,2024-12-06,Groceries via mobile banking app,202412475287711,-86.67,transactional,False,,0,,MTX202412000003415
BST-ACC0099363-000012,ACC0099363,2024-12-07 11:48:51,2024-12-07,Transport via mobile_banking_app,202412919146759,-115.98,transactional,False,,0,,MTX202412000003416
BST-ACC0099363-000013,ACC0099363,2024-12-08 05:15:41,2024-12-08,Transfer via mobile banking app,202412374038352,1113.18,transactional,False,,0,,MTX202412000003417
BST-ACC0099363-000014,ACC0099363,2024-12-08 18:45:12,2024-12-08,Alcohol via pos,202412392447744,-178.57,transactional,False,,0,,MTX202412000003418
BST-ACC0099363-000015,ACC0099363,2024-12-08 20:19:20,2024-12-08,Transport via mobile banking app,202412837270577,-241.93,transactional,False,,0,,MTX202412000003419
BST-ACC0099363-000016,ACC0099363,2024-12-09 07:16:35,2024-12-09,Restaurants via ussd,202412381654673,-252.14,transactional,False,,0,,MTX202412000003420
BST-ACC0099363-000017,ACC0099363,2024-12-09 11:48:55,2024-12-09,Utilities via mobile banking app,202412826023941,-774.14,transactional,False,,0,,MTX202412000003421
BST-ACC0099363-000018,ACC0099363,2024-12-10 09:55:50,2024-12-10,Airtime via mobile banking app,202412449729185,-32.72,transactional,False,,0,,MTX202412000003422
BST-ACC0099363-000019,ACC0099363,2024-12-10 12:00:25,2024-12-10,Utilities via pos,202412698624215,-434.23,transactional,False,,0,,MTX202412000003423
BST-ACC0099363-000020,ACC0099363,2024-12-10 14:02:37,2024-12-10,Entertainment via pos,202412519248700,-124.47,transactional,False,,0,,MTX202412000003424
BST-ACC0099363-000021,ACC0099363,2024-12-10 17:26:53,2024-12-10,Entertainment via mobile banking app,202412992681966,-245.9,transactional,False,,0,,MTX202412000003425
BST-ACC0099363-000022,ACC0099363,2024-12-11 04:00:54,2024-12-11,Airtime via ussd,202412703340668,-85.91,transactional,False,,0,,MTX202412000003426
BST-ACC0099363-000023,ACC0099363,2024-12-11 07:51:48,2024-12-11,Utilities via mobile_banking_app,202412666508673,-682.5,transactional,False,,0,,MTX202412000003427
