statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0099552-000001,ACC0099552,2024-12-01 14:50:33,2024-12-01,Alcohol via contactless,202412336563987,-406.76,transactional,False,,0,,MTX202412000009715
BST-ACC0099552-000002,ACC0099552,2024-12-01 17:26:59,2024-12-01,Restaurants via mobile banking app,202412354140039,-462.74,transactional,False,,0,,MTX202412000009716
BST-ACC0099552-000003,ACC0099552,2024-12-02 06:35:44,2024-12-02,Airtime via contactless,202412856380789,-111.51,transactional,False,,0,,MTX202412000009717
BST-ACC0099552-000004,ACC0099552,2024-12-02 22:30:30,2024-12-02,Retail via pos,202412442611778,-900.55,transactional,False,,0,,MTX202412000009719
BST-ACC0099552-000005,ACC0099552,2024-12-03 02:39:09,2024-12-03,Transfer via mobile banking app,202412231774177,-1214.77,transactional,False,,0,,MTX202412000009720
BST-ACC0099552-000006,ACC0099552,2024-12-03 06:13:00,2024-12-03,Groceries via mobile_banking_app,202412367776685,-542.81,transactional,False,,0,,MTX202412000009721
BST-ACC0099552-000007,ACC0099552,2024-12-03 09:42:55,2024-12-03,Restaurants via ewallet,202412178617735,-160.31,transactional,False,,0,,MTX202412000009722
BST-ACC0099552-000008,ACC0099552,2024-12-05 06:41:38,2024-12-05,Transport via mobile banking app,202412453502485,-114.39,transactional,False,,0,,MTX202412000009723
BST-ACC0099552-000009,ACC0099552,2024-12-06 04:55:23,2024-12-06,Clothing via mobile banking app,202412393917781,-827.39,transactional,False,,0,,MTX202412000009724
BST-ACC0099552-000010,ACC0099552,2024-12-06 07:01:11,2024-12-06,Transport via mobile banking app,202412834871199,-144.31,transactional,False,,0,,MTX202412000009725
BST-ACC0099552-000011,ACC0099552,2024-12-06 11:13:43,2024-12-06,Airtime via ewallet,202412118997631,-55.65,transactional,False,,0,,MTX202412000009727
BST-ACC0099552-000012,ACC0099552,2024-12-06 11:45:56,2024-12-06,Groceries via pos,202412159872634,-626.1,transactional,False,,0,,MTX202412000009726
BST-ACC0099552-000013,ACC0099552,2024-12-06 13:15:36,2024-12-06,Groceries via mobile banking app,202412507468748,-405.31,transactional,False,,0,,MTX202412000009728
BST-ACC0099552-000014,ACC0099552,2024-12-06 23:10:24,2024-12-06,Transfer via mobile_banking_app,202412149865691,1089.71,transactional,False,,0,,MTX202412000009729
BST-ACC0099552-000015,ACC0099552,2024-12-09 07:52:15,2024-12-09,Airtime via mobile banking app,202412157516185,-56.31,transactional,False,,0,,MTX202412000009730
BST-ACC0099552-000016,ACC0099552,2024-12-09 12:03:31,2024-12-09,Entertainment via pos,202412544795813,-320.57,transactional,False,,0,,MTX202412000009731
BST-ACC0099552-000017,ACC0099552,2024-12-10 07:39:16,2024-12-10,Transport via contactless,202412863929543,-139.49,transactional,False,,0,,MTX202412000009732
BST-ACC0099552-000018,ACC0099552,2024-12-11 00:01:00,2024-12-11,Transport via mobile banking app,202412970256319,-159.16,transactional,False,,0,,MTX202412000009733
BST-ACC0099552-000019,ACC0099552,2024-12-11 06:43:00,2024-12-11,Transport via mobile banking app,202412441416075,-92.55,transactional,False,,0,,MTX202412000009734
BST-ACC0099552-000020,ACC0099552,2024-12-11 07:53:56,2024-12-11,Groceries via mobile_banking_app,202412820723930,-856.67,transactional,False,,0,,MTX202412000009735
BST-ACC0099552-000021,ACC0099552,2024-12-11 11:54:43,2024-12-11,Restaurants via mobile banking app,202412349612451,-338.67,transactional,False,,0,,MTX202412000009736
BST-ACC0099552-000022,ACC0099552,2024-12-11 19:52:20,2024-12-11,Retail via ewallet,202412435052020,-743.34,transactional,False,,0,,MTX202412000009737
BST-ACC0099552-000023,ACC0099552,2024-12-12 06:41:54,2024-12-12,Transport via pos,202412725306497,-276.6,transactional,False,,0,,MTX202412000009738
BST-ACC0099552-000024,ACC0099552,2024-12-12 20:42:40,2024-12-12,Retail via mobile banking app,202412571479433,-995.05,transactional,False,,0,,MTX202412000009739
BST-ACC0099552-000025,ACC0099552,2024-12-13 22:30:40,2024-12-13,Restaurants via mobile_banking_app,202412878539382,-417.57,transactional,False,,0,,MTX202412000009740
BST-ACC0099552-000026,ACC0099552,2024-12-13 22:46:12,2024-12-13,Alcohol via pos,202412684610586,-183.33,transactional,False,,0,,MTX202412000009741
BST-ACC0099552-000027,ACC0099552,2024-12-16 19:34:16,2024-12-16,Restaurants via mobile_banking_app,202412564625721,-312.76,transactional,False,,0,,MTX202412000009743
