statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0057347-000001,ACC0057347,2022-12-01 10:50:07,2022-12-01,Airtime via ussd,202212627770269,-62.16,transactional,False,,0,,MTX202212000030263
BST-ACC0057347-000002,ACC0057347,2022-12-02 05:36:48,2022-12-02,Transfer via ussd,202212163765807,-863.51,transactional,False,,0,,MTX202212000030264
BST-ACC0057347-000003,ACC0057347,2022-12-02 15:31:01,2022-12-02,Airtime via atm,202212397404612,-93.22,transactional,False,,0,,MTX202212000030265
BST-ACC0057347-000004,ACC0057347,2022-12-03 09:25:00,2022-12-03,Airtime via ussd,202212199987545,-47.52,transactional,False,,0,,MTX202212000030266
BST-ACC0057347-000005,ACC0057347,2022-12-04 04:32:48,2022-12-04,Utilities via ussd,202212597866313,-31.95,transactional,False,,0,,MTX202212000030267
BST-ACC0057347-000006,ACC0057347,2022-12-04 04:32:48,2022-12-04,Utilities via ussd,202212597866313-DUP,-31.95,transactional,False,,0,,MTX202212000030267
BST-ACC0057347-000007,ACC0057347,2022-12-04 07:31:16,2022-12-04,Fuel via mobile banking app,202212908409132,-1104.25,transactional,False,,0,,MTX202212000030268
BST-ACC0057347-000008,ACC0057347,2022-12-04 08:59:43,2022-12-04,Airtime via ussd,202212806897243,-72.68,transactional,False,,0,,MTX202212000030269
BST-ACC0057347-000009,ACC0057347,2022-12-06 09:12:57,2022-12-06,Airtime via mobile_banking_app,202212214366780,-84.8,transactional,False,,0,,MTX202212000030270
BST-ACC0057347-000010,ACC0057347,2022-12-06 10:08:50,2022-12-06,Transport via ussd,202212536947946,-96.91,transactional,False,,0,,MTX202212000030271
BST-ACC0057347-000011,ACC0057347,2022-12-06 17:49:59,2022-12-06,Entertainment via mobile banking app,202212440405865,-497.65,transactional,False,,0,,MTX202212000030273
BST-ACC0057347-000012,ACC0057347,2022-12-06 17:53:23,2022-12-06,Entertainment via atm,202212935883339,-192.74,transactional,False,,0,,MTX202212000030272
BST-ACC0057347-000013,ACC0057347,2022-12-07 09:04:37,2022-12-07,Airtime via ussd,202212692055390,-53.19,transactional,False,,0,,MTX202212000030274
BST-ACC0057347-000014,ACC0057347,2022-12-08 14:43:40,2022-12-08,Entertainment via ussd,202212239359456,-254.32,transactional,False,,0,,MTX202212000030275
BST-ACC0057347-000015,ACC0057347,2022-12-09 15:08:38,2022-12-09,Airtime via pos,202212979203561,-10.0,transactional,False,,0,,MTX202212000030276
BST-ACC0057347-000016,ACC0057347,2022-12-09 18:20:39,2022-12-09,Airtime via ussd,202212297455749,-10.0,transactional,False,,0,,MTX202212000030277
BST-ACC0057347-000017,ACC0057347,2022-12-10 08:38:57,2022-12-10,Airtime via ussd,202212877540879,-33.54,transactional,False,,0,,MTX202212000030278
BST-ACC0057347-000018,ACC0057347,2022-12-10 17:16:32,2022-12-10,Entertainment via ussd,202212543551694,-302.45,transactional,False,,0,,MTX202212000030279
BST-ACC0057347-000019,ACC0057347,2022-12-11 08:29:43,2022-12-11,Airtime via ussd,202212362729328,-10.0,transactional,False,,0,,MTX202212000030280
BST-ACC0057347-000020,ACC0057347,2022-12-12 01:53:55,2022-12-12,Fuel via mobile banking app,202212772836075,-603.07,transactional,False,,0,,MTX202212000030282
BST-ACC0057347-000021,ACC0057347,2022-12-12 02:59:13,2022-12-12,Groceries via ussd,202212966132801,-297.63,transactional,False,,0,,MTX202212000030281
BST-ACC0057347-000022,ACC0057347,2022-12-12 12:50:18,2022-12-12,Utilities via mobile_banking_app,202212846581495,-1258.86,transactional,False,,0,,MTX202212000030283
BST-ACC0057347-000023,ACC0057347,2022-12-12 16:20:19,2022-12-12,Groceries via mobile banking app,202212514650172,-368.82,transactional,False,,0,,MTX202212000030284
BST-ACC0057347-000024,ACC0057347,2022-12-13 19:07:06,2022-12-13,Airtime via mobile banking app,202212514547391,-86.42,transactional,False,,0,,MTX202212000030285
BST-ACC0057347-000025,ACC0057347,2022-12-14 03:09:16,2022-12-14,Airtime via mobile banking app,202212339010709,-72.38,transactional,False,,0,,MTX202212000030286
BST-ACC0057347-000026,ACC0057347,2022-12-14 10:52:45,2022-12-14,Transport via mobile banking app,202212139394069,-78.06,transactional,False,,0,,MTX202212000030287
BST-ACC0057347-000027,ACC0057347,2022-12-14 11:02:08,2022-12-14,Airtime via ussd,202212869222409,-70.75,transactional,False,,0,,MTX202212000030288
BST-ACC0057347-000028,ACC0057347,2022-12-14 12:13:27,2022-12-14,Airtime via pos,202212847005073,-41.49,transactional,False,,0,,MTX202212000030289
BST-ACC0057347-000029,ACC0057347,2022-12-14 14:18:21,2022-12-14,Alcohol via mobile_banking_app,202212107374553,-243.24,transactional,False,,0,,MTX202212000030290
BST-ACC0057347-000030,ACC0057347,2022-12-14 21:39:58,2022-12-14,Entertainment via mobile banking app,202212204918890,-93.78,transactional,False,,0,,MTX202212000030291
BST-ACC0057347-000031,ACC0057347,2022-12-16 11:31:01,2022-12-16,Transport via mobile banking app,202212689241994,-35.63,transactional,False,,0,,MTX202212000030292
BST-ACC0057347-000032,ACC0057347,2022-12-17 08:29:14,2022-12-17,Airtime via ussd,202212720590108,-18.93,transactional,False,,0,,MTX202212000030293
BST-ACC0057347-000033,ACC0057347,2022-12-18 10:19:01,2022-12-18,Airtime via mobile banking app,202212544929849,-58.3,transactional,False,,0,,MTX202212000030294
BST-ACC0057347-000034,ACC0057347,2022-12-18 11:29:23,2022-12-18,Utilities via pos,202212309887804,-483.77,transactional,False,,0,,MTX202212000030295
BST-ACC0057347-000035,ACC0057347,2022-12-19 18:18:01,2022-12-19,Airtime via pos,202212785521757,-47.27,transactional,False,,0,,MTX202212000030296
BST-ACC0057347-000036,ACC0057347,2022-12-19 19:26:44,2022-12-19,Airtime via mobile banking app,202212782497721,-23.22,transactional,False,,0,,MTX202212000030297
BST-ACC0057347-000037,ACC0057347,2022-12-20 12:16:34,2022-12-20,Airtime via mobile banking app,202212793139167,-41.18,transactional,False,,0,,MTX202212000030298
BST-ACC0057347-000038,ACC0057347,2022-12-20 12:21:05,2022-12-20,Groceries via mobile_banking_app,202212805593894,-522.37,transactional,False,,0,,MTX202212000030299
BST-ACC0057347-000039,ACC0057347,2022-12-21 13:04:38,2022-12-21,Transport via ussd,202212840523445,-10.0,transactional,False,,0,,MTX202212000030300
BST-ACC0057347-000040,ACC0057347,2022-12-23 02:13:28,2022-12-23,Fuel via ussd,202212206917600,-802.55,transactional,False,,0,,MTX202212000030301
BST-ACC0057347-000041,ACC0057347,2022-12-23 02:16:30,2022-12-23,Fuel via ussd,202212206917600,-802.55,transactional,False,,0,,MTX202212000030301-DUP
BST-ACC0057347-000042,ACC0057347,2022-12-23 08:42:31,2022-12-23,Airtime via ussd,202212789331522,-93.74,transactional,False,,0,,MTX202212000030302
BST-ACC0057347-000043,ACC0057347,2022-12-23 21:09:42,2022-12-23,Alcohol via mobile_banking_app,202212364640007,-184.78,transactional,False,,0,,MTX202212000030303
BST-ACC0057347-000044,ACC0057347,2022-12-24 20:54:18,2022-12-24,Clothing via ussd,202212335981113,-294.19,transactional,False,,0,,MTX202212000030305
BST-ACC0057347-000045,ACC0057347,2022-12-25 01:50:40,2022-12-25,Transport via ussd,202212348518198,-94.98,transactional,False,,0,,MTX202212000030306
BST-ACC0057347-000046,ACC0057347,2022-12-25 03:44:15,2022-12-25,Retail via mobile_banking_app,202212748063584,-376.49,transactional,False,,0,,MTX202212000030304
BST-ACC0057347-000062,ACC0057347,2022-12-25 12:38:00,2022-12-25,Service_Fee,FEE-202212-21309,-118.31,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0057347-000063,ACC0057347,2022-12-25 12:38:00,2022-12-25,Bank_Charge,FEE-202212-96064,-112.73,bank_charge,True,bank_generated_non_transactional_entry,0,,
