statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0057378-000001,ACC0057378,2022-12-01 09:06:37,2022-12-01,Airtime via mobile_banking_app,202212951794715,-29.35,transactional,False,,0,,MTX202212000005448
BST-ACC0057378-000002,ACC0057378,2022-12-01 12:49:34,2022-12-01,Retail via pos,202212863092540,-451.54,transactional,False,,0,,MTX202212000005449
BST-ACC0057378-000003,ACC0057378,2022-12-02 06:51:00,2022-12-02,Fuel via pos,202212369924137,-430.15,transactional,False,,0,,MTX202212000005450
BST-ACC0057378-000004,ACC0057378,2022-12-02 19:22:09,2022-12-02,Restaurants via contactless,202212629453092,-412.43,transactional,False,,0,,MTX202212000005451
BST-ACC0057378-000005,ACC0057378,2022-12-03 12:34:16,2022-12-03,Retail via pos,202212751293443,-399.77,transactional,False,,0,,MTX202212000005452
BST-ACC0057378-000006,ACC0057378,2022-12-04 15:20:59,2022-12-04,Alcohol via pos,202212544346017,-245.93,transactional,False,,0,,MTX202212000005453
BST-ACC0057378-000007,ACC0057378,2022-12-05 06:20:58,2022-12-05,Entertainment via mobile_banking_app,202212255451030,-164.96,transactional,False,,0,,MTX202212000005454
BST-ACC0057378-000008,ACC0057378,2022-12-05 19:07:00,2022-12-05,Restaurants via pos,202212997595262,-319.37,transactional,False,,0,,MTX202212000005455
BST-ACC0057378-000009,ACC0057378,2022-12-06 07:25:16,2022-12-06,Fuel via contactless,202212367719310,-195.56,transactional,False,,0,,MTX202212000005456
BST-ACC0057378-000010,ACC0057378,2022-12-06 12:05:40,2022-12-06,Restaurants via atm,202212460590722,-105.89,transactional,False,,0,,MTX202212000005458
BST-ACC0057378-000011,ACC0057378,2022-12-06 13:15:44,2022-12-06,Retail via mobile_banking_app,202212512541081,-611.78,transactional,False,,0,,MTX202212000005459
BST-ACC0057378-000012,ACC0057378,2022-12-06 13:18:35,2022-12-06,Retail via contactless,202212554262245,-412.12,transactional,False,,0,,MTX202212000005457
BST-ACC0057378-000013,ACC0057378,2022-12-06 19:56:26,2022-12-06,Groceries via pos,202212148758037,-135.87,transactional,False,,0,,MTX202212000005460
BST-ACC0057378-000019,ACC0057378,2022-12-08 09:16:07,2022-12-08,Airtime via online banking,202212183400011,-40.28,transactional,False,,0,,MTX202212000005466
BST-ACC0057378-000020,ACC0057378,2022-12-08 12:44:16,2022-12-08,Restaurants via pos,202212847389468,-10.05,transactional,False,,0,,MTX202212000005467
BST-ACC0057378-000021,ACC0057378,2022-12-08 19:00:12,2022-12-08,Retail via contactless,202212466529171,-454.77,transactional,False,,0,,MTX202212000005469
BST-ACC0057378-000022,ACC0057378,2022-12-08 19:59:08,2022-12-08,Retail via pos,202212492271720,-255.55,transactional,False,,0,,MTX202212000005468
BST-ACC0057378-000023,ACC0057378,2022-12-09 06:03:34,2022-12-09,Retail via mobile_banking_app,202212629222130,-855.44,transactional,False,,0,,MTX202212000005470
BST-ACC0057378-000014,ACC0057378,2022-12-09 07:26:42,2022-12-09,Transport via mobile_banking_app,202212796019596,-65.56,transactional,True,source_system_lag,2,2022-12-09,MTX202212000005461
