statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0057155-000001,ACC0057155,2022-12-01 14:37:08,2022-12-01,Groceries via pos,202212910514531,-388.05,transactional,False,,0,,MTX202212000012168
BST-ACC0057155-000002,ACC0057155,2022-12-02 00:53:38,2022-12-02,Restaurants via ussd,202212116663893,-206.24,transactional,False,,0,,MTX202212000012169
BST-ACC0057155-000003,ACC0057155,2022-12-03 19:59:12,2022-12-03,Groceries via atm,202212719871387,-129.81,transactional,False,,0,,MTX202212000012170
BST-ACC0057155-000004,ACC0057155,2022-12-03 20:38:48,2022-12-03,Transfer via mobile_banking_app,202212361835635,-785.24,transactional,False,,0,,MTX202212000012171
BST-ACC0057155-000006,ACC0057155,2022-12-04 20:05:48,2022-12-04,Utilities via mobile banking app,202212256653846,-10.0,transactional,False,,0,,MTX202212000012174
BST-ACC0057155-000007,ACC0057155,2022-12-05 05:57:29,2022-12-05,Alcohol via mobile_banking_app,202212488356842,-249.74,transactional,False,,0,,MTX202212000012175
BST-ACC0057155-000008,ACC0057155,2022-12-05 06:24:20,2022-12-05,Airtime via ussd,202212796234232,-10.0,transactional,False,,0,,MTX202212000012173
BST-ACC0057155-000009,ACC0057155,2022-12-05 08:17:08,2022-12-05,Airtime via ussd,202212264187624,-10.0,transactional,False,,0,,MTX202212000012176
BST-ACC0057155-000010,ACC0057155,2022-12-06 08:34:26,2022-12-06,Airtime via ussd,202212805919510,-73.94,transactional,False,,0,,MTX202212000012177
BST-ACC0057155-000011,ACC0057155,2022-12-06 09:26:01,2022-12-06,Airtime via mobile banking app,202212223924097,-74.81,transactional,False,,0,,MTX202212000012178
BST-ACC0057155-000012,ACC0057155,2022-12-06 17:18:18,2022-12-06,Airtime via pos,202212945327699,-47.35,transactional,False,,0,,MTX202212000012179
BST-ACC0057155-000013,ACC0057155,2022-12-07 02:26:27,2022-12-07,Airtime via mobile banking app,202212261109148,-54.22,transactional,False,,0,,MTX202212000012180
BST-ACC0057155-000005,ACC0057155,2022-12-07 05:29:21,2022-12-07,Airtime via ussd,202212501838233,-59.68,transactional,True,timing_difference,0,2022-12-07,MTX202212000012172
BST-ACC0057155-000014,ACC0057155,2022-12-07 09:18:26,2022-12-07,Airtime via mobile_banking_app,202212601453838,-60.95,transactional,False,,0,,MTX202212000012181
BST-ACC0057155-000015,ACC0057155,2022-12-08 15:33:44,2022-12-08,Alcohol via atm,202212994581635,-208.11,transactional,False,,0,,MTX202212000012182
BST-ACC0057155-000018,ACC0057155,2022-12-10 11:41:07,2022-12-10,Transport via mobile banking app,202212436644922,-23.86,transactional,False,,0,,MTX202212000012185
BST-ACC0057155-000019,ACC0057155,2022-12-11 05:19:27,2022-12-11,Airtime via mobile banking app,202212664777153,-36.02,transactional,False,,0,,MTX202212000012186
BST-ACC0057155-000016,ACC0057155,2022-12-11 12:00:33,2022-12-11,Transport via atm,202212540326530,-117.97,transactional,True,source_system_lag,2,2022-12-11,MTX202212000012183
BST-ACC0057155-000017,ACC0057155,2022-12-11 21:56:39,2022-12-11,Fuel via mobile_banking_app,202212180768506,-483.32,transactional,True,source_system_lag,2,2022-12-11,MTX202212000012184
BST-ACC0057155-000020,ACC0057155,2022-12-12 00:40:23,2022-12-12,Groceries via mobile banking app,202212452035529,-195.13,transactional,False,,0,,MTX202212000012187
BST-ACC0057155-000021,ACC0057155,2022-12-12 08:01:17,2022-12-12,Airtime via mobile banking app,202212650080421,-15.89,transactional,False,,0,,MTX202212000012188
BST-ACC0057155-000022,ACC0057155,2022-12-13 08:17:53,2022-12-13,Airtime via ussd,202212525190663,-57.76,transactional,False,,0,,MTX202212000012190
BST-ACC0057155-000023,ACC0057155,2022-12-13 09:13:02,2022-12-13,Airtime via mobile_banking_app,202212122695831,-76.75,transactional,False,,0,,MTX202212000012189
BST-ACC0057155-000024,ACC0057155,2022-12-14 07:35:42,2022-12-14,Restaurants via ussd,202212940614751,-200.24,transactional,False,,0,,MTX202212000012191
BST-ACC0057155-000025,ACC0057155,2022-12-14 08:17:40,2022-12-14,Airtime via mobile_banking_app,202212210335781,-83.07,transactional,False,,0,,MTX202212000012192
BST-ACC0057155-000026,ACC0057155,2022-12-14 22:14:49,2022-12-14,Alcohol via mobile banking app,202212189335425,-81.25,transactional,False,,0,,MTX202212000012193
BST-ACC0057155-000027,ACC0057155,2022-12-16 03:02:18,2022-12-16,Utilities via ussd,202212555735339,-529.95,transactional,False,,0,,MTX202212000012194
BST-ACC0057155-000028,ACC0057155,2022-12-16 12:03:55,2022-12-16,Airtime via atm,202212987257669,-34.96,transactional,False,,0,,MTX202212000012195
BST-ACC0057155-000029,ACC0057155,2022-12-16 16:46:25,2022-12-16,Airtime via mobile_banking_app,202212490340340,-56.92,transactional,False,,0,,MTX202212000012196
BST-ACC0057155-000030,ACC0057155,2022-12-16 18:56:59,2022-12-16,Airtime via ussd,202212485726473,-83.29,transactional,False,,0,,MTX202212000012197
BST-ACC0057155-000031,ACC0057155,2022-12-17 01:09:09,2022-12-17,Clothing via ussd,202212467055755,-562.22,transactional,False,,0,,MTX202212000012198
BST-ACC0057155-000032,ACC0057155,2022-12-17 09:47:51,2022-12-17,Airtime via mobile banking app,202212651722183,-65.28,transactional,False,,0,,MTX202212000012199
BST-ACC0057155-000033,ACC0057155,2022-12-18 09:12:52,2022-12-18,Airtime via mobile banking app,202212709417778,-44.44,transactional,False,,0,,MTX202212000012200
BST-ACC0057155-000034,ACC0057155,2022-12-18 13:05:52,2022-12-18,Transport via mobile banking app,202212369863559,-52.52,transactional,False,,0,,MTX202212000012201
BST-ACC0057155-000035,ACC0057155,2022-12-20 13:11:40,2022-12-20,Airtime via mobile banking app,202212806133887,-92.92,transactional,False,,0,,MTX202212000012202
BST-ACC0057155-000036,ACC0057155,2022-12-24 04:51:38,2022-12-24,Fuel via ussd,202212918581038,-757.29,transactional,False,,0,,MTX202212000012203
