BANK STATEMENT|Keystone Retail Bank
ACCOUNT|250955270364669
CUSTOMER|IND21005560
PERIOD|2021-12-01|2022-05-31
OPENING_BALANCE|14800.00
CLOSING_BALANCE|2082.77
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2021-12-01|202112173493085|Airtime via mobile_banking_app|-84.30|transactional|MTX202112000004814
2021-12-01|202112715659597|Airtime via mobile banking app|-55.60|transactional|MTX202112000004815
2021-12-01|202112535674104|Groceries via atm|-131.30|transactional|MTX202112000004816
2021-12-02|202112498227021|Airtime via mobile banking app|-19.28|transactional|MTX202112000004817
2021-12-02|202112833222541|Airtime via ussd|-59.97|transactional|MTX202112000004818
2021-12-06|202112357325599|Alcohol via mobile banking app|-103.34|transactional|MTX202112000004819
2021-12-06|202112403047873|Groceries via pos|-569.77|transactional|MTX202112000004820
2021-12-06|202112304222441|Utilities via ussd|-666.32|transactional|MTX202112000004821
2021-12-07|202112649461245|Groceries via ussd|-150.16|transactional|MTX202112000004822
2021-12-07|202112784216104|Airtime via ussd|-57.62|transactional|MTX202112000004823
2021-12-07|202112823718307|Utilities via mobile banking app|-418.10|transactional|MTX202112000004824
2021-12-07|202112465958072|Groceries via ussd|-315.58|transactional|MTX202112000004825
2021-12-08|202112866308964|Groceries via ussd|-141.29|transactional|MTX202112000004826
2021-12-08|202112202286776|Entertainment via ussd|-87.64|transactional|MTX202112000004829
2021-12-08|202112292541138|Airtime via atm|-62.81|transactional|MTX202112000004828
2021-12-08|202112848980613|Groceries via pos|-338.47|transactional|MTX202112000004827
2021-12-09|202112132314678|Transport via mobile banking app|-81.39|transactional|MTX202112000004830
2021-12-12|202112699664212|Airtime via ussd|-85.26|transactional|MTX202112000004831
2021-12-12|202112608334901|Groceries via ussd|-637.34|transactional|MTX202112000004832
2021-12-12|202112269871406|Entertainment via ussd|-381.96|transactional|MTX202112000004833
2021-12-12|202112615519322|Airtime via ussd|-73.42|transactional|MTX202112000004834
2021-12-13|202112328466271|Airtime via mobile banking app|-63.81|transactional|MTX202112000004835
2021-12-13|202112269612555|Airtime via ussd|-44.29|transactional|MTX202112000004836
2021-12-14|202112798850814|Airtime via ussd|-132.43|transactional|MTX202112000004837
2021-12-14|202112373794399|Utilities via mobile banking app|-837.01|transactional|MTX202112000004839
2021-12-14|202112803885904|Airtime via atm|-77.86|transactional|MTX202112000004838
2021-12-14|202112499098723|Airtime via mobile_banking_app|-65.66|transactional|MTX202112000004840
2021-12-15|202112518300246|Airtime via ussd|-10.23|transactional|MTX202112000004841
2021-12-15|202112948581583|Airtime via ussd|-67.31|transactional|MTX202112000004842
2021-12-15|202112720299216|Groceries via mobile banking app|-283.07|transactional|MTX202112000004844
2021-12-15|202112373705695|Transport via ussd|-103.47|transactional|MTX202112000004843
2021-12-15|202112475450270|Groceries via atm|-205.92|transactional|MTX202112000004845
2021-12-15|202112112726373|Transport via ussd|-94.32|transactional|MTX202112000004846
2021-12-15|202112200833832|Clothing via mobile_banking_app|-193.77|transactional|MTX202112000004847
2021-12-16|202112235181459|Airtime via ussd|-48.35|transactional|MTX202112000004848
2021-12-17|202112950744649|Clothing via mobile banking app|-507.40|transactional|MTX202112000004850
2021-12-17|202112144271735|Fuel via ussd|-611.90|transactional|MTX202112000004849
2021-12-17|202112424582702|Airtime via mobile_banking_app|-47.73|transactional|MTX202112000004851
2021-12-18|202112473230369|Airtime via ussd|-94.40|transactional|MTX202112000004854
2021-12-18|202112660048739|Utilities via ussd|-377.82|transactional|MTX202112000004855
2021-12-18|202112578895833|Alcohol via mobile_banking_app|-204.81|transactional|MTX202112000004856
2021-12-18|202112335034850|Groceries via ussd|-549.70|transactional|MTX202112000004857
2021-12-19|202112558148637|Groceries via ussd|-123.71|transactional|MTX202112000004858
2021-12-20|202112944173158|Airtime via mobile banking app|-138.01|transactional|MTX202112000004859
2021-12-20|202112188975859|Airtime via ussd|-38.73|transactional|MTX202112000004852
2021-12-21|202112388286305|Groceries via ussd|-225.28|transactional|MTX202112000004860
2021-12-21|202112837533766|Airtime via atm|-144.14|transactional|MTX202112000004861
2021-12-23|202112655400124|Airtime via mobile_banking_app|-33.58|transactional|MTX202112000004862
2021-12-23|202112991084030|Airtime via atm|-55.65|transactional|MTX202112000004863
2021-12-24|202112552415698|Airtime via ussd|-34.16|transactional|MTX202112000004864
