BANK STATEMENT|Keystone Retail Bank
ACCOUNT|050910010369198
CUSTOMER|IND21012741
PERIOD|2021-12-01|2022-05-31
OPENING_BALANCE|9445.47
CLOSING_BALANCE|8554.29
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2021-12-25|FEE-202112-60095|Cash Deposit Fee|-38.43|cash_deposit_fee|
2021-12-25|FEE-202112-51662|Interest Income|2.89|interest_income|
2021-12-25|FEE-202112-93476|Bank_Charge|-85.53|bank_charge|
2022-01-25|FEE-202201-39188|Withholding Tax|-55.55|withholding_tax|
2022-01-25|FEE-202201-53634|Service_Fee|-145.12|service_fee|
2022-02-25|FEE-202202-48799|Service Fee|-32.06|service_fee|
2022-02-25|FEE-202202-86776|Cash_Deposit_Fee|-29.82|cash_deposit_fee|
2022-03-25|FEE-202203-35344|Cash_Deposit_Fee|-102.01|cash_deposit_fee|
2022-03-25|FEE-202203-81390|Withholding_Tax|-11.29|withholding_tax|
2022-03-25|FEE-202203-40088|Service_Fee|-128.87|service_fee|
2022-04-25|FEE-202204-40456|Cash Deposit Fee|-130.99|cash_deposit_fee|
2022-05-25|FEE-202205-94038|Cash Deposit Fee|-134.40|cash_deposit_fee|
