BANK STATEMENT|Keystone Retail Bank
ACCOUNT|050310280358918
CUSTOMER|IND21004578
PERIOD|2021-12-01|2022-05-31
OPENING_BALANCE|12991.17
CLOSING_BALANCE|12280.96
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2021-12-25|FEE-202112-53308|Cash Deposit Fee|-111.04|cash_deposit_fee|
2021-12-25|FEE-202112-87410|Service Fee|-158.26|service_fee|
2021-12-25|FEE-202112-96008|Withholding Tax|-9.47|withholding_tax|
2022-01-25|FEE-202201-49110|Withholding Tax|-11.18|withholding_tax|
2022-01-25|FEE-202201-41660|Bank_Charge|-158.22|bank_charge|
2022-02-25|FEE-202202-47479|Interest Income|4.45|interest_income|
2022-02-25|FEE-202202-49471|Cash_Deposit_Fee|-67.94|cash_deposit_fee|
2022-03-25|FEE-202203-46095|Service Fee|-22.51|service_fee|
2022-04-25|FEE-202204-46644|Withholding Tax|-38.72|withholding_tax|
2022-04-25|FEE-202204-59899|Bank_Charge|-17.77|bank_charge|
2022-04-25|FEE-202204-31778|Service Fee|-55.41|service_fee|
2022-05-25|FEE-202205-35280|Withholding_Tax|-64.14|withholding_tax|
