BANK STATEMENT|Keystone Retail Bank
ACCOUNT|250655280364143
CUSTOMER|IND21004734
PERIOD|2021-12-01|2022-05-31
OPENING_BALANCE|8830.13
CLOSING_BALANCE|8113.62
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2021-12-25|FEE-202112-54282|Bank_Charge|-143.63|bank_charge|
2022-01-25|FEE-202201-10973|Interest Income|0.18|interest_income|
2022-01-25|FEE-202201-75624|Cash Deposit Fee|-8.68|cash_deposit_fee|
2022-02-25|FEE-202202-62459|Bank_Charge|-13.33|bank_charge|
2022-02-25|FEE-202202-16773|Cash_Deposit_Fee|-79.95|cash_deposit_fee|
2022-03-25|FEE-202203-98354|Withholding Tax|-17.69|withholding_tax|
2022-03-25|FEE-202203-94865|Service Fee|-121.37|service_fee|
2022-04-25|FEE-202204-11431|Withholding_Tax|-36.65|withholding_tax|
2022-04-25|FEE-202204-85327|Interest_Income|1.23|interest_income|
2022-05-25|FEE-202205-42068|Bank Charge|-139.39|bank_charge|
2022-05-25|FEE-202205-21989|Service Fee|-159.72|service_fee|
2022-05-25|FEE-202205-75224|Interest_Income|2.49|interest_income|
