BANK STATEMENT|Keystone Retail Bank
ACCOUNT|221526010363606
CUSTOMER|IND21001403
PERIOD|2021-12-01|2022-05-31
OPENING_BALANCE|15119.69
CLOSING_BALANCE|14393.61
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2021-12-25|FEE-202112-63850|Interest_Income|7.73|interest_income|
2021-12-25|FEE-202112-63433|Bank_Charge|-120.20|bank_charge|
2022-01-25|FEE-202201-55324|Cash Deposit Fee|-87.46|cash_deposit_fee|
2022-02-25|FEE-202202-33977|Interest_Income|6.15|interest_income|
2022-02-25|FEE-202202-48719|Cash Deposit Fee|-155.66|cash_deposit_fee|
2022-02-25|FEE-202202-90195|Bank Charge|-91.53|bank_charge|
2022-03-25|FEE-202203-56964|Service Fee|-133.33|service_fee|
2022-04-25|FEE-202204-23954|Cash Deposit Fee|-118.23|cash_deposit_fee|
2022-04-25|FEE-202204-36901|Interest_Income|5.33|interest_income|
2022-05-25|FEE-202205-96711|Cash Deposit Fee|-13.43|cash_deposit_fee|
2022-05-25|FEE-202205-67665|Service Fee|-25.45|service_fee|
