comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202106-000001,ACC0006297,IND19004165,app_message,inbound,2021-06-03T18:00:52+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,neutral,,,False,
COMM-202106-000002,ACC0000086,IND19000654,app_message,inbound,2021-06-20T17:37:58+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,,,True,failed_transaction
COMM-202106-000003,ACC0016232,IND19013069,branch_visit,inbound,23/06/2021 11:45,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,staff_behavior
COMM-202106-000004,ACC0021000,IND20000525,app_message,inbound,2021-06-27T14:49:42+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,fee_dispute
COMM-202106-000005,ACC0006804,IND19001507,branch_visit,inbound,08/06/2021 13:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202106-000006,ACC0006877, IND19011130 ,app_message,inbound,2021-06-21T07:34:22+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge
COMM-202106-000007,ACC0010333,IND19002509,phone_call,inbound,22/06/2021 10:47,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,Statement delays add noise to month-end finance controls,,True,service_delay
COMM-202106-000008,ACC0010062,IND19015637,sms,outbound,2021-06-22T12:04:49+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,neutral,,,False,
COMM-202106-000009,ACC0011269,COM19000047,phone_call,inbound,09/06/2021 10:11,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,digital_issue
COMM-202106-000010,ACC0009731,IND19002518,branch_visit,inbound,27/06/2021 13:00,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,False,
COMM-202106-000011,ACC0013238,IND19002309,app_message,inbound,2021-06-23T16:13:11+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,neutral,Conduct teams press for clearer evidence on fees and failed payments,,False,
COMM-202106-000012,ACC0020374,IND20000842,sms,outbound,2021-06-25T06:01:23+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,,,False,
COMM-202106-000013,ACC0028157,IND21005417,branch_visit,inbound,18/06/2021 13:20,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,Digital channels reshape banking workloads as customer growth continues,,True,failed_transaction
COMM-202106-000014,ACC0021741,IND21011237,app_message,inbound,2021-06-21T09:26:36+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,positive,Conduct teams press for clearer evidence on fees and failed payments,,False,
COMM-202106-000015,ACC0010320,IND19011114,sms,outbound,2021-06-27T07:21:31+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202106-000016,ACC0014577,IND19003480,phone_call,inbound,29/06/2021 16:28,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,positive,Digital channels reshape banking workloads as customer growth continues,,False,
COMM-202106-000017,ACC0008525,IND19014248,sms,outbound,2021-06-14T12:44:43+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,positive,,,False,
COMM-202106-000018,ACC0009030,IND19001320,app_message,inbound,2021-06-05T10:41:57+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,,,False,
COMM-202106-000019,ACC0010842,IND19008456,phone_call,inbound,21/06/2021 07:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,positive,Retail banks sharpen arrears analytics as payment stress persists,,False,
COMM-202106-000020,ACC0000224,IND19008065,app_message,inbound,2021-06-01T20:26:27+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202106-000021,ACC0017358,IND19002502,phone_call,inbound,18/06/2021 10:09,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",positive,,,False,
COMM-202106-000022,ACC0025813,IND21011443,phone_call,inbound,06/06/2021 07:46,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,fee_dispute
COMM-202106-000023,ACC0028062,IND21014784,app_message,outbound,2021-06-15T21:49:00+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202106-000024,ACC0010674,IND19012200,phone_call,inbound,13/06/2021 14:01,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202106-000025,ACC0013826,IND19010664,phone_call,inbound,09/06/2021 09:36,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202106-000026,ACC0014975,IND19000727,sms,outbound,2021-06-19T17:36:29+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,True,staff_behavior
COMM-202106-000027,ACC0020501,IND20001957,phone_call,inbound,07/06/2021 13:56,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202106-000028,ACC0001214,IND19003792,sms,outbound,2021-06-21T13:36:59+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,,,True,fraud_concern
COMM-202106-000029,ACC0013272,IND19004573,sms,outbound,2021-06-12T06:04:13+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,False,
COMM-202106-000030,ACC0005365,IND19011964,phone_call,inbound,08/06/2021 10:37,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202106-000031,ACC0024129,IND21000127,phone_call,inbound,28/06/2021 18:08,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202106-000032,ACC0002853,IND19012294,branch_visit,inbound,27/06/2021 13:45,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,,,False,
COMM-202106-000033,ACC0021749,IND21001358,phone_call,inbound,20/06/2021 15:13,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fraud_concern
COMM-202106-000034,ACC0020386,IND20000592,sms,inbound,2021-06-21T16:20:33+02:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202106-000035,ACC0020367,COM20000094,sms,outbound,2021-06-07T09:04:41+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,positive,,,False,
COMM-202106-000036,ACC0008330,COM19000126,app_message,inbound,2021-06-28T15:27:43+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,failed_transaction
COMM-202106-000037,ACC0017407,IND19008902,app_message,inbound,2021-06-17T09:52:46+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,neutral,,,False,
COMM-202106-000038,ACC0021373,IND20001809,sms,outbound,2021-06-29T02:23:30+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,,,True,fraud_concern
COMM-202106-000039,ACC0008095,IND19003250,sms,inbound,2021-06-27T08:00:44+02:00,Suspicious transaction alert,There is activity on my account that I do not recognise. Please block the card if needed and tell me what evidence you require for the dispute.,negative,,,True,fraud_concern
COMM-202106-000040,ACC0014912,IND19008232,sms,inbound,2021-06-09T20:33:18+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202106-000041,ACC0015233,IND19003932,branch_visit,inbound,07/06/2021 13:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202106-000042,ACC0027414,IND21007840,branch_visit,inbound,09/06/2021 13:20,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,,,False,
COMM-202106-000043,ACC0000272,IND19000376,phone_call,inbound,13/06/2021 07:12,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,,,False,
COMM-202106-000044,ACC0014647,IND19005372,sms,outbound,2021-06-04T17:07:37+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,neutral,,,False,
COMM-202106-000045,ACC0023432,IND21002838,branch_visit,inbound,25/06/2021 12:20,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,,,False,
COMM-202106-000046,ACC0005822,IND19009557,branch_visit,inbound,10/06/2021 10:05,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
COMM-202106-000047,ACC0026947,IND21000670,sms,outbound,2021-06-27T14:56:56+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,Digital channels reshape banking workloads as customer growth continues,,False,
COMM-202106-000048,ACC0005777,IND19012806,branch_visit,inbound,29/06/2021 09:50,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,,,True,digital_issue
COMM-202106-000049,ACC0011173,IND19002918,phone_call,inbound,16/06/2021 10:56,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202106-000050,ACC0015130,IND19000483,branch_visit,inbound,29/06/2021 08:30,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
