payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202108-00001,COLL-202108-00014,ACC0028409,IND21013870,2021-08-31,160.59,card,False,194.50
REC-202108-00002,COLL-202108-00024,ACC0017796,IND19000091,2021-08-16,887.48,eft,True,1582.65
REC-202108-00003,COLL-202108-00015,ACC0000793,IND19015483,2021-08-24,639.55,eft,False,773.61
REC-202108-00004,COLL-202108-00022,ACC0022763,IND21012510,2021-08-09,268.85,debit_order,False,506.43
REC-202108-00005,COLL-202108-00019,ACC0020305,IND20002483,2021-08-19,6806.96,eft,False,6610.06
REC-202108-00006,COLL-202108-00031,ACC0023704,IND21004974,2021-08-20,379.59,debit_order,False,1577.06
REC-202108-00007,COLL-202108-00001,ACC0001001,IND19005012,2021-08-16,544.54,debit_order,True,609.59
REC-202108-00008,COLL-202108-00012,ACC0012562,IND19013202,2021-08-16,46.24,eft,True,262.42
REC-202108-00009,COLL-202108-00026,ACC0026879,IND21011192,2021-09-05,64.85,debit_order,False,278.47
REC-202108-00010,COLL-202108-00030,ACC0020968,IND20003260,2021-08-20,540.71,eft,False,2251.65
REC-202108-00011,COLL-202108-00010,ACC0028900,IND21016566,2021-09-14,802.33,cash_deposit,False,704.98
REC-202108-00012,COLL-202108-00034,ACC0020746,IND20001921,2021-08-14,1461.93,card,False,2666.52
REC-202108-00013,COLL-202108-00032,ACC0006338,IND19003909,2021-08-25,1394.99,eft,False,2014.03
REC-202108-00014,COLL-202108-00029,ACC0016699,IND19017199,2021-08-05,1222.97,cash_deposit,False,5808.49
