transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL202200000001,ACC0001282,IND19007129,LN2019010000002,LDO20220000001,40,2022-05-14,03:11:34,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,1.31,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000002,ACC0000071,IND19001466,LN2019010000009,LDO20220000002,40,2022-05-31,03:24:36,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,1.45,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000003,ACC0001490,IND19011784,LN2019010000010,LDO20220000003,40,2022-05-23,02:35:34,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,0.12,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000004,ACC0000278,IND19005139,LN2019010000015,LDO20220000004,40,2022-05-29,03:26:23,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,1.76,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202200000005,ACC0000597,IND19000749,LN2019010000017,LDO20220000001,40,2022-05-22,04:09:09,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.66,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000006,ACC0000731,IND19012784,LN2019010000018,LDO20220000002,40,2022-05-30,02:31:47,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,0.28,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000007,ACC0000999,IND19000704,LN2019010000021,LDO20220000005,40,2022-05-30,02:33:30,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,0.52,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000008,ACC0000362,IND19010400,LN2019010000034,LDO20220000003,40,2022-05-20,02:05:21,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000009,ACC0000761,IND19003341,LN2019010000037,LDO20220000004,39,2022-05-10,02:20:25,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,0.58,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000010,ACC0000361,IND19010400,LN2019010000048,LDO20220000002,40,2022-05-30,02:55:12,990.52,Debit,Completed,,Loan Payment - LN2019010000048,False,,0.61,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202200000011,ACC0000305,IND19009608,LN2019010000064,LDO20220000006,40,2022-05-15,04:31:01,2594.15,Debit,Completed,,Loan Payment - LN2019010000064,False,,0.56,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202200000012,ACC0000093,IND19006568,LN2019010000071,LDO20220000005,40,2022-05-13,02:50:21,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,1.26,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000013,ACC0000412,IND19013952,LN2019010000075,LDO20220000007,40,2022-05-31,02:16:58,3629.72,Debit,Completed,,Loan Payment - LN2019010000075,False,,0.88,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202200000014,ACC0000227,IND19010979,LN2019010000078,LDO20220000008,40,2022-05-13,02:35:37,686.25,Debit,Completed,,Loan Payment - LN2019010000078,False,,1.78,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202200000015,ACC0001439,IND19009694,LN2019010000095,LDO20220000004,40,2022-05-18,02:16:46,1221.56,Debit,Completed,,Loan Payment - LN2019010000095,False,,1.77,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202200000016,ACC0000263,IND19010479,LN2019010000097,LDO20220000001,40,2022-05-14,02:48:28,5630.01,Debit,Completed,,Loan Payment - LN2019010000097,False,,0.54,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000017,ACC0000410,IND19006375,LN2019010000101,LDO20220000011,40,2022-05-22,02:01:32,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,0.88,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000018,ACC0000187,IND19005404,LN2019010000103,LDO20220000012,40,2022-05-29,04:02:28,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,0.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000019,ACC0000901,IND19009242,LN2019010000104,LDO20220000013,40,2022-05-28,03:59:18,2070.51,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000104,False,,0.38,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202200000020,ACC0000365,IND19005374,LN2019010000112,LDO20220000014,40,2022-05-20,04:46:11,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,1.76,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202200000021,ACC0000066,IND19000708,LN2019010000114,LDO20220000015,40,2022-05-24,04:25:53,3062.01,Debit,Completed,,Loan Payment - LN2019010000114,False,,0.47,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202200000022,ACC0000041,IND19003405,LN2019010000118,LDO20220000016,40,2022-05-11,04:05:24,1317.23,Debit,Completed,,Loan Payment - LN2019010000118,False,,1.66,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202200000023,ACC0000146,IND19003418,LN2019010000122,LDO20220000017,39,2022-05-04,02:11:47,1173.8,Debit,Completed,,Loan Payment - LN2019010000122,False,,1.78,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL202200000024,ACC0000812,IND19000596,LN2019010000123,LDO20220000018,39,2022-05-08,03:49:03,2370.55,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000123 - Recovery,False,,1.43,,Automated,Home Loan,recovery_payment,True,loan_payment_generator
TXNL202200000025,ACC0000726,IND19012497,LN2019010000124,LDO20220000019,40,2022-05-13,03:14:04,371.99,Debit,Completed,,Loan Payment - LN2019010000124,False,,1.87,,Automated,Home Loan,standard_payment,False,loan_payment_generator
