payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202105-00001,COLL-202105-00020,ACC0023170,IND21005118,2021-05-30,2248.48,card,False,1586.53
REC-202105-00002,COLL-202105-00011,ACC0025119,COM21000006,2021-05-20,1129.61,eft,False,1994.51
REC-202105-00003,COLL-202105-00026,ACC0022165,IND21004855,2021-06-12,144.83,debit_order,False,213.47
REC-202105-00004,COLL-202105-00014,ACC0016878,IND19009638,2021-06-06,1005.88,eft,True,1292.84
REC-202105-00005,COLL-202105-00025,ACC0010363,IND19010795,2021-06-01,546.61,debit_order,False,388.70
REC-202105-00006,COLL-202105-00021,ACC0025017,IND21001047,2021-06-15,667.17,debit_order,False,3748.22
REC-202105-00007,COLL-202105-00033,ACC0001214,IND19003792,2021-05-01,71.42,cash_deposit,False,184.45
REC-202105-00008,COLL-202105-00035,ACC0021602,IND21005092,2021-05-09,320.47,eft,True,836.66
REC-202105-00009,COLL-202105-00022,ACC0008558,IND19015819,2021-05-08,5916.94,eft,False,5003.80
REC-202105-00010,COLL-202105-00037,ACC0010368,IND19006224,2021-05-14,1189.40,debit_order,True,1099.48
REC-202105-00011,COLL-202105-00023,ACC0025265,IND21001811,2021-06-03,74.83,card,True,435.48
REC-202105-00012,COLL-202105-00031,ACC0014553,IND19006337,2021-05-19,818.93,cash_deposit,False,662.50
REC-202105-00013,COLL-202105-00036,ACC0011441,IND19004907,2021-05-24,1840.12,debit_order,False,1437.86
REC-202105-00014,COLL-202105-00017,ACC0025264,IND21001811,2021-05-23,998.07,eft,False,1391.52
REC-202105-00015,COLL-202105-00001,ACC0004317,IND19004320,2021-05-12,411.09,card,True,1604.40
