response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202211-0000001,CAMP-2022-008,IND22013873,ACC0055244,2022-11-24,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000002,CAMP-2022-008,IND22020584,,2022-11-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000003,CAMP-2022-008,IND22006324,,2022-11-17,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000004,CAMP-2022-008,IND22013003,ACC0054769,2022-11-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000005,CAMP-2022-008,IND22019503,ACC0054974,2022-11-07,opted_out,,app_push,Customer opted out of marketing messages for this channel.
RESP-202211-0000006,CAMP-2022-008,IND22018927,ACC0055461,2022-11-13,converted,2191,app_push,Customer accepted offer for savings_account through app_push.
RESP-202211-0000007,CAMP-2022-008,IND22016225,ACC0054882,2022-11-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000008,CAMP-2022-008,IND22010633,ACC0055531,2022-11-16,converted,4730,app_push,Customer accepted offer for savings_account through app_push.
RESP-202211-0000009,CAMP-2022-008,IND22018918,,2022-11-25,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000010,CAMP-2022-008,IND22018666,,2022-11-15,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202211-0000011,CAMP-2022-008,IND22022650,ACC0054557,2022-11-20,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000012,CAMP-2022-008,IND22006938,,2022-11-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000013,CAMP-2022-008,IND22009392,ACC0055202,2022-11-13,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000014,CAMP-2022-008,IND22020993,ACC0056047,2022-11-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000015,CAMP-2022-008,IND22005345,ACC0054792,2022-11-24,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202211-0000016,CAMP-2022-008,IND22020015,,2022-11-09,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000017,CAMP-2022-008,IND22024796,ACC0055222,2022-11-24,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000018,CAMP-2022-008,IND22018211,ACC0055150,2022-11-04,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000019,CAMP-2022-008,IND22014052,ACC0054866,2022-11-08,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000020,CAMP-2022-008,IND22007549,ACC0056178,2022-11-06,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000021,CAMP-2022-008,IND22018003,ACC0054532,2022-11-09,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000022,CAMP-2022-008,IND22021424,ACC0054986,2022-11-10,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000023,CAMP-2022-008,IND22004131,ACC0056287,2022-11-04,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000024,CAMP-2022-008,IND22016512,,2022-11-03,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202211-0000025,CAMP-2022-008,IND22024766,ACC0055832,2022-11-22,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202211-0000026,CAMP-2022-008,IND22017523,ACC0056129,2022-11-13,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000027,CAMP-2022-008,IND22012038,ACC0056363,2022-11-11,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202211-0000028,CAMP-2022-008,IND22016309,ACC0055657,2022-11-14,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000029,CAMP-2022-008,IND22010882,ACC0055164,2022-11-13,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202211-0000030,CAMP-2022-008,IND22005673,,2022-11-19,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000031,CAMP-2022-008,IND22020687,,2022-11-23,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000032,CAMP-2022-008,IND22020065,ACC0055307,2022-11-14,opted_out,,app_push,Customer opted out of marketing messages for this channel.
RESP-202211-0000033,CAMP-2022-008,IND22000670,,2022-11-13,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202211-0000034,CAMP-2022-008,IND22022899,ACC0054668,2022-11-25,converted,3164,app_push,Customer accepted offer for savings_account through app_push.
RESP-202211-0000035,CAMP-2022-008,IND22005196,ACC0054917,2022-11-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202211-0000036,CAMP-2022-008,IND22024754,ACC0055693,2022-11-12,ignored,,app_push,No direct action recorded after campaign exposure.
