statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0036764-000001,ACC0036764,2021-12-01 05:56:19,2021-12-01,Retail via mobile banking app,202112553305434,-559.59,transactional,False,,0,,MTX202112000007156
BST-ACC0036764-000002,ACC0036764,2021-12-01 12:54:07,2021-12-01,Retail via mobile banking app,202112214031484,-544.51,transactional,False,,0,,MTX202112000007157
BST-ACC0036764-000003,ACC0036764,2021-12-02 07:46:19,2021-12-02,Groceries via contactless,202112755761829,-239.7,transactional,False,,0,,MTX202112000007158
BST-ACC0036764-000004,ACC0036764,2021-12-02 11:50:50,2021-12-02,Airtime via mobile_banking_app,202112193434344,-65.92,transactional,False,,0,,MTX202112000007159
BST-ACC0036764-000005,ACC0036764,2021-12-03 06:11:35,2021-12-03,Transfer via mobile_banking_app,202112124819275,-1063.77,transactional,False,,0,,MTX202112000007160
BST-ACC0036764-000006,ACC0036764,2021-12-03 07:09:02,2021-12-03,Airtime via mobile banking app,202112687284632,-55.62,transactional,False,,0,,MTX202112000007161
BST-ACC0036764-000007,ACC0036764,2021-12-03 11:56:46,2021-12-03,Airtime via mobile banking app,202112355840475,-27.47,transactional,False,,0,,MTX202112000007162
BST-ACC0036764-000008,ACC0036764,2021-12-03 12:50:35,2021-12-03,Restaurants via pos,202112440468471,-77.83,transactional,False,,0,,MTX202112000007163
BST-ACC0036764-000009,ACC0036764,2021-12-03 18:59:08,2021-12-03,Alcohol via pos,202112494767240,-207.79,transactional,False,,0,,MTX202112000007164
BST-ACC0036764-000010,ACC0036764,2021-12-03 20:31:26,2021-12-03,Restaurants via pos,202112881563581,-297.13,transactional,False,,0,,MTX202112000007165
BST-ACC0036764-000011,ACC0036764,2021-12-06 06:06:24,2021-12-06,Alcohol via mobile banking app,202112401343973,-132.15,transactional,False,,0,,MTX202112000007166
BST-ACC0036764-000012,ACC0036764,2021-12-06 07:43:26,2021-12-06,Fuel via contactless,202112652723991,-440.05,transactional,False,,0,,MTX202112000007167
BST-ACC0036764-000013,ACC0036764,2021-12-06 12:02:03,2021-12-06,Restaurants via atm,202112181739316,-91.37,transactional,False,,0,,MTX202112000007168
BST-ACC0036764-000014,ACC0036764,2021-12-06 12:39:45,2021-12-06,Restaurants via mobile banking app,202112733037421,-178.13,transactional,False,,0,,MTX202112000007169
BST-ACC0036764-000015,ACC0036764,2021-12-06 20:33:24,2021-12-06,Entertainment via mobile banking app,202112627317280,-417.94,transactional,False,,0,,MTX202112000007170
BST-ACC0036764-000016,ACC0036764,2021-12-06 22:07:06,2021-12-06,Airtime via ussd,202112192802570,-59.96,transactional,False,,0,,MTX202112000007171
BST-ACC0036764-000017,ACC0036764,2021-12-07 10:09:59,2021-12-07,Airtime via online banking,202112469015313,-48.29,transactional,False,,0,,MTX202112000007172
BST-ACC0036764-000018,ACC0036764,2021-12-07 12:53:44,2021-12-07,Groceries via atm,202112293601541,-526.75,transactional,False,,0,,MTX202112000007173
BST-ACC0036764-000019,ACC0036764,2021-12-07 18:54:17,2021-12-07,Alcohol via mobile_banking_app,202112256464979,-302.4,transactional,False,,0,,MTX202112000007174
BST-ACC0036764-000020,ACC0036764,2021-12-07 21:38:46,2021-12-07,Utilities via mobile banking app,202112579257624,-1177.72,transactional,False,,0,,MTX202112000007175
BST-ACC0036764-000021,ACC0036764,2021-12-07 22:49:17,2021-12-07,Airtime via mobile banking app,202112793691049,-37.81,transactional,False,,0,,MTX202112000007176
BST-ACC0036764-000022,ACC0036764,2021-12-08 05:46:24,2021-12-08,Restaurants via mobile_banking_app,202112874655443,-242.6,transactional,False,,0,,MTX202112000007177
BST-ACC0036764-000023,ACC0036764,2021-12-08 11:58:35,2021-12-08,Transfer via online banking,202112525714913,-1136.23,transactional,False,,0,,MTX202112000007178
BST-ACC0036764-000024,ACC0036764,2021-12-09 08:00:57,2021-12-09,Airtime via mobile_banking_app,202112413134842,-56.73,transactional,False,,0,,MTX202112000007179
BST-ACC0036764-000025,ACC0036764,2021-12-09 12:41:44,2021-12-09,Retail via contactless,202112555737219,-378.54,transactional,False,,0,,MTX202112000007180
BST-ACC0036764-000026,ACC0036764,2021-12-10 06:13:11,2021-12-10,Airtime via mobile_banking_app,202112598153695,-33.83,transactional,False,,0,,MTX202112000007181
BST-ACC0036764-000027,ACC0036764,2021-12-10 10:18:34,2021-12-10,Airtime via mobile_banking_app,202112219867335,-64.28,transactional,False,,0,,MTX202112000007182
BST-ACC0036764-000028,ACC0036764,2021-12-10 21:45:44,2021-12-10,Utilities via online banking,202112613299573,-1008.47,transactional,False,,0,,MTX202112000007183
BST-ACC0036764-000029,ACC0036764,2021-12-10 22:26:10,2021-12-10,Airtime via mobile_banking_app,202112576722384,-54.1,transactional,False,,0,,MTX202112000007184
BST-ACC0036764-000030,ACC0036764,2021-12-12 12:52:31,2021-12-12,Fuel via ewallet,202112582361674,-1052.25,transactional,False,,0,,MTX202112000007186
BST-ACC0036764-000031,ACC0036764,2021-12-12 17:07:25,2021-12-12,Entertainment via mobile banking app,202112984369720,-10.52,transactional,False,,0,,MTX202112000007187
BST-ACC0036764-000032,ACC0036764,2021-12-13 07:29:30,2021-12-13,Transport via contactless,202112209597511,-66.24,transactional,False,,0,,MTX202112000007188
BST-ACC0036764-000033,ACC0036764,2021-12-13 09:42:45,2021-12-13,Transfer via mobile banking app,202112475027366,-1419.48,transactional,False,,0,,MTX202112000007189
BST-ACC0036764-000034,ACC0036764,2021-12-13 20:03:03,2021-12-13,Entertainment via mobile banking app,202112440283055,-256.44,transactional,False,,0,,MTX202112000007190
BST-ACC0036764-000035,ACC0036764,2021-12-14 06:40:52,2021-12-14,Transport via contactless,202112657226411,-57.43,transactional,False,,0,,MTX202112000007191
BST-ACC0036764-000036,ACC0036764,2021-12-14 07:17:51,2021-12-14,Fuel via mobile banking app,202112558799453,-507.84,transactional,False,,0,,MTX202112000007192
BST-ACC0036764-000037,ACC0036764,2021-12-14 13:19:32,2021-12-14,Restaurants via mobile banking app,202112964597164,-272.25,transactional,False,,0,,MTX202112000007193
BST-ACC0036764-000038,ACC0036764,2021-12-15 09:06:31,2021-12-15,Airtime via mobile banking app,202112814471781,-73.59,transactional,False,,0,,MTX202112000007194
BST-ACC0036764-000039,ACC0036764,2021-12-15 22:53:59,2021-12-15,Utilities via ussd,202112574481105,-433.42,transactional,False,,0,,MTX202112000007196
BST-ACC0036764-000040,ACC0036764,2021-12-16 09:00:46,2021-12-16,Airtime via mobile banking app,202112203478257,-25.44,transactional,False,,0,,MTX202112000007197
BST-ACC0036764-000041,ACC0036764,2021-12-16 19:18:27,2021-12-16,Restaurants via contactless,202112495377500,-231.09,transactional,False,,0,,MTX202112000007199
BST-ACC0036764-000042,ACC0036764,2021-12-16 20:04:06,2021-12-16,Groceries via mobile banking app,202112247328771,-191.57,transactional,False,,0,,MTX202112000007198
BST-ACC0036764-000043,ACC0036764,2021-12-17 07:03:44,2021-12-17,Fuel via pos,202112377624992,-551.26,transactional,False,,0,,MTX202112000007200
BST-ACC0036764-000044,ACC0036764,2021-12-17 21:28:02,2021-12-17,Transfer via ussd,202112808127993,1195.67,transactional,False,,0,,MTX202112000007201
BST-ACC0036764-000045,ACC0036764,2021-12-18 12:51:08,2021-12-18,Clothing via ewallet,202112261261207,-411.14,transactional,False,,0,,MTX202112000007202
BST-ACC0036764-000046,ACC0036764,2021-12-19 01:16:42,2021-12-19,Airtime via mobile_banking_app,202112336160561,-78.96,transactional,False,,0,,MTX202112000007203
BST-ACC0036764-000047,ACC0036764,2021-12-19 15:22:46,2021-12-19,Restaurants via mobile_banking_app,202112114164004,-310.98,transactional,False,,0,,MTX202112000007204
BST-ACC0036764-000048,ACC0036764,2021-12-20 06:16:46,2021-12-20,Utilities via mobile banking app,202112188548093,-874.74,transactional,False,,0,,MTX202112000007205
BST-ACC0036764-000049,ACC0036764,2021-12-20 07:25:44,2021-12-20,Groceries via pos,202112451480031,-216.21,transactional,False,,0,,MTX202112000007206
BST-ACC0036764-000050,ACC0036764,2021-12-20 13:29:05,2021-12-20,Groceries via pos,202112935664258,-196.34,transactional,False,,0,,MTX202112000007207
BST-ACC0036764-000051,ACC0036764,2021-12-20 18:01:59,2021-12-20,Alcohol via pos,202112183301261,-132.59,transactional,False,,0,,MTX202112000007208
BST-ACC0036764-000052,ACC0036764,2021-12-21 13:11:36,2021-12-21,Restaurants via atm,202112909242446,-42.9,transactional,False,,0,,MTX202112000007209
BST-ACC0036764-000053,ACC0036764,2021-12-22 06:10:25,2021-12-22,Utilities via mobile banking app,202112907213335,-694.58,transactional,False,,0,,MTX202112000007210
BST-ACC0036764-000054,ACC0036764,2021-12-22 07:20:01,2021-12-22,Transport via mobile_banking_app,202112824867560,-96.09,transactional,False,,0,,MTX202112000007211
BST-ACC0036764-000055,ACC0036764,2021-12-22 19:44:51,2021-12-22,Restaurants via mobile_banking_app,202112174739045,-427.06,transactional,False,,0,,MTX202112000007213
BST-ACC0036764-000056,ACC0036764,2021-12-22 20:58:22,2021-12-22,Entertainment via atm,202112272094762,-10.52,transactional,False,,0,,MTX202112000007212
BST-ACC0036764-000057,ACC0036764,2021-12-23 06:29:32,2021-12-23,Fuel via mobile_banking_app,202112168496889,-430.9,transactional,False,,0,,MTX202112000007214
BST-ACC0036764-000058,ACC0036764,2021-12-23 19:44:06,2021-12-23,Entertainment via mobile_banking_app,202112219152255,-134.58,transactional,False,,0,,MTX202112000007215
BST-ACC0036764-000080,ACC0036764,2021-12-25 07:03:00,2021-12-25,Bank Charge,FEE-202112-67306,-145.18,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036764-000081,ACC0036764,2021-12-25 07:03:00,2021-12-25,Cash Deposit Fee,FEE-202112-67549,-126.61,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036764-000082,ACC0036764,2021-12-25 07:03:00,2021-12-25,Service Fee,FEE-202112-35176,-54.4,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036764-000059,ACC0036764,2021-12-25 12:56:57,2021-12-25,Groceries via mobile banking app,202112839974429,-715.45,transactional,False,,0,,MTX202112000007216
BST-ACC0036764-000060,ACC0036764,2021-12-25 18:58:57,2021-12-25,Alcohol via mobile_banking_app,202112957888464,-159.78,transactional,False,,0,,MTX202112000007217
BST-ACC0036764-000061,ACC0036764,2021-12-26 18:55:06,2021-12-26,Alcohol via atm,202112433919564,-140.25,transactional,False,,0,,MTX202112000007219
BST-ACC0036764-000062,ACC0036764,2021-12-27 05:29:01,2021-12-27,Transport via mobile banking app,202112425005591,-114.17,transactional,False,,0,,MTX202112000007220
BST-ACC0036764-000063,ACC0036764,2021-12-27 05:38:47,2021-12-27,Retail via mobile_banking_app,202112986022369,-677.12,transactional,False,,0,,MTX202112000007221
BST-ACC0036764-000064,ACC0036764,2021-12-27 07:39:21,2021-12-27,Groceries via pos,202112565463769,-303.49,transactional,False,,0,,MTX202112000007222
BST-ACC0036764-000065,ACC0036764,2021-12-27 08:12:26,2021-12-27,Airtime via mobile banking app,202112489001952,-45.37,transactional,False,,0,,MTX202112000007223
BST-ACC0036764-000066,ACC0036764,2021-12-27 12:47:32,2021-12-27,Restaurants via contactless,202112198048787,-299.81,transactional,False,,0,,MTX202112000007224
BST-ACC0036764-000067,ACC0036764,2021-12-27 18:19:10,2021-12-27,Groceries via pos,202112977550908,-413.72,transactional,False,,0,,MTX202112000007225
BST-ACC0036764-000068,ACC0036764,2021-12-27 21:19:04,2021-12-27,Airtime via online_banking,202112859930350,-30.68,transactional,False,,0,,MTX202112000007226
BST-ACC0036764-000069,ACC0036764,2021-12-28 09:40:24,2021-12-28,Transfer via online_banking,202112167654676,-782.73,transactional,False,,0,,MTX202112000007227
BST-ACC0036764-000070,ACC0036764,2021-12-28 12:03:52,2021-12-28,Retail via pos,202112145375157,-275.41,transactional,False,,0,,MTX202112000007228
BST-ACC0036764-000071,ACC0036764,2021-12-28 13:18:23,2021-12-28,Retail via pos,202112932496348,-381.58,transactional,False,,0,,MTX202112000007229
BST-ACC0036764-000072,ACC0036764,2021-12-29 06:34:09,2021-12-29,Airtime via mobile banking app,202112145037126,-69.89,transactional,False,,0,,MTX202112000007231
BST-ACC0036764-000073,ACC0036764,2021-12-29 07:36:50,2021-12-29,Airtime via pos,202112823398108,-114.82,transactional,False,,0,,MTX202112000007230
BST-ACC0036764-000074,ACC0036764,2021-12-29 12:39:28,2021-12-29,Groceries via contactless,202112455887980,-220.06,transactional,False,,0,,MTX202112000007232
BST-ACC0036764-000075,ACC0036764,2021-12-29 20:24:44,2021-12-29,Entertainment via contactless,202112380692909,-250.25,transactional,False,,0,,MTX202112000007233
BST-ACC0036764-000076,ACC0036764,2021-12-30 10:11:30,2021-12-30,Utilities via mobile banking app,202112102787460,-1128.4,transactional,False,,0,,MTX202112000007234
BST-ACC0036764-000077,ACC0036764,2021-12-30 18:30:00,2021-12-30,Entertainment via pos,202112392430251,-186.9,transactional,False,,0,,MTX202112000007235
BST-ACC0036764-000078,ACC0036764,2021-12-31 06:07:36,2021-12-31,Clothing via mobile_banking_app,202112754262921,-688.81,transactional,False,,0,,MTX202112000007236
BST-ACC0036764-000079,ACC0036764,2021-12-31 21:33:29,2021-12-31,Utilities via mobile_banking_app,202112734209945,-802.69,transactional,False,,0,,MTX202112000007237
BST-ACC0036764-000083,ACC0036764,2022-01-25 17:15:00,2022-01-25,Interest Income,FEE-202201-81274,1.9,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036764-000084,ACC0036764,2022-02-25 08:21:00,2022-02-25,Withholding Tax,FEE-202202-46889,-29.79,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036764-000085,ACC0036764,2022-02-25 08:21:00,2022-02-25,Service Fee,FEE-202202-37508,-43.67,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036764-000086,ACC0036764,2022-02-25 08:21:00,2022-02-25,Cash Deposit Fee,FEE-202202-88233,-32.81,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
