statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0036554-000001,ACC0036554,2021-12-25 08:05:00,2021-12-25,Cash Deposit Fee,FEE-202112-14317,-47.32,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000002,ACC0036554,2021-12-25 08:05:00,2021-12-25,Withholding Tax,FEE-202112-42480,-53.43,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000003,ACC0036554,2022-01-25 17:02:00,2022-01-25,Interest Income,FEE-202201-27113,3.62,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000004,ACC0036554,2022-01-25 17:02:00,2022-01-25,Service_Fee,FEE-202201-40093,-158.6,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000005,ACC0036554,2022-02-25 14:10:00,2022-02-25,Bank Charge,FEE-202202-30791,-105.09,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000006,ACC0036554,2022-02-25 14:10:00,2022-02-25,Interest Income,FEE-202202-80672,3.36,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000007,ACC0036554,2022-03-25 12:24:00,2022-03-25,Bank Charge,FEE-202203-68077,-20.26,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000008,ACC0036554,2022-04-25 10:58:00,2022-04-25,Withholding Tax,FEE-202204-41310,-60.76,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000009,ACC0036554,2022-05-25 08:15:00,2022-05-25,Bank Charge,FEE-202205-46161,-14.82,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036554-000010,ACC0036554,2022-05-25 08:15:00,2022-05-25,Interest Income,FEE-202205-35686,4.01,interest_income,True,bank_generated_non_transactional_entry,0,,
