statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0035992-000001,ACC0035992,2021-12-25 10:29:00,2021-12-25,Service_Fee,FEE-202112-74889,-148.08,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000002,ACC0035992,2021-12-25 10:29:00,2021-12-25,Interest Income,FEE-202112-98158,1.82,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000003,ACC0035992,2021-12-25 10:29:00,2021-12-25,Cash Deposit Fee,FEE-202112-93948,-113.0,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000004,ACC0035992,2022-01-25 12:53:00,2022-01-25,Bank Charge,FEE-202201-22255,-98.43,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000005,ACC0035992,2022-01-25 12:53:00,2022-01-25,Withholding_Tax,FEE-202201-77179,-51.98,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000006,ACC0035992,2022-02-25 12:09:00,2022-02-25,Cash_Deposit_Fee,FEE-202202-30281,-104.55,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000007,ACC0035992,2022-02-25 12:09:00,2022-02-25,Bank_Charge,FEE-202202-61111,-126.08,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000008,ACC0035992,2022-03-25 12:33:00,2022-03-25,Withholding Tax,FEE-202203-39434,-39.86,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000009,ACC0035992,2022-04-25 11:18:00,2022-04-25,Service Fee,FEE-202204-94837,-59.56,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000010,ACC0035992,2022-05-25 07:29:00,2022-05-25,Withholding Tax,FEE-202205-20616,-39.21,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000011,ACC0035992,2022-05-25 07:29:00,2022-05-25,Bank Charge,FEE-202205-64026,-60.72,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0035992-000012,ACC0035992,2022-05-25 07:29:00,2022-05-25,Interest Income,FEE-202205-12823,2.32,interest_income,True,bank_generated_non_transactional_entry,0,,
