statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0035945-000001,ACC0035945,2021-12-01 07:59:32,2021-12-01,Fuel via online_banking,202112285125687,-1005.24,transactional,False,,0,,MTX202112000012750
BST-ACC0035945-000002,ACC0035945,2021-12-02 08:15:19,2021-12-02,Groceries via online_banking,202112424720374,-928.01,transactional,False,,0,,MTX202112000012751
BST-ACC0035945-000003,ACC0035945,2021-12-02 18:17:13,2021-12-02,Groceries via online banking,202112431749767,-798.21,transactional,False,,0,,MTX202112000012753
BST-ACC0035945-000004,ACC0035945,2021-12-03 01:11:07,2021-12-03,Clothing via mobile_banking_app,202112736678668,-670.18,transactional,False,,0,,MTX202112000012755
BST-ACC0035945-000005,ACC0035945,2021-12-03 05:26:57,2021-12-03,Alcohol via online banking,202112877219356,-490.51,transactional,False,,0,,MTX202112000012754
BST-ACC0035945-000006,ACC0035945,2021-12-03 08:05:01,2021-12-03,Airtime via mobile_banking_app,202112265096609,-125.46,transactional,False,,0,,MTX202112000012756
BST-ACC0035945-000007,ACC0035945,2021-12-03 09:03:30,2021-12-03,Restaurants via ewallet,202112530426072,-528.04,transactional,False,,0,,MTX202112000012757
BST-ACC0035945-000008,ACC0035945,2021-12-04 01:11:37,2021-12-04,Transport via online banking,202112211963859,-183.36,transactional,False,,0,,MTX202112000012758
BST-ACC0035945-000009,ACC0035945,2021-12-05 03:28:31,2021-12-05,Fuel via online banking,202112908512359,-816.98,transactional,False,,0,,MTX202112000012759
BST-ACC0035945-000010,ACC0035945,2021-12-05 10:12:49,2021-12-05,Transfer via pos,202112253076832,-2553.3,transactional,False,,0,,MTX202112000012760
BST-ACC0035945-000011,ACC0035945,2021-12-05 14:43:28,2021-12-05,Groceries via mobile banking app,202112447831820,-822.83,transactional,False,,0,,MTX202112000012761
BST-ACC0035945-000012,ACC0035945,2021-12-05 21:33:23,2021-12-05,Airtime via online banking,202112565725806,-149.08,transactional,False,,0,,MTX202112000012762
BST-ACC0035945-000013,ACC0035945,2021-12-08 00:44:31,2021-12-08,Restaurants via online banking,202112659322092,-862.11,transactional,False,,0,,MTX202112000012763
BST-ACC0035945-000014,ACC0035945,2021-12-08 07:54:15,2021-12-08,Airtime via online banking,202112110827660,-155.71,transactional,False,,0,,MTX202112000012764
BST-ACC0035945-000015,ACC0035945,2021-12-08 08:08:54,2021-12-08,Groceries via online_banking,202112367045606,-657.37,transactional,False,,0,,MTX202112000012765
BST-ACC0035945-000016,ACC0035945,2021-12-08 16:40:18,2021-12-08,Retail via ewallet,202112709380719,-979.19,transactional,False,,0,,MTX202112000012766
BST-ACC0035945-000017,ACC0035945,2021-12-08 23:40:59,2021-12-08,Transfer via online banking,202112622770470,3112.27,transactional,False,,0,,MTX202112000012767
