statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0036884-000001,ACC0036884,2021-12-25 16:21:00,2021-12-25,Withholding_Tax,FEE-202112-57488,-37.59,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000002,ACC0036884,2021-12-25 16:21:00,2021-12-25,Interest Income,FEE-202112-42676,1.12,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000003,ACC0036884,2022-01-25 17:53:00,2022-01-25,Withholding_Tax,FEE-202201-17773,-33.57,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000004,ACC0036884,2022-02-25 07:37:00,2022-02-25,Service Fee,FEE-202202-14678,-47.34,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000005,ACC0036884,2022-03-25 14:24:00,2022-03-25,Service Fee,FEE-202203-96551,-75.15,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000006,ACC0036884,2022-03-25 14:24:00,2022-03-25,Interest Income,FEE-202203-70006,0.48,interest_income,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000007,ACC0036884,2022-04-25 15:34:00,2022-04-25,Bank_Charge,FEE-202204-33141,-102.54,bank_charge,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000008,ACC0036884,2022-04-25 15:34:00,2022-04-25,Service Fee,FEE-202204-10710,-19.12,service_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000009,ACC0036884,2022-04-25 15:34:00,2022-04-25,Cash Deposit Fee,FEE-202204-89408,-34.1,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000010,ACC0036884,2022-05-25 13:06:00,2022-05-25,Withholding Tax,FEE-202205-56531,-36.99,withholding_tax,True,bank_generated_non_transactional_entry,0,,
BST-ACC0036884-000011,ACC0036884,2022-05-25 13:06:00,2022-05-25,Cash Deposit Fee,FEE-202205-35491,-14.14,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,,
