payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201911-00001,COLL-201911-00004,ACC0008591,IND19004250,2019-11-18,1592.42,eft,False,1167.31
REC-201911-00002,COLL-201911-00010,ACC0002771,IND19011631,2019-11-21,606.46,eft,False,1448.75
REC-201911-00003,COLL-201911-00003,ACC0008475,IND19010377,2019-11-05,2551.25,debit_order,False,3794.30
REC-201911-00004,COLL-201911-00023,ACC0001296,IND19006088,2019-11-05,2714.13,eft,False,3690.66
REC-201911-00005,COLL-201911-00015,ACC0002619,IND19006444,2019-11-10,436.41,cash_deposit,False,1055.02
REC-201911-00006,COLL-201911-00031,ACC0011450,IND19017718,2019-11-18,243.75,debit_order,False,1214.78
REC-201911-00007,COLL-201911-00005,ACC0000551,IND19010018,2019-11-16,1421.00,cash_deposit,False,5243.45
REC-201911-00008,COLL-201911-00009,ACC0009005,IND19016600,2019-11-30,286.05,debit_order,True,293.96
REC-201911-00009,COLL-201911-00029,ACC0002846,IND19005704,2019-11-12,96.96,card,False,103.04
REC-201911-00010,COLL-201911-00016,ACC0000086,IND19000654,2019-11-21,228.29,eft,True,595.30
REC-201911-00011,COLL-201911-00026,ACC0006862,IND19006218,2019-12-01,659.38,card,True,626.61
REC-201911-00012,COLL-201911-00018,ACC0005932,IND19011112,2019-11-28,741.87,card,False,537.23
REC-201911-00013,COLL-201911-00024,ACC0009087,IND19005120,2019-11-27,246.54,cash_deposit,True,312.81
