response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202308-0000001,CAMP-2023-008,IND23007122,ACC0071551,2023-08-13,opted_out,,app_push,Customer opted out of marketing messages for this channel.
RESP-202308-0000002,CAMP-2023-008,IND23021128,ACC0072223,2023-08-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202308-0000003,CAMP-2023-008,IND23016786,ACC0071892,2023-08-06,opened,,email,Customer opened or viewed the campaign message.
RESP-202308-0000004,CAMP-2023-008,IND23024156,ACC0072272,2023-08-06,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202308-0000005,CAMP-2023-008,IND23011510,ACC0071337,2023-08-07,ignored,,email,No direct action recorded after campaign exposure.
RESP-202308-0000006,CAMP-2023-008,IND23006663,ACC0071237,2023-08-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202308-0000007,CAMP-2023-008,IND23017624,ACC0071781,2023-08-03,opened,,email,Customer opened or viewed the campaign message.
RESP-202308-0000008,CAMP-2023-008,IND23006047,,2023-08-03,ignored,,email,No direct action recorded after campaign exposure.
RESP-202308-0000009,CAMP-2023-008,IND23003844,ACC0072472,2023-08-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202308-0000010,CAMP-2023-008,IND23017258,ACC0072812,2023-08-04,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202308-0000011,CAMP-2023-008,IND23022743,ACC0071754,2023-08-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202308-0000012,CAMP-2023-008,IND23007862,ACC0072345,2023-08-05,opened,,email,Customer opened or viewed the campaign message.
RESP-202308-0000013,CAMP-2023-008,IND23008975,ACC0072278,2023-08-12,ignored,,email,No direct action recorded after campaign exposure.
RESP-202308-0000014,CAMP-2023-008,IND23025760,ACC0071143,2023-08-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202308-0000015,CAMP-2023-008,IND23007120,,2023-08-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202308-0000016,CAMP-2023-008,IND23019685,ACC0071310,2023-08-11,opened,,email,Customer opened or viewed the campaign message.
