suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202212-00001,ACC0047060,IND22005062,phone_call,18/12/2022 09:58,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202212-00002,ACC0020054,IND20001228,phone_call,30/12/2022 10:46,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202212-00003,ACC0040646,IND22000681,app_message,2022-12-29T19:43:24+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202212-00004,ACC0016519,IND19007596,email,2022-12-13 15:45:29,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202212-00005,ACC0012076,IND19015931,phone_call,30/12/2022 07:17,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202212-00006,ACC0040105,IND22021587,branch_visit,11/12/2022 10:20,Please send clearer notifications when account details change.,other,reviewed
SUG-202212-00007,ACC0046261,IND22014164,app_message,2022-12-22T23:25:21+02:00,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202212-00008,ACC0007297,IND19011570,app_message,2022-12-22T15:17:35+02:00,Please send clearer notifications when account details change.,other,implemented
SUG-202212-00009,ACC0003458,IND19000548,branch_visit,29/12/2022 12:15,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202212-00010,ACC0025551,IND21014794,app_message,2022-12-06T17:10:47+02:00,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202212-00011,ACC0015559,IND19015691,email,2022-12-18 15:22:21,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202212-00012,ACC0032019,IND21001686,branch_visit,28/12/2022 12:20,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202212-00013,ACC0017775,IND19008766,phone_call,04/12/2022 16:03,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202212-00014,ACC0005637,IND19010526,phone_call,06/12/2022 09:02,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202212-00015,ACC0042388,IND22010174,branch_visit,11/12/2022 10:20,Please send clearer notifications when account details change.,other,submitted
SUG-202212-00016,ACC0038609,IND22001684,app_message,2022-12-08T16:23:26+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202212-00017,ACC0052623,IND22004420,phone_call,09/12/2022 12:11,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202212-00018,ACC0011760,IND19014021,phone_call,09/12/2022 14:59,Please send clearer notifications when account details change.,other,submitted
